DATA, AA, ACAP, AEXP, B, DOCU, ETAT, KLOC, PCAP, PCON, PMAT, PR, PREC, PVOL, RELY, RESL, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, CPLX, FLEX, LTEX, PLEX, EFFORT-, MONTHS-, DEFECTS-, RISKS-
2.396,3.308,4.805,2.084,3.883,1.362,5.226,304.311,3.859,1.914,2.652,3.611,3.174,3.646,3.521,3.557,4.007,3.0,5.892,3.635,1.588,3.698,2.0,2.293,4.277,3.945,2.146,809.588,28.115,3673.459,0.536
2.974,5.866,4.987,2.546,7.118,1.354,2.877,352.568,3.961,3.19,2.541,5.011,3.582,4.675,2.768,1.458,3.436,3.0,1.506,3.198,4.714,3.474,2.0,2.192,3.427,2.001,3.728,696.91,26.583,6601.758,0.536
3.056,2.548,4.728,4.355,3.111,4.398,5.41,182.07,3.51,1.654,2.811,4.133,2.831,2.833,2.062,1.305,5.759,3.0,4.372,3.259,3.448,3.688,2.0,1.497,4.648,3.623,2.065,523.419,24.537,2301.845,1.072
2.715,2.292,3.724,4.311,9.115,4.662,3.851,132.314,3.16,2.923,2.761,2.615,3.683,3.185,3.695,1.61,4.221,3.0,2.769,3.266,3.408,3.851,2.0,3.611,3.381,3.919,2.537,640.951,26.17,3001.486,0.0
4.67,4.226,3.662,2.728,7.158,1.915,5.298,253.395,3.606,2.884,2.913,1.469,4.802,4.431,2.692,2.108,2.867,3.0,4.348,3.363,4.515,3.055,2.0,3.964,1.332,2.052,2.158,1519.223,34.358,6505.124,0.0
2.772,1.534,3.998,4.588,4.168,3.903,5.794,141.347,3.753,3.934,2.244,5.516,2.519,2.72,2.692,1.592,3.192,3.0,1.119,3.681,3.878,3.925,2.0,1.936,4.744,3.657,2.004,344.336,21.744,1636.38,0.0
2.193,2.014,3.364,3.704,8.006,2.457,5.905,102.679,3.083,2.893,2.311,3.425,4.342,4.998,2.629,2.277,5.498,3.0,2.521,3.564,4.669,3.221,2.0,1.392,1.516,1.171,2.749,558.316,24.914,3441.135,0.268
2.491,2.949,3.862,3.329,7.279,4.849,1.76,342.805,4.46,3.819,2.555,1.177,3.669,3.242,3.573,1.235,5.844,3.0,5.208,3.094,4.033,3.666,2.0,1.874,4.716,1.255,3.904,739.565,27.398,5754.921,0.536
2.026,3.252,3.733,2.812,9.128,4.225,4.43,150.614,3.864,2.433,2.019,2.107,1.782,4.04,1.743,4.118,2.279,3.0,5.384,3.049,4.797,3.639,2.0,2.652,2.823,1.083,1.135,281.883,20.102,3215.302,1.34
4.217,2.206,4.264,4.134,8.742,2.025,2.216,388.333,3.196,2.64,2.069,1.745,4.469,2.86,3.872,3.913,5.998,3.0,4.831,3.07,1.315,3.868,2.0,3.486,4.485,2.186,1.432,1136.079,31.092,19666.519,0.0
3.714,3.302,3.864,2.026,9.72,4.308,1.327,267.2,3.567,1.466,2.498,3.929,1.658,4.331,2.853,1.883,2.295,3.0,5.403,3.723,4.142,3.556,2.0,3.57,1.233,2.584,2.531,1647.661,37.118,8793.223,0.0
4.256,4.112,4.287,3.628,4.849,1.83,3.084,75.034,3.191,3.824,2.22,5.088,3.132,4.021,1.792,4.77,3.675,3.0,5.378,3.553,4.89,3.917,2.0,2.812,3.257,2.278,3.658,209.621,18.203,627.362,1.609
2.408,3.285,3.862,4.021,7.712,1.926,2.241,42.328,3.049,3.845,2.647,2.324,1.067,2.042,2.984,2.189,5.694,3.0,1.926,3.187,2.063,3.816,2.0,1.765,1.684,2.941,1.115,210.423,19.49,3524.508,0.268
2.015,4.664,3.373,4.77,8.637,1.379,1.56,317.883,4.349,4.174,2.033,3.691,2.709,2.595,3.882,1.296,2.36,3.0,1.067,3.324,4.887,3.068,2.0,2.343,4.707,2.974,1.698,649.795,26.21,5276.325,0.0
3.626,2.072,4.881,4.689,7.081,1.974,4.199,219.047,3.517,1.248,2.256,4.265,2.504,2.998,3.023,2.46,5.054,3.0,5.509,3.84,4.706,3.597,2.0,2.477,2.543,2.46,3.602,527.033,24.877,2303.454,0.0
4.614,5.024,4.441,2.298,7.412,4.395,4.265,95.815,4.635,1.823,2.46,5.364,2.153,4.922,2.877,1.565,3.855,3.0,3.924,3.081,1.451,3.156,2.0,2.588,1.082,1.522,3.518,708.933,29.431,2804.177,1.609
4.289,2.831,4.827,2.586,5.484,1.759,4.281,36.577,3.199,3.034,2.347,2.863,2.44,4.908,3.009,4.218,4.789,3.0,3.227,3.272,2.959,3.601,2.0,1.489,2.904,1.063,1.817,289.906,20.862,2338.961,0.804
3.311,2.921,4.974,2.414,4.12,3.918,3.394,165.489,4.921,2.878,2.374,2.879,4.506,4.43,1.753,1.439,2.029,3.0,1.763,3.106,3.097,3.498,2.0,1.856,4.226,3.504,1.425,544.738,24.797,5968.801,3.217
3.101,2.425,3.61,2.721,5.349,4.028,4.691,126.463,3.751,4.493,2.67,1.746,3.972,4.541,3.315,4.11,3.673,3.0,1.254,3.312,1.617,3.395,2.0,1.779,4.607,3.932,2.42,424.926,22.558,4130.946,1.072
3.584,4.443,4.945,2.65,5.039,3.719,5.425,245.454,4.708,4.04,2.505,3.635,1.145,4.734,2.386,3.986,5.718,3.0,1.366,3.893,3.517,3.984,2.0,1.001,1.892,3.649,1.162,1192.617,32.626,6163.124,2.145
2.432,3.116,3.974,4.28,5.84,2.491,2.953,90.757,4.292,3.746,2.718,2.274,3.913,3.362,2.462,2.997,5.883,3.0,4.239,3.76,1.995,3.4,2.0,3.393,1.265,2.868,3.61,201.929,18.694,2488.22,0.536
2.82,2.814,3.676,4.961,6.897,1.417,1.223,167.068,3.891,3.326,2.723,4.343,1.802,4.883,1.792,1.321,5.469,3.0,5.185,3.395,1.983,3.331,2.0,2.865,3.297,1.128,3.28,422.23,23.739,7523.841,1.34
2.249,1.385,4.341,3.361,9.417,4.228,2.338,134.505,3.174,1.973,2.846,4.109,1.687,3.62,1.656,3.954,5.534,3.0,3.835,3.191,2.731,3.345,2.0,3.644,2.925,2.036,3.781,549.233,25.49,6005.269,1.609
4.857,3.106,3.476,2.63,7.86,1.518,4.429,87.767,3.999,4.142,2.336,2.307,4.242,4.362,1.501,1.284,2.602,3.0,3.479,3.891,2.999,3.225,2.0,3.917,1.257,1.201,3.082,304.545,21.408,5921.732,1.34
2.541,2.214,4.979,4.982,3.295,2.432,1.969,258.011,3.561,3.301,2.903,3.895,1.094,2.09,3.228,4.342,4.729,3.0,2.201,3.054,2.162,3.414,2.0,2.388,1.754,1.696,1.083,845.354,29.835,10042.804,0.268
4.751,2.914,3.545,2.387,5.368,1.737,2.999,228.454,4.945,3.548,2.546,2.115,3.941,2.286,1.773,1.228,3.432,3.0,1.494,3.108,2.74,3.923,2.0,2.37,3.399,3.891,1.77,788.099,28.605,12977.865,1.877
2.405,2.647,3.246,2.015,8.104,1.374,2.097,106.91,3.632,3.159,2.156,1.096,4.495,3.942,1.823,3.027,3.308,3.0,5.136,3.936,3.194,3.297,2.0,2.783,1.276,1.224,2.957,255.065,19.887,6217.6,1.34
2.952,2.864,4.556,2.237,9.538,3.495,5.5,206.133,3.392,2.097,2.913,3.219,1.68,3.177,1.981,4.772,3.756,3.0,2.867,3.931,2.928,3.467,2.0,1.168,1.493,2.627,3.766,702.411,27.714,5378.7,2.145
4.808,3.19,3.336,2.801,4.431,3.553,5.754,136.855,4.292,2.121,2.526,3.203,1.153,2.514,2.407,4.099,5.744,3.0,1.049,3.892,2.571,3.842,2.0,2.204,2.011,3.066,2.434,1483.555,34.405,7632.196,0.804
3.976,5.623,3.977,3.392,5.829,4.482,3.472,303.9,4.371,3.036,2.337,1.744,3.822,3.928,1.139,1.787,2.929,3.0,4.852,3.339,4.883,3.861,2.0,1.448,5.0,3.779,3.148,630.067,25.34,2820.456,2.145
4.273,3.222,3.232,2.901,8.906,1.404,3.439,35.648,4.147,4.352,2.512,2.508,4.588,3.014,3.61,3.884,3.422,3.0,4.789,3.773,2.576,3.503,2.0,3.485,3.094,3.834,3.219,137.922,16.165,561.514,0.0
2.529,1.716,3.232,3.068,4.909,4.612,4.614,369.267,3.52,1.631,2.765,2.779,3.188,3.245,1.938,3.847,5.665,3.0,5.637,3.635,1.99,3.685,2.0,2.856,4.64,1.337,2.769,2202.38,37.339,11429.343,1.34
4.956,1.699,3.894,3.61,7.73,3.963,2.326,169.068,3.241,2.422,2.226,3.651,1.406,3.81,3.027,1.27,4.89,3.0,4.137,3.39,1.204,3.594,2.0,3.614,4.435,1.246,3.577,1460.338,34.681,15860.669,0.268
2.615,1.273,4.274,4.967,6.372,3.944,3.783,27.356,4.212,4.623,2.194,2.633,2.305,3.838,3.747,3.713,3.014,3.0,2.923,3.359,4.674,3.321,2.0,3.764,4.918,3.681,2.494,92.052,14.151,328.729,0.0
3.324,4.541,3.016,2.892,6.133,1.78,5.768,177.9,4.196,3.92,2.863,2.724,1.782,3.383,3.746,4.752,2.492,3.0,3.161,3.342,4.839,3.165,2.0,3.914,3.96,1.025,3.322,692.209,25.723,2863.751,0.0
2.676,4.859,3.071,3.395,6.204,1.744,4.999,371.677,3.461,3.705,2.939,2.676,3.452,3.549,2.234,4.73,3.228,3.0,1.754,3.092,4.995,3.813,2.0,3.739,2.625,3.937,1.328,748.576,26.309,5919.797,0.0
4.677,2.828,3.125,2.575,4.125,3.441,4.856,219.313,3.702,1.664,2.077,2.576,3.293,3.61,1.399,2.123,4.225,3.0,3.711,3.658,4.699,3.048,2.0,3.711,1.362,3.444,1.315,1912.911,37.428,9627.611,1.072
3.016,1.07,4.525,3.671,3.756,4.507,3.872,353.451,4.528,2.827,2.416,4.827,2.963,4.199,1.107,2.179,4.074,3.0,1.635,3.499,4.626,3.326,2.0,1.298,1.092,3.789,3.1,1319.341,33.944,6318.793,3.217
2.78,1.898,3.669,4.707,8.718,1.3,3.458,200.088,3.372,3.306,2.614,3.023,1.208,4.371,1.037,1.77,2.199,3.0,3.295,3.279,4.326,3.408,2.0,3.156,2.364,3.307,3.2,399.053,23.136,7415.841,1.072
3.386,3.602,4.971,4.494,6.645,4.645,4.25,293.906,4.831,3.092,2.074,2.651,3.55,2.11,2.971,4.044,2.459,3.0,4.303,3.011,2.876,3.957,2.0,1.456,4.47,3.418,3.209,330.787,21.13,1914.285,2.145
2.592,4.519,3.585,4.578,9.304,4.598,3.948,290.681,3.364,1.258,2.79,3.903,1.705,4.514,1.546,4.478,4.015,3.0,1.176,3.245,1.976,3.287,2.0,3.905,3.214,3.442,3.226,1621.122,35.307,12320.345,1.609
4.735,5.655,3.74,2.233,3.356,4.708,1.254,259.165,3.331,4.433,2.981,5.045,1.694,3.43,1.094,1.124,5.735,3.0,5.037,3.555,3.942,3.5,2.0,2.829,2.35,2.901,2.596,1596.529,36.437,4918.437,1.072
2.294,2.204,3.129,4.316,8.008,3.42,3.436,353.788,4.185,2.155,2.093,1.971,2.847,4.302,1.254,1.689,4.507,3.0,5.67,3.278,4.965,3.816,2.0,3.495,4.639,3.818,2.048,735.855,27.432,7194.839,1.609
3.347,5.703,3.377,4.709,5.786,4.801,5.904,352.11,4.428,3.567,2.05,1.845,2.258,2.417,2.664,3.658,2.139,3.0,2.283,3.045,2.816,3.683,2.0,3.406,2.268,2.727,3.567,1017.752,30.802,5310.009,0.536
3.699,3.327,4.295,4.57,7.065,4.623,1.257,199.374,3.157,2.918,2.964,2.175,1.12,2.171,1.401,2.284,2.197,3.0,5.088,3.603,2.509,3.864,2.0,2.334,2.068,3.57,3.755,486.604,25.227,3895.867,1.609
3.574,3.094,3.745,2.139,7.594,2.423,1.715,209.363,3.896,3.811,2.959,2.696,3.951,2.782,2.26,4.339,2.337,3.0,5.837,3.117,1.831,3.852,2.0,2.737,4.288,2.663,2.317,349.116,21.264,4117.122,0.536
2.167,5.199,4.741,4.525,9.127,1.772,1.428,32.602,3.249,2.967,2.564,3.881,3.118,3.18,1.379,4.429,2.767,3.0,3.917,3.541,1.217,3.163,2.0,2.434,3.881,2.187,1.121,91.784,14.526,972.15,1.609
4.645,4.54,3.669,3.817,4.023,1.186,2.483,100.376,4.614,1.033,2.203,1.196,1.991,4.293,2.845,3.94,5.876,3.0,4.832,3.324,1.346,3.112,2.0,3.577,1.874,1.477,3.826,559.189,26.01,7602.786,0.536
3.129,4.22,3.274,4.161,6.306,1.868,2.78,103.537,4.639,2.558,2.22,4.333,1.756,2.652,2.851,3.525,2.295,3.0,4.153,3.602,4.367,3.52,2.0,3.941,2.714,2.083,1.665,282.051,20.294,1999.644,0.536
3.166,1.306,4.339,2.085,8.011,1.925,3.474,174.644,3.581,1.098,2.81,2.174,1.659,3.955,3.629,4.657,2.791,3.0,4.194,3.98,4.078,3.803,2.0,1.567,4.802,1.981,2.359,521.468,23.849,7866.693,0.804
3.122,1.323,3.572,3.718,6.069,1.721,2.478,91.175,4.076,3.381,2.988,1.439,3.124,3.691,3.346,2.667,3.058,3.0,5.001,3.605,4.431,3.779,2.0,3.744,1.205,1.375,3.183,361.085,22.202,2764.0,0.0
3.275,1.431,3.21,3.648,6.833,1.521,4.525,100.113,3.378,4.127,2.403,5.874,2.853,4.303,3.336,2.427,2.277,3.0,1.924,3.837,4.758,3.506,2.0,3.879,1.579,1.124,2.269,736.443,27.547,2576.718,0.268
3.756,4.694,3.102,4.705,6.443,2.423,5.459,204.816,3.537,1.07,2.311,5.686,2.774,4.502,3.272,2.549,3.205,3.0,2.793,3.692,3.353,3.284,2.0,3.687,4.26,2.356,1.333,1307.143,32.553,5235.424,0.0
2.919,1.773,3.337,4.903,3.18,3.348,3.391,194.673,3.337,4.356,2.283,3.57,2.835,3.672,1.204,4.802,3.784,3.0,4.893,3.974,4.593,3.671,2.0,1.843,2.473,2.203,2.834,390.864,21.914,2414.059,1.072
4.772,1.089,3.961,2.48,6.747,4.968,3.282,290.546,4.042,4.897,2.008,5.35,1.338,4.327,1.526,3.497,5.147,3.0,1.097,3.172,1.785,3.369,2.0,1.455,3.434,3.576,1.202,2034.467,38.053,13558.912,3.217
2.242,1.16,3.354,3.54,5.695,2.972,1.993,343.145,3.624,3.258,2.861,1.209,3.588,3.873,2.228,3.014,4.478,3.0,3.878,3.029,4.334,3.592,2.0,1.593,1.121,1.614,1.178,1866.307,36.611,16980.928,0.268
2.706,1.782,3.78,2.541,8.946,2.348,5.122,167.935,3.194,1.278,2.735,1.388,4.366,2.848,3.876,4.983,3.68,3.0,2.986,3.769,4.754,3.225,2.0,2.613,1.944,1.149,3.659,659.09,25.214,4711.668,0.268
4.952,2.844,4.262,4.351,7.548,3.571,2.65,284.047,3.167,1.435,2.81,5.472,2.06,4.824,2.742,3.988,5.181,3.0,2.959,3.609,4.471,3.381,2.0,2.413,1.229,1.642,3.46,2141.08,38.291,7346.268,0.804
4.375,2.294,3.931,3.57,9.585,3.491,4.15,388.874,4.825,4.104,2.286,3.589,3.287,3.851,2.514,4.899,5.201,3.0,2.422,3.307,1.916,3.382,2.0,2.093,3.162,3.988,3.185,974.873,29.372,8226.643,0.804
3.26,5.207,3.414,3.193,7.518,1.592,3.933,324.765,3.23,1.657,2.263,2.968,4.266,3.633,3.098,1.388,3.085,3.0,3.826,3.621,4.316,3.995,2.0,2.491,2.791,2.359,2.007,1044.075,30.371,9509.412,0.0
3.825,3.719,3.448,3.022,8.817,1.925,1.667,22.57,3.096,2.196,2.379,2.96,4.566,2.051,2.03,4.405,3.397,3.0,5.711,3.362,4.725,3.58,2.0,2.666,3.184,2.272,1.916,63.614,12.555,283.484,0.0
2.285,5.423,4.922,2.054,4.49,1.138,4.099,244.699,3.164,2.055,2.984,4.643,1.627,3.999,3.325,4.633,2.543,3.0,2.743,3.501,2.525,3.757,2.0,3.648,1.423,1.678,1.975,1497.466,35.641,8627.889,0.268
4.75,1.777,3.891,2.959,5.494,3.835,3.694,268.605,3.453,4.512,2.923,3.518,1.227,4.854,3.142,2.274,2.065,3.0,5.353,3.625,2.962,3.413,2.0,2.396,3.554,3.155,1.902,890.655,29.747,6016.197,0.0
3.408,2.796,4.379,2.819,5.379,3.1,4.786,214.085,4.013,4.406,2.481,5.398,4.022,3.188,2.933,1.525,3.694,3.0,2.068,3.39,4.337,3.061,2.0,2.54,4.784,2.04,3.908,484.627,23.609,2462.002,1.072
4.661,3.863,4.016,3.9,4.68,3.933,3.181,213.268,4.94,1.621,2.762,5.832,3.745,3.206,3.344,1.897,2.199,3.0,2.409,3.105,3.061,3.544,2.0,2.073,3.806,1.426,3.669,973.074,30.04,3162.036,0.0
2.078,3.392,4.466,2.459,6.316,4.957,1.367,143.162,4.224,4.847,2.073,5.272,1.327,4.767,2.9,3.973,5.041,3.0,2.453,3.644,2.894,3.182,2.0,3.982,1.554,1.582,1.095,1441.058,35.262,5856.986,1.072
4.24,3.019,4.219,3.087,7.989,2.965,4.643,334.592,3.762,4.929,2.558,2.859,2.435,3.646,3.443,2.072,5.935,3.0,1.869,3.931,4.228,3.904,2.0,2.587,4.12,3.103,2.636,1564.675,34.191,9917.109,0.0
4.553,1.468,4.087,4.212,8.62,2.832,4.622,21.138,4.882,3.797,2.128,4.085,1.245,4.236,3.751,3.892,5.681,3.0,2.889,3.126,1.222,3.874,2.0,3.201,3.855,3.261,1.491,182.294,18.193,883.746,0.268
3.246,4.178,4.109,4.59,3.901,3.338,4.699,389.816,4.508,2.027,2.909,1.126,2.462,3.989,1.843,4.123,4.901,3.0,3.402,3.502,1.656,3.042,2.0,2.374,4.378,2.514,3.442,1290.664,32.397,15070.108,2.145
3.443,1.214,3.993,2.62,9.734,3.938,3.386,216.016,3.141,2.503,2.861,5.287,4.935,2.385,3.09,1.07,4.399,3.0,1.373,3.249,4.16,3.387,2.0,1.793,2.778,3.373,3.547,855.68,28.327,3273.515,0.0
4.961,2.927,3.097,3.327,3.5,2.201,1.95,387.159,3.877,4.758,2.211,4.144,4.082,3.886,3.264,3.096,4.238,3.0,4.668,3.999,4.156,3.671,2.0,3.071,1.617,3.731,1.798,1506.053,34.005,7155.138,0.0
2.368,1.194,3.495,2.52,4.413,4.955,5.643,348.151,4.584,4.046,2.62,1.388,3.388,2.141,1.055,4.633,2.729,3.0,5.68,3.094,2.174,3.302,2.0,1.442,1.581,1.795,2.437,494.464,24.494,3563.47,2.145
4.13,3.703,4.015,2.76,7.338,1.396,5.327,371.69,3.237,3.658,2.496,1.92,4.088,4.313,1.783,2.828,5.379,3.0,4.287,3.2,3.234,3.406,2.0,1.479,2.927,3.789,1.396,998.888,29.702,9385.416,2.145
2.974,3.898,3.226,3.614,9.49,4.146,5.674,134.275,3.588,3.632,2.769,1.414,1.284,3.365,3.146,2.749,2.023,3.0,2.438,3.891,2.21,3.887,2.0,3.044,2.951,3.747,2.626,414.978,23.733,3900.973,0.0
3.82,1.154,3.47,3.329,9.651,2.285,5.205,267.921,4.364,1.444,2.381,3.229,3.669,3.484,3.585,3.377,2.006,3.0,3.299,3.224,4.64,3.229,2.0,2.654,2.454,2.394,3.421,670.094,26.104,5400.304,0.0
3.732,1.11,4.624,2.043,6.255,3.478,5.186,355.407,3.709,3.74,2.659,5.3,3.476,3.952,2.02,3.763,2.207,3.0,1.389,3.273,1.311,3.475,2.0,1.924,3.042,2.418,3.821,1247.522,32.798,9546.363,2.145
4.225,2.64,3.4,4.597,4.816,1.223,4.362,106.288,4.323,2.042,2.276,5.129,1.403,3.103,1.914,4.378,4.549,3.0,3.202,3.254,3.965,3.741,2.0,1.978,2.106,2.568,3.15,345.963,21.832,2296.697,2.145
3.753,3.174,4.029,4.462,9.435,1.283,5.654,236.561,3.188,4.075,2.495,3.329,4.798,3.204,1.183,2.323,5.774,3.0,3.234,3.503,1.248,3.906,2.0,2.704,1.111,3.861,2.731,644.281,26.975,5839.304,1.609
3.906,1.477,4.131,4.709,3.194,2.069,5.46,173.11,3.154,2.364,2.257,5.986,1.285,3.965,2.241,3.228,4.863,3.0,5.032,3.839,2.82,3.423,2.0,3.97,3.1,2.131,2.294,573.818,25.899,3674.456,0.536
4.108,1.308,3.105,3.005,7.811,3.307,5.12,207.445,4.303,1.957,2.909,5.379,3.378,3.077,2.977,3.115,5.823,3.0,3.974,3.039,3.993,3.787,2.0,1.407,3.8,1.22,2.011,1242.758,31.213,4027.209,1.072
3.983,2.835,4.911,4.699,7.722,4.471,5.315,360.331,3.086,2.318,2.543,3.415,2.224,4.323,2.447,1.907,3.218,3.0,4.048,3.984,4.887,3.054,2.0,3.694,3.382,2.454,2.1,1267.591,31.937,6935.741,0.536
2.722,1.613,3.208,3.663,5.288,2.229,5.818,340.229,4.284,4.971,2.805,5.468,4.245,3.248,1.703,3.718,5.559,3.0,1.279,3.775,2.986,3.465,2.0,3.994,1.869,1.301,1.434,1270.951,31.871,9854.201,1.877
3.551,3.48,4.214,2.124,9.312,4.149,5.631,30.056,3.546,1.178,2.107,4.553,4.344,4.254,1.783,1.743,3.394,3.0,3.263,3.309,1.195,3.877,2.0,1.36,1.841,2.585,1.585,222.044,19.414,1231.395,2.681
2.257,2.789,3.046,3.015,4.976,2.168,4.772,95.764,4.359,3.961,2.324,2.117,1.371,3.673,1.199,1.832,5.245,3.0,3.069,3.087,2.468,3.348,2.0,1.183,2.423,2.28,3.347,203.33,19.165,5373.214,2.145
2.077,3.496,4.125,4.873,8.36,1.737,3.749,374.685,3.645,1.667,2.27,1.334,1.823,4.084,2.68,2.573,4.907,3.0,4.471,3.887,2.57,3.738,2.0,3.606,1.503,2.249,3.426,894.712,30.408,19847.756,0.536
3.754,3.184,4.962,3.076,7.407,1.193,5.507,156.92,4.243,3.188,2.095,1.84,4.096,4.306,3.852,1.044,2.522,3.0,4.717,3.004,4.045,3.721,2.0,2.956,4.253,1.074,3.72,296.945,20.64,3084.454,0.0
2.761,1.204,4.092,2.798,4.308,2.468,5.647,238.645,3.154,4.566,2.49,5.888,1.752,3.166,2.758,4.338,3.66,3.0,1.146,3.299,4.751,3.52,2.0,2.899,2.154,3.687,1.45,888.948,29.249,2681.822,0.536
4.555,5.34,3.706,2.994,8.763,3.238,2.362,240.261,3.613,1.261,2.51,4.319,3.96,2.699,2.198,1.892,3.135,3.0,1.908,3.041,2.038,3.973,2.0,3.276,3.149,3.923,1.676,1189.907,31.904,9594.726,0.268
3.344,4.436,4.987,3.331,6.772,1.84,5.929,303.168,3.002,4.172,2.574,5.205,3.099,2.27,2.6,1.732,4.005,3.0,5.034,3.28,1.222,3.869,2.0,2.574,3.437,1.388,1.923,960.668,30.441,3467.808,0.804
3.424,5.384,3.017,4.886,3.294,2.666,1.097,365.077,3.866,1.344,2.497,5.674,1.269,3.323,1.967,3.05,4.692,3.0,4.192,3.016,2.601,3.222,2.0,1.151,3.722,1.532,1.615,1305.419,33.342,8110.651,1.34
4.753,2.463,4.855,2.233,4.613,4.797,4.309,389.281,4.224,3.308,2.676,2.586,4.902,3.603,2.294,4.721,4.844,3.0,4.622,3.183,1.671,3.492,2.0,2.639,4.332,2.033,2.434,1357.94,31.138,8984.965,1.609
4.882,4.534,3.011,2.44,5.905,2.78,3.816,114.737,3.236,2.206,2.817,1.829,2.433,4.427,1.432,2.38,5.748,3.0,2.06,3.405,1.419,3.551,2.0,1.71,2.302,2.418,3.881,912.518,30.325,14085.135,1.877
4.101,2.215,4.713,4.476,6.694,1.405,2.64,152.232,3.324,3.456,2.938,3.762,1.884,3.982,3.537,2.928,3.688,3.0,1.117,3.882,4.73,3.223,2.0,2.95,2.75,2.409,3.681,477.107,24.051,4712.757,0.0
3.134,4.915,4.975,3.227,8.145,2.735,3.131,290.643,4.523,1.297,2.828,1.499,2.641,3.851,3.088,2.374,5.261,3.0,2.079,3.133,2.58,3.182,2.0,3.412,2.886,1.626,1.564,973.062,30.073,24223.649,0.0
3.82,4.916,4.811,2.613,5.508,1.65,4.625,350.041,3.792,2.805,2.178,4.79,4.298,2.264,2.911,3.61,4.772,3.0,4.218,3.03,2.986,3.725,2.0,2.88,4.354,3.624,2.639,1311.418,32.133,3254.955,0.536
3.072,5.408,4.768,3.402,6.494,4.31,5.072,151.448,4.924,3.214,2.22,1.965,1.178,3.835,2.203,3.051,4.465,3.0,1.888,3.439,2.161,3.396,2.0,1.845,4.796,2.836,1.473,579.256,25.253,6077.258,2.413
3.33,2.663,4.333,4.719,9.87,3.147,2.054,137.302,3.885,1.283,2.84,4.024,1.577,4.599,3.219,2.115,5.419,3.0,2.979,3.225,4.338,3.079,2.0,3.958,2.772,3.829,1.621,899.302,29.294,4516.301,0.0
3.448,5.932,4.453,4.505,6.266,3.084,4.049,247.655,4.179,2.834,2.827,1.893,3.868,2.891,1.251,2.338,2.514,3.0,2.096,3.535,1.701,3.712,2.0,2.585,1.88,3.759,1.013,747.201,28.341,7179.992,2.413
2.673,1.376,3.376,2.729,8.257,4.733,4.156,244.257,4.525,2.08,2.552,1.856,2.416,4.919,2.508,1.308,3.867,3.0,2.85,3.627,1.383,3.211,2.0,1.805,1.361,1.286,3.171,1714.236,38.521,25843.948,1.877
3.276,5.796,4.98,3.725,3.848,4.523,2.418,199.888,3.959,4.165,2.566,3.977,2.071,4.494,3.366,1.056,4.915,3.0,2.689,3.79,2.892,3.273,2.0,1.312,2.684,1.222,2.234,801.065,29.722,5323.198,0.804
2.947,1.379,3.943,3.738,9.534,3.518,1.404,32.534,4.747,3.824,2.912,2.924,1.395,4.456,2.518,2.209,3.712,3.0,5.239,3.298,4.335,3.574,2.0,2.02,2.924,2.95,3.539,78.496,14.095,595.058,0.536
3.684,2.815,4.884,4.931,9.473,3.708,3.725,307.053,3.875,3.606,2.756,1.465,4.394,4.96,1.862,4.045,3.93,3.0,1.117,3.563,3.133,3.118,2.0,3.141,3.92,3.546,1.593,827.925,27.56,11162.197,1.609
4.258,3.945,4.258,2.937,9.393,4.922,1.761,257.165,3.48,3.715,2.256,1.566,4.501,4.944,3.488,3.628,2.703,3.0,3.251,3.078,2.337,3.858,2.0,1.82,3.872,3.059,2.571,854.767,27.965,8247.842,0.536
3.38,4.95,4.278,4.231,9.09,1.342,2.271,74.108,4.974,2.152,2.811,3.815,2.864,4.22,3.223,1.508,3.723,3.0,4.106,3.574,4.668,3.182,2.0,1.234,2.112,1.655,2.264,185.209,18.385,1253.802,1.072
3.875,3.851,4.288,2.49,3.363,2.229,1.966,281.958,3.656,4.272,2.686,2.657,2.181,3.399,2.251,1.516,3.122,3.0,5.817,3.021,4.941,3.276,2.0,1.262,1.136,1.832,3.554,371.964,22.511,3135.729,1.34
3.205,2.65,3.33,3.789,8.309,3.252,2.205,72.827,3.775,2.922,2.759,5.806,1.257,3.555,3.307,1.344,5.251,3.0,4.719,3.487,3.925,3.008,2.0,2.733,4.234,3.679,3.952,237.075,19.777,832.91,0.0
4.72,3.791,4.905,3.807,6.055,3.26,2.501,216.537,3.719,3.009,2.988,5.339,4.418,3.669,1.894,3.367,4.463,3.0,2.701,3.881,1.593,3.204,2.0,1.614,3.957,1.779,2.446,648.368,26.181,5533.947,2.681
3.79,3.787,3.346,4.453,8.701,2.649,2.973,105.421,3.579,3.926,2.517,5.668,1.441,4.557,1.553,4.56,3.616,3.0,2.029,3.019,2.817,3.7,2.0,2.581,4.08,3.063,1.661,380.09,22.095,2770.167,1.072
2.729,2.937,3.25,4.374,8.067,3.048,2.304,89.883,4.209,4.691,2.68,3.427,1.242,3.223,3.813,2.006,4.947,3.0,5.046,3.109,2.032,3.494,2.0,3.161,3.903,2.907,3.373,215.263,19.286,1709.321,0.0
2.332,5.472,3.034,4.581,4.381,3.919,5.357,179.719,3.795,2.728,2.199,5.361,2.626,2.186,2.626,3.13,3.313,3.0,4.889,3.603,2.176,3.432,2.0,2.811,1.401,3.756,3.39,405.076,23.68,834.643,0.0
