 AA, CPLX, DOCU, FLEX, KLOC, PR, RUSE, EFFORT-, MONTHS-, DEFECTS-, RISKS-
1.402,1.939,1.278,4.294,259.952,1.545,5.615,652.3,26.495,9438.264,3.217
2.347,1.024,4.905,3.25,289.757,4.988,3.954,529.384,25.592,4063.857,3.217
5.62,3.734,4.796,2.481,250.569,1.345,4.799,747.554,27.626,834.762,0.536
2.84,3.541,2.477,4.733,312.734,3.532,5.501,1096.778,30.344,4494.488,0.0
5.514,3.706,2.136,2.413,106.43,3.2,5.7,434.767,22.97,1239.691,0.0
2.189,3.056,4.808,3.637,122.391,3.697,5.193,458.446,23.597,1169.419,1.072
1.84,3.041,4.717,4.224,41.225,3.527,4.876,140.555,16.0,433.053,0.536
3.603,2.333,1.43,2.913,234.245,3.609,5.151,904.704,28.493,4303.479,0.804
3.157,3.363,1.946,3.19,276.211,1.267,4.726,1449.65,33.235,6789.918,0.268
1.434,1.868,3.033,1.372,51.562,5.483,2.467,178.951,17.984,416.4,2.145
4.293,1.368,4.884,3.149,247.508,2.899,2.871,520.526,25.393,2504.15,2.145
1.444,1.226,3.805,4.282,186.634,5.641,3.16,437.783,23.291,970.135,0.536
5.712,1.13,4.641,1.443,250.056,2.426,5.352,1344.032,35.599,9150.92,2.413
5.023,1.753,2.32,2.267,282.759,5.678,3.443,1337.443,33.293,3217.293,3.485
2.395,1.359,4.704,1.732,188.582,2.62,5.567,487.792,24.593,2696.69,0.0
4.734,1.455,4.19,3.311,168.769,2.229,3.028,579.697,24.909,1497.727,2.145
1.172,1.908,3.937,4.728,212.091,4.912,5.335,455.811,22.584,706.24,0.536
1.264,2.939,1.812,4.169,217.779,4.613,3.208,937.763,28.936,6120.769,0.268
1.653,1.385,1.753,1.222,279.978,4.513,3.339,619.169,26.469,2651.667,1.072
3.101,3.839,1.47,3.646,297.622,2.919,2.556,1036.88,31.214,12337.998,1.072
3.949,1.579,2.406,2.922,115.083,2.322,4.758,462.257,23.996,2011.316,0.536
4.315,2.259,4.561,3.655,369.457,3.953,2.643,586.309,26.405,4277.426,1.609
1.16,2.253,3.803,3.953,72.807,2.722,2.306,154.02,17.339,1471.255,1.609
2.531,2.072,4.266,1.155,321.772,4.477,4.771,1474.603,34.652,3621.139,0.268
4.15,2.362,4.935,4.241,47.763,5.26,2.392,249.872,19.957,335.789,0.0
1.872,3.354,1.23,1.603,374.648,2.318,4.69,763.591,27.248,12692.526,2.145
3.834,3.446,1.962,4.845,167.023,5.866,4.727,720.155,25.825,2327.067,0.0
3.064,1.928,3.129,1.986,87.053,5.941,3.223,271.964,21.33,855.991,0.0
5.714,3.053,4.262,3.904,258.175,1.414,3.047,960.838,29.516,2957.866,2.145
5.075,3.151,3.113,4.899,224.939,5.981,4.262,673.143,26.181,1414.822,1.609
1.918,3.349,3.487,1.8,130.161,1.656,3.503,353.903,22.079,3384.623,1.609
5.196,3.228,1.707,1.217,294.28,5.264,4.566,1824.228,36.378,3542.58,0.0
2.945,1.684,3.483,1.905,317.663,5.957,5.907,1641.274,37.858,9448.737,2.145
2.641,2.954,1.66,3.215,284.292,2.55,4.818,1286.533,32.617,19438.256,1.072
5.95,1.224,3.839,4.459,213.404,2.244,4.96,1125.281,30.432,3406.661,1.072
4.573,1.936,2.982,3.995,274.595,1.101,3.167,663.877,26.116,3548.501,2.145
4.929,2.281,3.537,4.466,190.771,3.739,2.899,806.324,27.529,5019.058,2.145
4.569,3.886,1.648,3.792,12.475,2.645,3.016,48.424,11.789,130.765,0.0
2.899,2.788,1.502,2.792,291.363,1.844,4.433,895.102,29.102,12751.341,2.145
1.09,2.597,4.001,3.837,107.02,1.51,2.217,180.45,17.476,2732.009,1.609
4.138,1.348,4.437,3.699,55.174,4.351,5.506,462.944,24.24,1347.863,1.072
3.307,1.025,2.822,2.657,267.232,3.984,4.436,507.912,24.853,4120.096,1.34
4.611,1.987,1.777,4.307,362.591,2.187,2.593,576.493,25.797,4232.28,0.536
5.716,3.609,4.735,2.749,223.788,3.362,5.957,1545.042,35.599,3803.462,1.609
3.102,1.394,3.189,4.222,332.538,2.588,5.001,2123.898,39.259,31147.432,0.268
1.055,3.953,4.43,2.69,28.796,4.396,5.48,188.447,18.412,1014.385,0.0
2.003,2.463,4.352,3.697,149.279,4.275,4.327,703.867,26.199,2495.356,0.536
5.293,3.04,3.091,4.07,101.196,1.662,5.783,687.878,26.234,1724.514,1.072
1.391,3.193,1.594,3.85,331.468,4.634,2.179,1106.642,30.857,12705.427,0.804
2.747,3.361,4.939,4.876,301.945,2.018,5.474,1712.711,35.461,16284.979,1.34
1.434,2.135,2.717,2.117,87.732,1.817,5.969,295.854,20.401,1815.805,1.609
4.322,1.434,4.571,2.602,238.429,2.454,4.59,442.452,22.997,1232.28,1.072
2.016,3.914,4.212,1.736,204.098,1.695,5.386,1915.654,37.018,8842.562,1.072
1.013,2.084,2.114,3.485,104.678,2.031,3.634,230.065,18.636,2577.642,1.609
4.66,2.356,3.02,4.871,253.243,5.434,5.753,733.68,27.459,2186.973,0.268
2.954,2.779,2.677,2.535,376.816,4.82,3.459,1353.402,34.101,7316.494,1.072
3.989,1.095,3.336,4.504,252.452,2.876,4.996,1048.723,31.163,7640.209,1.072
1.85,1.902,3.531,2.143,87.387,5.875,4.007,406.356,23.107,2007.18,1.072
3.959,1.026,1.328,4.13,155.971,2.737,5.563,483.277,24.644,6932.204,0.804
4.836,1.865,1.585,4.702,253.349,1.498,5.828,1436.496,34.253,19413.509,1.609
5.937,2.423,2.515,3.337,275.181,4.066,3.123,642.047,26.89,4566.102,1.877
3.191,2.959,3.252,1.158,334.46,2.936,3.356,789.615,29.353,3675.001,0.0
5.667,2.783,4.603,2.516,23.647,2.493,3.734,89.707,14.404,114.105,1.609
3.858,3.592,1.897,2.938,277.29,2.051,3.386,704.831,26.745,11727.617,2.413
2.238,2.139,1.707,2.078,336.674,2.332,4.297,758.931,27.278,11488.085,1.609
4.228,1.865,4.053,2.583,194.26,1.172,5.475,807.198,27.969,878.813,1.072
3.917,2.876,2.06,2.052,345.184,3.629,5.167,1332.497,34.409,8727.403,0.268
5.102,3.21,3.786,3.287,374.071,2.005,5.423,1926.509,37.301,3388.03,0.0
5.566,1.317,4.861,4.587,285.562,1.786,5.728,792.756,27.407,1615.121,1.072
4.3,2.316,3.852,4.862,68.043,2.926,2.952,230.515,19.19,684.69,1.072
3.568,3.691,1.095,4.246,176.583,2.686,3.184,353.344,22.338,6517.862,0.536
2.505,2.351,2.201,3.125,222.284,4.294,4.563,699.512,27.744,5614.973,0.536
1.721,3.062,3.001,4.053,213.032,5.649,4.952,735.11,26.401,1318.335,0.0
1.126,2.602,2.962,4.504,98.425,3.56,5.959,559.926,24.607,3220.572,0.536
2.076,2.004,4.324,3.232,282.332,4.438,5.822,1210.582,30.885,1197.727,0.0
1.673,1.727,2.119,2.198,103.224,3.086,3.636,419.524,23.496,2899.281,1.072
5.483,3.86,2.449,2.851,313.564,4.504,3.178,1149.772,33.004,7518.495,0.536
1.283,1.295,4.788,3.562,140.929,3.242,5.41,789.989,28.354,7703.302,2.145
4.595,1.787,1.682,3.911,51.758,2.188,3.399,105.002,15.088,592.532,3.217
2.308,3.86,4.229,4.178,157.173,5.047,2.936,610.338,26.874,4308.446,0.536
3.427,1.782,4.966,1.095,303.504,2.193,3.863,822.111,28.912,3881.867,1.072
4.418,3.421,2.237,3.34,185.09,5.493,3.117,197.313,18.389,967.85,1.609
3.524,2.229,4.614,2.321,386.817,3.422,4.144,935.084,29.709,2897.422,2.145
1.666,3.203,1.27,1.352,235.325,2.08,5.303,1296.152,35.336,31743.875,0.536
2.022,3.243,4.347,4.041,251.243,1.979,5.552,782.316,27.67,4300.337,1.072
5.468,3.777,3.585,3.676,99.544,5.405,5.258,336.676,21.049,573.285,1.072
2.311,3.643,4.504,4.594,198.991,5.856,5.744,830.768,27.894,1072.915,0.536
4.816,3.62,4.514,4.32,87.802,1.234,2.885,350.805,21.554,2113.93,1.609
5.478,1.612,2.113,4.023,349.778,2.059,5.468,909.163,29.411,3713.415,1.072
4.574,1.053,4.503,2.715,299.375,5.246,2.314,908.714,29.804,2673.14,0.0
5.411,3.757,2.472,1.62,138.259,2.414,3.063,359.45,22.645,1529.431,0.0
1.288,2.201,2.787,2.632,238.978,2.237,2.987,938.18,29.681,7512.269,1.877
5.495,1.263,2.623,3.643,135.751,5.596,3.858,245.261,20.026,1166.198,2.681
4.996,1.826,2.81,3.06,176.843,2.328,3.701,299.725,20.693,1233.694,0.536
1.428,2.935,3.448,1.216,327.432,2.604,2.142,1292.15,33.703,20106.814,1.072
4.122,3.107,4.32,4.279,256.778,5.758,3.297,1181.197,31.329,1988.758,0.0
4.815,1.607,2.711,3.053,365.347,4.711,2.079,1106.61,30.154,2307.803,0.536
1.974,1.018,3.538,3.334,139.433,4.717,3.593,344.424,22.076,2093.566,0.536
5.579,1.035,4.82,2.578,89.437,1.656,4.233,230.352,19.195,515.245,3.217
3.825,2.196,3.276,3.812,159.978,3.162,3.836,518.312,24.704,2829.784,2.145
2.163,1.205,3.185,1.831,350.295,3.095,2.694,741.508,28.975,25267.276,2.145
3.014,1.081,3.846,3.183,136.884,4.041,4.757,614.177,25.854,1991.979,0.804
1.851,2.384,1.497,3.604,63.452,4.33,3.516,119.519,15.952,2456.553,1.609
4.068,3.206,1.073,4.577,292.607,4.137,2.554,696.731,26.451,5229.397,0.0
5.338,2.659,2.193,2.451,141.936,2.749,5.008,538.609,24.866,1604.819,0.0
4.649,2.917,3.12,2.848,320.612,3.73,3.319,1205.843,32.491,9029.184,1.34
3.064,3.987,4.676,4.626,313.608,5.171,3.262,914.323,28.753,2402.435,0.268
5.461,3.549,4.346,1.292,187.108,1.263,4.555,815.823,29.264,3068.258,2.145
2.812,2.728,1.277,3.212,161.13,2.542,5.021,553.076,25.547,9401.771,0.268
4.884,3.751,3.995,4.722,244.232,4.168,4.223,1189.547,31.403,2659.908,0.0
4.815,3.74,4.687,1.071,305.1,4.378,2.648,1656.549,34.414,1662.893,0.0
4.254,3.524,1.432,3.502,296.487,5.441,5.585,494.708,23.758,4024.449,1.877
4.949,3.769,4.684,1.578,250.32,3.439,3.058,630.011,26.881,526.446,0.0
5.068,2.485,1.961,4.549,274.704,1.016,4.434,969.651,30.718,6176.347,0.0
5.775,3.076,3.853,2.444,224.427,3.087,5.03,1549.1,34.891,1782.42,0.268
4.419,1.032,1.886,2.37,318.055,1.826,4.767,1488.936,33.9,14512.951,1.072
5.808,2.286,1.644,1.709,360.421,4.636,5.013,760.992,29.421,8716.219,1.609
1.12,1.772,4.175,4.621,375.749,3.56,5.442,1151.15,31.822,22833.629,1.072
1.337,2.253,2.334,2.78,362.06,4.904,2.583,1081.052,31.425,4225.102,0.536
1.508,2.088,1.723,1.54,363.364,4.738,5.371,1199.882,32.788,10828.137,0.536
1.863,3.185,4.362,3.502,179.832,5.2,5.03,957.94,29.878,4110.699,1.34
2.13,1.333,4.309,3.402,199.773,5.638,3.489,407.859,22.433,757.87,1.072
4.082,1.98,3.76,1.997,143.259,2.031,2.939,567.904,25.038,606.263,1.072
3.644,2.857,3.188,1.729,359.91,3.389,2.886,1627.837,34.721,8760.568,1.609
3.528,2.042,3.934,3.53,308.66,3.67,4.475,806.743,27.943,6154.89,1.609
5.617,1.683,4.307,2.282,138.079,3.691,3.645,274.193,20.259,237.339,1.072
4.313,2.093,2.441,2.464,229.947,1.764,5.697,441.364,24.499,16085.523,1.34
4.404,1.005,1.275,4.526,14.205,3.201,3.315,84.025,14.281,859.14,0.536
5.787,2.331,3.024,3.637,145.111,4.447,2.304,857.084,28.89,2723.472,0.268
1.21,2.174,2.58,1.681,359.323,4.501,5.646,2129.367,37.24,8525.908,0.536
2.54,2.079,3.224,2.536,311.821,4.812,5.898,598.799,26.386,4908.368,0.536
2.071,2.946,2.702,4.167,253.369,3.642,3.102,1196.996,32.928,54052.813,2.145
4.058,2.522,4.327,2.688,163.875,5.902,5.399,721.141,26.678,1544.55,0.268
1.453,1.804,2.664,2.823,375.392,5.836,3.158,747.562,26.585,4155.437,0.268
2.519,2.66,3.603,3.709,187.119,1.445,4.78,635.102,26.053,3171.451,0.0
3.935,3.832,3.634,4.483,52.819,4.478,2.526,173.541,17.334,567.039,1.609
5.645,3.341,1.021,4.005,71.935,5.105,3.542,233.075,19.603,911.786,0.268
5.589,2.904,3.296,4.812,157.241,1.077,3.508,489.326,24.029,1651.534,0.536
5.223,3.094,1.626,3.391,154.079,5.602,5.78,637.005,26.767,2513.261,0.536
2.593,3.681,3.602,4.515,353.266,5.413,2.629,1485.77,33.585,2415.464,0.0
5.062,3.44,1.478,3.875,211.101,5.258,2.16,710.486,26.97,1311.673,0.0
4.736,1.322,1.469,1.524,253.731,4.006,4.481,357.976,22.303,1405.502,1.072
5.108,1.225,3.36,4.906,227.411,5.184,5.472,551.624,24.753,2545.415,2.145
2.556,2.468,2.947,4.976,369.55,1.09,3.508,1427.77,32.467,14950.858,0.0
3.195,1.775,2.611,2.073,331.686,4.012,3.81,2888.267,42.375,37053.474,1.34
5.308,1.915,3.693,3.91,280.613,2.364,5.645,662.742,27.153,3782.849,0.536
3.218,2.373,4.578,1.379,96.831,2.665,3.679,322.824,22.075,759.409,0.0
2.225,1.146,3.128,1.471,286.835,3.44,5.595,1208.716,31.781,7042.845,0.536
1.723,2.123,3.479,1.971,274.701,3.855,5.355,407.196,22.782,2862.778,2.413
2.81,1.037,2.957,4.853,361.663,1.975,2.982,1218.008,30.601,10260.816,0.268
5.043,1.421,4.995,3.738,302.376,5.161,5.496,749.034,27.197,788.78,2.145
4.722,2.289,2.635,2.731,281.462,3.566,5.389,1877.309,36.44,7101.352,0.268
2.744,1.996,1.898,1.518,103.095,5.813,3.676,534.686,25.551,2522.34,1.072
3.547,2.414,2.583,4.657,149.684,3.641,2.571,622.584,25.043,2799.972,1.072
3.719,1.344,2.416,1.278,287.214,4.464,2.772,1041.085,30.994,4484.23,1.072
1.282,1.872,3.126,2.957,170.94,1.841,5.906,438.886,23.741,7116.219,3.217
2.965,2.887,2.536,2.024,111.148,1.834,5.064,178.29,17.916,1457.575,1.34
1.197,2.88,4.116,4.823,299.62,2.803,3.607,1326.525,32.265,10835.511,1.072
3.427,3.371,3.106,1.777,164.11,2.738,5.669,1522.03,34.14,7039.544,0.804
3.555,2.045,2.073,1.817,57.497,4.477,3.434,262.24,20.241,1464.096,1.609
1.268,1.014,3.022,2.741,187.148,2.786,3.388,338.538,21.804,3155.217,2.145
2.075,2.983,3.563,4.102,243.46,3.892,4.645,602.273,26.706,5870.964,0.536
4.862,1.483,1.429,4.543,288.727,1.588,2.104,580.064,24.616,10685.024,1.072
2.493,2.703,2.359,2.585,15.357,3.458,3.33,21.416,9.404,90.479,0.536
3.858,3.969,1.843,1.437,143.339,3.849,2.778,649.974,27.712,14338.599,1.34
4.849,3.346,2.888,2.686,98.11,4.284,5.099,293.604,21.079,1240.347,1.34
5.666,2.83,4.753,2.223,184.068,4.663,4.105,767.485,28.125,956.019,0.0
3.075,2.022,1.265,2.248,213.016,1.2,3.339,1115.29,31.228,17717.268,2.413
1.622,2.003,2.72,4.422,240.789,2.141,2.896,744.759,28.336,7168.568,0.268
3.198,1.427,2.34,4.731,332.871,2.848,4.827,502.678,23.755,3652.557,2.145
5.396,3.453,4.344,3.535,22.695,4.769,3.225,73.137,13.304,56.704,0.0
4.385,3.823,1.867,2.795,55.135,1.098,2.307,59.64,12.865,419.522,1.072
5.379,2.655,4.834,4.602,53.741,2.6,3.991,140.845,16.892,975.807,2.145
2.486,1.921,3.784,4.409,192.584,2.212,4.787,385.07,22.351,3291.055,1.072
4.596,2.4,2.257,2.786,33.903,5.242,5.624,158.857,17.39,641.028,1.072
5.687,2.88,4.227,1.985,335.773,2.513,5.165,2944.184,42.46,5528.112,1.877
3.26,3.54,2.015,2.527,36.725,1.055,2.392,114.541,15.705,923.116,1.609
2.23,3.516,2.382,3.518,206.093,5.401,2.496,256.725,19.547,1031.804,2.145
4.057,2.242,3.482,3.956,76.369,3.475,2.416,323.224,20.944,1809.5,2.145
3.52,1.205,4.113,2.839,114.848,4.501,3.194,307.664,20.892,1169.253,2.145
3.393,1.383,1.639,2.387,351.046,1.035,5.895,1132.328,32.098,19871.987,3.753
5.148,3.068,4.597,2.056,286.177,3.946,2.04,478.628,24.214,1893.741,0.536
3.595,1.066,2.41,1.584,321.506,3.839,4.662,903.617,30.083,4878.755,2.413
2.45,1.08,2.537,4.869,212.613,1.014,5.615,714.259,27.089,11046.101,1.609
2.471,1.967,1.782,1.099,388.41,5.227,2.69,874.93,30.373,5512.567,1.609
5.61,2.633,3.147,2.246,240.602,3.1,5.007,1335.613,33.09,4164.551,0.0
1.444,1.931,3.307,1.852,231.956,3.282,2.926,404.34,23.036,2708.105,1.34
2.156,3.568,3.943,4.497,101.979,3.151,4.099,402.45,22.349,1922.799,1.072
4.085,1.346,1.801,1.271,194.713,3.393,4.613,398.428,22.648,3990.605,3.217
2.82,1.975,2.427,1.203,67.079,1.513,5.017,147.373,16.962,748.327,2.145
1.533,3.183,2.578,1.523,306.49,5.011,4.14,1184.07,32.38,2645.645,0.268
1.521,3.086,4.887,3.401,366.5,1.965,2.059,1010.623,29.67,4638.846,0.0
2.626,3.398,3.698,1.245,373.571,3.207,5.368,2388.075,39.58,14691.771,2.145
2.966,3.607,2.187,1.358,299.293,1.226,3.479,752.804,28.583,9849.02,0.0
4.107,1.688,4.366,3.858,160.573,2.983,3.654,643.883,26.278,2833.431,2.145
1.242,3.101,2.754,3.662,245.359,2.541,4.093,708.704,27.553,15435.365,0.536
2.682,1.978,2.588,4.208,355.523,2.415,3.393,840.781,27.86,7616.273,1.072
3.765,1.51,2.26,3.145,38.341,4.362,4.367,102.598,15.321,764.965,1.072
1.386,2.914,1.397,1.931,102.536,3.944,5.626,279.902,20.529,3405.961,1.609
3.156,2.93,2.627,4.034,279.871,1.132,4.344,1001.425,30.548,11197.233,0.0
5.433,2.842,4.955,3.933,343.744,5.566,4.455,987.509,29.297,1504.87,1.34
1.58,2.454,4.643,4.92,161.918,5.712,2.281,462.013,23.05,576.42,0.804
4.142,1.456,3.787,3.873,52.744,1.288,5.505,362.047,21.817,986.785,1.072
3.385,2.653,2.422,1.672,41.055,2.745,5.477,95.213,14.688,445.808,0.0
4.079,2.885,1.773,4.583,245.006,4.78,3.721,467.137,22.757,1376.457,0.0
1.451,1.67,1.953,4.566,235.849,1.077,2.194,479.861,23.384,4517.171,0.536
4.843,1.404,2.353,3.961,373.23,3.697,4.197,1601.978,35.075,4250.574,1.072
2.232,2.234,4.379,4.301,299.317,1.615,2.481,478.753,23.791,8846.611,1.609
4.593,3.577,1.476,3.995,169.446,1.203,2.003,329.237,20.638,2831.226,0.268
4.5,3.254,2.313,4.417,266.797,4.111,2.262,699.631,26.617,4652.47,1.609
2.067,2.953,3.23,1.536,190.479,4.178,2.628,472.262,24.843,4246.372,1.072
4.482,2.433,3.025,2.232,67.308,1.852,2.184,278.025,20.269,1582.446,1.072
1.607,3.855,4.845,1.691,300.793,2.639,3.542,2492.087,43.23,12268.55,1.609
3.008,1.524,4.251,2.144,93.545,2.851,3.016,402.075,22.749,980.411,1.072
5.769,3.51,2.122,2.175,106.499,3.765,3.245,721.156,26.482,1711.691,0.0
4.906,2.675,1.709,1.686,364.889,5.751,4.592,981.932,30.749,935.446,0.0
3.784,1.276,3.704,4.218,30.276,3.781,5.157,84.252,14.15,503.908,0.268
5.374,2.39,1.413,1.603,214.889,1.305,3.169,500.489,24.113,2176.37,1.072
1.774,3.96,3.145,4.933,121.084,3.039,3.298,410.684,22.236,2591.624,1.072
1.375,2.723,3.946,4.691,77.074,3.683,2.008,561.618,23.63,790.92,0.0
5.984,2.497,2.431,3.508,158.421,2.262,2.241,614.254,25.818,7981.69,1.34
3.601,3.418,1.09,4.976,230.915,5.166,5.002,826.288,28.208,8363.258,0.268
1.151,1.311,2.885,4.894,139.774,2.326,2.416,431.232,23.175,1528.819,1.072
1.923,1.762,1.129,2.155,277.338,2.88,3.887,683.454,25.804,5665.471,0.804
1.755,1.98,1.991,3.113,224.954,1.691,3.249,591.806,26.122,8533.618,0.536
5.254,3.405,2.304,3.331,378.246,3.209,2.387,1085.789,30.912,6377.03,0.0
4.357,2.471,1.617,4.047,313.749,3.253,3.112,525.554,24.773,4205.885,0.0
5.736,3.271,3.207,2.829,189.257,3.333,2.018,534.215,24.747,854.963,0.0
2.499,3.712,2.541,2.107,103.374,5.32,3.951,640.856,26.934,2630.066,1.609
5.157,3.54,2.884,4.489,360.641,2.574,2.554,1258.675,32.97,9578.68,0.536
5.693,3.337,1.627,1.258,238.136,4.933,5.571,450.913,24.033,1102.439,1.072
4.226,3.207,1.359,3.286,50.108,3.262,2.034,139.771,16.605,522.078,0.0
5.195,3.623,1.074,3.191,113.498,2.425,4.31,460.929,23.552,2236.763,0.0
4.478,1.253,4.435,2.663,145.026,4.482,5.018,729.184,27.456,2673.708,3.217
1.026,3.532,2.528,3.163,156.381,4.601,3.214,655.478,26.965,3137.756,0.0
2.776,3.144,1.684,3.585,283.76,4.145,4.12,2498.159,40.865,24400.879,0.268
1.158,2.667,1.012,2.045,253.12,5.377,5.852,1280.036,32.692,17669.406,0.536
3.945,2.815,1.688,1.293,281.445,5.266,2.868,1269.113,33.382,7008.18,1.072
3.591,1.23,1.424,3.379,238.914,2.847,5.106,1307.609,34.481,36209.86,2.681
5.365,3.771,4.434,3.222,344.709,2.433,4.985,2434.839,39.657,8807.898,1.609
4.389,3.269,1.426,3.191,157.578,3.365,4.663,950.845,29.906,6186.185,0.536
1.636,1.935,4.541,2.467,27.906,2.651,4.03,149.923,17.071,402.724,1.072
3.099,3.282,3.431,1.501,391.627,4.465,3.716,1751.639,36.463,13106.852,1.34
1.007,2.762,1.739,4.489,27.954,5.385,4.737,173.499,17.615,1266.294,0.536
2.607,2.527,2.511,2.001,187.259,1.404,4.515,418.942,22.461,3695.062,1.609
1.883,3.191,4.262,4.506,387.306,2.77,3.404,1072.494,30.523,3254.377,0.0
4.212,3.074,4.834,2.732,270.714,2.217,5.242,2920.232,42.408,9564.798,1.609
2.362,2.286,3.912,1.074,219.876,5.737,5.782,740.797,28.103,1412.15,1.072
2.552,3.191,3.927,4.236,149.268,1.311,4.78,661.4,25.524,1365.505,0.0
2.238,1.311,1.663,2.092,46.396,5.475,5.981,126.461,16.236,1564.456,0.536
1.869,1.365,1.034,4.129,38.018,1.908,4.533,235.057,19.584,2418.345,1.072
3.505,3.587,3.338,1.953,33.65,1.167,2.569,164.567,17.7,1048.105,1.34
1.379,3.164,4.485,1.959,280.078,2.678,3.764,2033.804,37.477,14127.331,1.609
5.287,1.625,2.558,4.579,34.17,2.491,3.995,97.774,14.306,267.843,0.536
2.023,1.036,3.391,4.357,337.712,4.092,3.431,576.52,23.938,2622.632,2.145
3.771,3.947,2.349,2.397,221.266,3.337,5.82,972.572,29.398,3665.296,0.804
2.408,3.219,4.029,4.029,243.595,3.639,4.726,1276.807,31.009,4679.145,1.609
4.818,3.346,1.927,3.71,13.577,4.916,2.283,74.314,13.746,357.883,0.804
2.076,3.253,2.722,4.338,93.341,3.729,5.091,344.61,22.311,4525.384,1.34
2.49,1.75,4.747,2.197,96.553,4.342,5.807,384.862,22.604,1396.798,3.217
3.427,2.208,4.129,2.053,109.229,2.616,3.955,255.078,19.896,1518.991,1.609
1.114,1.49,2.978,1.229,176.308,1.966,2.572,489.278,24.918,5443.329,1.34
5.738,3.57,1.481,1.116,152.792,1.918,5.436,399.837,24.006,4087.204,1.34
5.674,2.761,4.798,2.946,226.23,1.57,4.864,482.108,23.289,668.403,0.0
5.511,2.417,1.671,3.544,159.375,2.325,2.968,250.376,20.336,2061.307,1.072
2.481,2.408,4.243,3.54,254.22,2.872,5.497,727.172,27.894,6498.941,2.145
4.366,2.336,1.511,4.322,105.461,4.648,4.034,306.744,21.114,3098.085,0.268
3.231,1.117,3.995,3.798,280.259,1.106,3.395,561.505,25.802,3359.465,0.536
3.545,2.798,2.465,3.019,137.797,1.283,2.919,567.58,25.127,5100.076,1.34
4.337,3.193,2.626,2.333,278.509,5.785,2.019,438.584,23.873,1062.937,0.0
3.312,3.738,2.975,3.558,214.454,5.003,5.495,701.975,26.221,1655.219,0.0
3.508,1.929,4.098,2.164,385.325,3.288,3.264,3645.285,48.247,17125.504,1.34
3.765,1.899,1.332,4.264,374.932,4.38,3.678,1001.164,30.69,15670.547,0.804
4.067,3.733,2.997,4.157,377.515,1.856,3.487,904.329,28.768,3312.008,1.072
3.885,2.08,1.129,2.856,385.131,5.67,2.542,861.873,29.026,5277.962,0.0
5.508,1.092,4.541,1.71,164.849,4.159,2.383,400.812,23.598,1565.884,1.34
2.076,2.983,3.534,1.17,260.489,1.97,2.84,2792.442,41.47,18698.967,1.072
2.312,2.717,4.666,4.192,39.928,2.581,4.435,134.198,16.051,474.214,0.0
1.853,1.849,4.932,1.257,95.316,4.12,5.921,442.03,24.389,1157.9,1.072
3.442,1.018,1.897,3.202,211.261,5.131,4.492,418.149,22.867,1924.767,1.072
3.859,3.199,2.987,2.15,193.04,4.497,3.98,667.662,27.174,3158.109,1.072
3.719,2.47,1.829,2.09,52.166,1.454,5.689,196.793,18.179,1837.335,2.145
4.364,2.301,1.722,3.045,185.755,3.416,2.837,401.124,22.886,3118.37,1.609
1.249,3.667,3.072,2.492,249.284,3.653,5.133,1664.098,35.902,12896.427,0.0
5.578,2.593,1.172,4.293,305.664,2.69,3.278,521.202,23.847,3893.006,1.072
5.26,2.739,4.496,1.154,298.245,2.922,4.741,2059.102,40.521,6617.732,0.268
2.966,3.243,3.183,3.773,257.638,2.555,3.127,1262.053,33.034,6728.381,0.0
4.746,3.18,2.439,3.732,41.983,4.426,2.431,139.567,16.321,903.293,0.536
1.427,2.062,1.824,3.73,320.627,2.34,5.087,960.308,29.022,16924.868,1.609
4.028,2.608,2.248,2.45,249.289,3.614,3.06,638.506,27.097,3201.16,0.0
4.813,1.53,1.913,4.917,192.216,1.907,3.598,785.594,27.435,4819.197,0.268
5.247,2.379,4.643,4.162,12.348,4.846,4.001,47.791,11.832,54.146,1.072
5.384,3.897,1.329,1.117,83.914,5.07,2.318,101.904,14.94,91.463,1.072
4.373,2.519,2.811,1.445,313.27,5.035,2.538,1057.266,32.527,3161.667,1.072
3.049,3.591,1.925,4.746,19.312,5.589,2.989,67.23,13.195,294.075,0.0
2.45,2.298,2.284,4.057,294.649,5.503,3.556,1274.266,31.133,10179.671,0.268
1.779,1.708,4.986,3.778,73.891,2.032,2.816,374.885,21.458,1210.994,1.34
4.603,3.449,3.663,1.008,262.028,3.601,5.901,1590.078,35.542,4759.491,0.0
2.505,2.612,1.859,1.462,389.41,1.439,2.245,400.38,23.358,13330.463,0.536
3.692,3.888,3.632,1.401,93.064,5.986,5.862,1978.636,40.027,4154.215,1.34
2.383,1.261,2.289,1.753,158.406,3.285,3.092,296.32,21.221,4182.244,2.145
4.018,3.009,3.539,3.085,198.02,3.697,5.969,757.549,27.247,2636.324,0.0
3.03,3.596,4.368,1.219,252.494,5.179,2.758,598.25,25.316,378.083,0.0
1.0,1.253,1.543,1.172,294.558,4.564,2.225,363.396,23.19,8599.651,0.0
3.895,1.53,3.077,1.94,365.215,1.975,5.015,623.143,26.261,4051.943,2.145
4.138,1.647,2.616,1.345,89.703,4.236,5.505,499.789,24.749,2654.651,1.34
3.615,2.097,3.224,3.67,59.243,4.532,4.939,303.929,20.837,636.26,0.536
2.372,3.685,3.103,1.497,111.875,1.942,5.607,425.243,23.308,2680.948,1.609
3.907,1.183,2.192,4.318,357.814,2.691,3.177,824.725,28.247,3708.711,1.072
