DATA, ACAP, KLOC, LTEX, PVOL, SITE, TEAM, TIME, EFFORT-, MONTHS-, DEFECTS-, RISKS-
2.647,4.578,68.331,3.364,4.719,4.864,3.559,3.269,259.847,20.71,3030.129,1.072
2.481,3.764,115.702,1.409,4.113,4.327,3.245,3.423,315.27,20.488,4829.074,2.145
3.729,4.498,182.175,2.693,2.94,1.336,4.527,3.648,931.846,29.831,7296.048,1.609
3.04,3.89,166.665,1.965,2.202,4.697,2.332,3.283,224.843,19.071,2004.064,1.072
3.59,4.0,93.92,1.747,3.498,5.186,2.473,3.177,218.876,18.881,1331.534,2.145
4.701,4.905,195.716,1.593,4.368,1.181,4.653,3.427,1643.861,35.955,13951.005,0.0
2.478,3.663,104.028,3.601,4.293,5.333,4.063,3.83,173.533,17.315,1555.783,0.536
2.492,3.691,66.773,1.422,3.236,4.31,1.685,3.508,348.928,21.712,2295.214,1.072
3.852,3.353,147.07,2.127,3.376,5.609,2.98,3.932,373.156,22.312,2625.681,0.0
2.11,3.986,149.995,2.874,3.97,2.642,4.997,3.599,1008.951,29.504,8398.579,0.0
3.587,3.908,342.994,1.427,4.003,1.314,2.141,3.842,1750.208,35.398,32801.145,0.536
4.48,4.589,57.739,1.679,3.422,4.775,4.46,3.05,230.458,19.192,1266.946,2.145
4.581,4.084,184.213,1.802,3.763,4.72,2.781,3.697,805.84,28.999,7130.062,0.0
3.727,3.761,320.161,3.76,4.977,1.149,3.757,3.15,1016.101,30.853,5821.866,0.0
3.807,3.697,312.547,2.878,4.807,3.815,3.821,3.491,451.066,23.898,5009.543,1.072
4.778,4.185,323.779,3.925,2.351,2.73,3.991,3.374,697.676,26.86,5357.578,1.072
2.413,4.625,330.113,3.678,4.033,2.797,1.836,3.399,657.403,27.393,12100.081,2.949
4.182,3.019,291.877,3.773,2.849,4.942,1.502,3.022,1264.954,31.943,6680.555,1.072
4.51,3.261,23.459,2.473,2.013,1.06,3.28,3.168,206.41,18.844,624.589,0.0
2.683,4.203,13.146,3.707,2.243,1.376,3.422,3.476,31.528,10.289,273.432,0.0
3.526,3.725,263.964,2.999,2.581,4.246,3.243,3.653,415.63,22.129,2659.681,0.536
2.193,4.309,222.775,3.079,4.902,2.919,1.729,3.485,885.375,31.006,4707.209,2.949
4.681,4.084,93.99,3.418,3.384,5.036,2.29,3.762,262.949,20.408,1682.638,0.0
3.452,3.661,36.307,1.551,2.384,4.03,4.489,3.58,128.096,15.505,597.041,1.34
3.131,3.626,200.917,1.549,2.21,1.999,4.376,3.371,671.283,25.94,4536.229,0.536
2.629,4.942,32.871,1.433,3.986,4.987,4.267,3.498,144.485,16.811,354.271,0.804
4.412,3.973,390.909,3.11,3.653,3.006,4.0,3.729,1299.701,32.866,9690.852,0.0
3.8,3.483,87.222,3.786,2.398,2.616,2.136,3.602,211.516,18.718,1068.263,0.0
3.789,3.454,12.305,2.834,3.001,4.546,1.874,3.421,46.986,11.707,111.542,0.0
4.127,3.543,282.796,3.104,3.413,4.881,3.84,3.7,520.088,24.76,4948.904,1.072
2.529,4.798,152.526,3.161,3.718,2.682,2.089,3.608,457.002,23.581,2885.413,0.0
4.24,3.718,335.0,1.363,4.67,5.243,3.843,3.455,1196.598,31.282,7818.461,1.34
4.705,4.797,310.861,2.663,2.583,4.647,2.447,3.194,587.462,25.402,7336.742,1.609
4.866,4.331,16.673,1.798,2.403,2.776,2.578,3.073,132.037,16.311,955.242,0.804
2.447,3.064,152.733,1.751,2.33,5.06,3.71,3.792,361.041,21.004,957.555,0.268
2.076,4.214,235.994,1.861,3.71,1.825,2.426,3.225,1624.325,34.684,11308.335,0.536
3.682,3.412,180.688,2.564,4.194,2.332,1.029,3.145,710.512,28.132,8982.385,0.268
4.196,4.956,44.026,3.629,2.895,2.434,4.508,3.055,134.963,16.126,1180.518,0.536
3.717,3.926,225.083,1.564,2.995,1.841,4.664,3.68,1433.861,32.56,22607.472,1.34
2.198,4.769,219.984,2.587,2.309,3.169,3.266,3.177,980.359,31.165,5700.384,0.536
3.814,4.403,145.268,1.666,4.72,4.302,4.345,3.388,390.128,22.765,2193.379,3.217
2.514,4.548,110.608,1.111,3.538,4.401,2.407,3.691,475.586,24.471,3677.414,0.804
3.034,4.237,288.836,1.83,2.462,3.794,4.899,3.902,494.302,23.875,2239.431,1.877
3.169,3.707,304.572,2.661,2.198,1.726,3.416,3.851,1404.688,35.025,11079.89,0.0
4.457,4.783,247.137,1.131,2.572,5.971,4.676,3.999,264.262,19.563,1188.092,0.0
4.529,3.303,20.643,2.838,2.854,2.669,4.495,3.658,73.115,13.389,694.608,1.609
4.269,4.522,12.927,2.725,3.961,4.706,1.072,3.418,45.367,11.982,336.714,2.681
4.148,3.274,268.63,2.61,4.919,2.434,4.041,3.717,1059.48,30.865,16119.992,2.145
2.923,4.153,303.168,1.177,2.409,4.896,1.36,3.436,733.158,27.518,6161.737,1.877
4.178,4.456,341.78,1.653,4.831,3.486,4.608,3.307,886.491,29.925,4189.88,3.217
4.705,3.827,41.256,2.871,4.43,4.533,2.006,3.175,93.139,14.889,627.336,1.072
2.81,3.088,200.003,1.351,2.186,1.069,3.718,3.698,1142.466,30.655,7895.063,0.268
4.552,4.821,386.914,2.935,4.968,3.556,4.675,3.77,1129.341,28.846,3880.913,3.217
2.993,3.491,122.739,1.733,2.826,1.122,3.865,3.185,339.766,21.631,2773.853,0.536
4.42,4.54,112.998,3.121,3.38,5.371,3.923,3.204,139.524,15.818,876.125,0.536
2.153,4.318,201.071,3.261,4.865,2.99,2.463,3.801,400.288,22.965,4170.706,2.145
3.01,3.246,331.77,3.309,4.133,3.084,2.924,3.869,1164.556,31.107,12987.15,0.0
4.605,3.466,25.56,2.001,3.771,4.188,3.435,3.518,97.392,14.962,513.883,1.072
3.18,3.604,30.988,1.516,3.919,4.007,1.093,3.356,143.257,16.422,1632.641,0.536
2.666,3.844,189.411,2.843,2.939,4.282,3.108,3.252,612.666,24.934,3493.412,1.072
2.091,3.663,110.008,3.966,4.853,5.433,3.633,3.884,300.658,20.656,4476.674,1.072
2.755,3.673,140.665,1.319,2.054,4.411,2.175,3.099,472.318,24.315,2701.617,0.536
3.012,4.118,330.41,1.395,3.848,1.237,1.269,3.559,1995.569,37.702,25725.565,1.877
2.502,3.771,262.664,3.101,4.939,1.973,2.513,3.33,1993.712,36.469,19125.951,0.268
3.068,3.978,180.644,1.766,4.836,1.092,1.795,3.565,1439.666,34.491,10240.993,0.804
2.104,3.894,142.817,3.583,4.633,5.412,1.963,3.721,361.596,22.507,4227.682,0.536
4.656,3.659,390.834,2.085,3.69,1.188,3.031,3.73,2310.76,37.718,24804.702,0.536
2.346,3.663,132.426,1.905,2.316,1.494,1.751,3.953,479.589,24.538,3975.157,0.804
4.388,4.338,113.076,3.885,3.392,1.846,3.15,3.94,365.302,21.66,2645.468,0.0
2.749,4.957,105.06,3.91,2.92,4.35,1.09,3.425,227.802,19.225,2340.965,0.0
2.367,4.354,69.711,2.963,3.025,1.975,3.617,3.546,265.171,20.477,2061.918,2.145
2.323,3.066,193.377,1.992,4.236,1.703,3.953,3.857,1011.297,30.786,11560.033,0.536
4.228,4.651,208.15,1.309,4.514,5.893,4.769,3.231,388.687,22.009,3127.348,2.413
2.08,4.353,139.669,2.659,2.776,3.708,4.323,3.432,381.527,22.31,1258.713,2.145
3.259,4.578,186.084,3.532,4.447,3.976,4.055,3.725,862.832,27.988,6148.337,1.609
2.421,4.793,209.684,2.192,4.593,3.107,3.032,3.466,1014.708,31.653,6220.318,0.0
2.131,4.424,307.863,2.965,4.779,2.822,3.999,3.989,1485.183,34.777,9688.453,0.0
4.537,4.885,44.767,3.422,3.171,2.48,1.921,3.193,270.764,20.945,1093.96,0.268
4.145,3.373,111.783,1.207,2.977,3.972,4.723,3.745,540.633,23.863,1406.519,0.268
2.483,4.3,307.039,1.726,3.651,4.012,3.481,3.157,433.899,23.271,4538.493,2.413
3.708,3.98,306.758,1.064,4.127,4.775,4.148,3.301,419.685,22.721,1475.608,0.268
4.098,3.363,143.094,3.434,2.11,4.843,3.234,3.678,328.908,21.623,2231.437,0.536
3.304,3.562,103.34,2.084,2.407,1.069,1.418,3.808,742.971,28.61,3079.988,0.536
4.005,4.819,325.603,1.883,3.084,1.112,3.381,3.571,1331.421,33.136,5554.216,0.268
4.765,4.777,353.741,2.311,4.918,5.631,2.675,3.023,1871.339,36.637,11399.349,2.145
3.912,4.625,37.142,3.769,3.605,4.622,4.609,3.173,130.151,16.219,271.411,1.072
2.991,3.468,69.877,2.917,4.206,1.774,2.888,3.407,379.025,21.438,1491.583,0.804
2.97,3.337,287.424,2.076,3.133,4.148,4.453,3.391,555.567,25.025,9395.442,0.536
3.956,3.511,283.915,2.708,4.398,4.852,3.617,3.53,760.013,27.69,12812.635,0.536
4.567,3.101,352.343,3.072,3.162,2.448,4.568,3.992,578.672,24.956,6408.075,2.145
3.337,3.711,248.115,3.032,2.149,5.49,4.016,3.05,410.357,22.668,1260.67,1.072
2.237,4.693,20.445,1.954,3.833,4.389,1.18,3.379,76.836,14.47,606.015,0.0
3.366,4.63,228.235,2.062,4.105,2.751,2.321,3.427,2568.754,41.444,15194.779,0.0
4.278,3.852,158.629,1.438,4.113,4.911,4.378,3.468,552.53,24.984,3580.141,1.609
3.927,4.683,179.537,2.267,3.661,4.908,4.991,3.596,395.76,22.719,2968.11,3.217
4.746,4.553,145.361,2.733,3.495,4.723,2.615,3.409,472.225,23.839,3988.1,1.072
2.187,4.848,13.934,3.704,4.6,5.041,3.894,3.283,32.693,10.658,82.038,0.0
3.455,3.928,137.913,2.225,2.689,3.218,1.968,3.209,424.819,23.459,2276.527,0.0
4.603,3.832,50.595,2.524,4.992,1.164,3.069,3.108,339.101,21.542,2855.599,0.536
4.276,4.722,86.216,2.518,4.458,3.563,3.632,3.167,235.868,19.451,2171.885,1.609
4.338,4.971,382.595,1.316,4.328,5.206,2.75,3.521,2260.886,39.971,5376.334,0.804
4.073,3.393,111.266,2.282,2.496,4.291,4.015,3.921,277.707,20.494,4031.331,1.609
4.36,3.845,154.296,1.667,3.441,3.637,4.381,3.706,851.37,29.101,5351.378,1.34
3.991,3.002,201.051,3.204,2.208,4.164,4.741,3.297,410.139,23.348,2245.766,2.145
3.971,4.968,339.881,2.318,4.322,2.656,2.723,3.246,1204.401,31.87,17906.814,0.536
3.338,3.861,36.723,1.924,3.433,1.943,2.961,3.378,182.861,18.301,1214.361,0.536
2.871,3.677,253.03,2.435,3.049,3.961,1.805,3.159,1012.443,29.432,7049.961,1.072
2.554,3.754,206.86,1.406,2.415,4.044,1.446,3.512,540.626,24.929,4427.376,1.34
2.902,4.302,361.173,3.881,4.402,1.906,2.086,3.671,818.496,28.535,16126.861,1.877
4.804,4.738,123.686,3.883,4.25,1.001,4.914,3.724,307.092,20.642,3007.371,1.609
2.641,4.629,61.741,1.444,4.162,4.038,3.297,3.982,322.162,21.366,2404.729,0.268
2.303,4.097,359.651,2.793,4.42,1.315,2.311,3.897,1789.35,37.155,12037.139,0.268
2.974,3.346,230.402,2.352,2.005,1.397,3.371,3.87,377.88,21.954,1379.714,1.072
3.122,3.378,243.776,1.06,4.072,2.061,1.962,3.617,952.922,29.554,32168.672,1.609
4.137,4.4,210.557,3.751,4.367,1.52,3.434,3.908,486.26,23.579,3468.472,2.145
4.566,3.288,232.225,2.397,3.572,4.845,3.778,3.857,854.796,28.095,6175.568,0.0
4.851,3.768,267.414,2.484,3.407,2.683,3.437,3.705,1443.671,34.192,5639.672,0.0
4.859,4.862,35.407,1.768,4.451,3.274,2.183,3.586,339.212,22.209,2135.62,1.34
3.553,4.958,385.932,2.711,2.364,3.903,2.984,3.177,2447.629,39.894,4555.179,0.0
4.583,4.115,50.501,2.826,3.206,2.415,3.046,3.342,263.177,20.073,1170.068,0.0
3.157,3.453,63.853,3.348,3.188,1.435,2.326,3.079,252.521,20.394,1714.888,0.268
2.872,4.006,256.069,2.211,2.29,3.385,2.011,3.71,1432.344,32.934,8219.448,0.536
4.564,3.254,371.023,1.867,4.554,4.664,1.661,3.082,998.191,30.352,12320.753,2.145
4.943,4.058,257.005,3.933,2.349,5.759,4.793,3.231,486.785,23.454,1098.681,2.145
2.696,4.83,359.653,2.352,3.573,3.264,3.184,3.467,1835.137,37.308,12133.273,1.072
3.337,4.658,224.912,1.726,3.585,5.164,4.214,3.257,350.544,21.94,1614.791,1.072
3.468,3.938,194.894,3.689,4.38,2.183,3.885,3.845,605.592,26.516,5996.167,0.536
3.49,3.67,161.073,2.383,4.69,2.27,3.289,3.75,495.256,23.715,3895.206,2.145
4.093,4.796,337.268,1.193,2.196,2.996,4.467,3.925,905.135,28.494,4039.579,2.145
2.755,3.941,156.758,3.971,4.867,4.017,1.152,3.431,576.905,26.708,13904.852,0.536
3.192,3.893,342.602,1.965,2.616,4.206,3.904,3.452,609.645,24.87,4702.242,0.268
3.112,4.887,183.186,1.987,4.942,4.107,3.798,3.895,856.157,28.662,3680.402,0.268
2.518,3.295,222.797,2.988,4.154,5.114,3.931,3.754,498.837,24.329,1441.581,0.536
2.846,4.438,348.171,3.008,3.288,1.308,2.803,3.384,908.28,29.266,9487.14,2.413
4.47,3.239,266.277,2.763,4.613,4.401,3.385,3.389,1229.403,32.5,11677.67,1.609
2.626,3.566,174.286,2.54,2.817,2.005,2.354,3.942,665.512,26.588,1765.136,0.0
4.31,3.27,384.013,2.099,4.683,2.123,3.369,3.392,1223.709,32.184,11952.758,1.072
4.161,3.091,140.943,3.878,4.8,1.043,3.318,3.295,505.251,23.908,3629.024,1.072
4.543,3.447,251.185,3.049,2.517,1.404,2.93,3.101,1306.528,32.276,10135.74,0.268
2.367,4.12,337.731,3.029,2.247,4.229,3.911,3.065,714.464,28.236,3289.785,1.072
4.9,3.512,166.555,1.086,2.735,5.304,1.481,3.561,615.375,26.863,5299.044,1.34
2.46,3.566,143.098,1.097,3.792,5.532,4.875,3.312,332.671,22.04,1482.841,0.536
4.875,3.793,376.617,2.214,4.583,1.711,2.496,3.12,2001.085,39.157,29842.125,0.268
2.892,4.39,111.35,2.127,2.33,4.528,2.812,3.072,276.761,20.708,5761.503,2.145
3.83,3.938,275.093,1.958,2.01,4.668,1.083,3.235,549.497,25.8,5764.322,0.804
4.589,4.779,329.217,2.403,3.762,4.607,4.91,3.641,1016.05,29.725,5051.75,0.536
2.14,4.739,369.889,1.511,2.796,1.299,2.788,3.258,1160.645,32.11,6487.5,1.34
4.59,3.688,66.481,1.961,4.291,2.96,4.806,3.845,406.854,22.317,3425.974,1.34
2.14,4.396,254.051,2.262,4.34,2.726,1.765,3.465,2405.836,42.971,11494.69,0.804
3.387,3.435,16.808,2.153,2.998,4.098,4.103,3.335,70.133,13.514,218.907,0.0
2.567,4.924,364.935,1.221,2.319,4.101,1.889,3.962,539.185,25.711,9700.796,1.877
2.987,3.615,44.538,1.615,3.663,5.448,1.956,3.929,166.003,17.733,611.353,0.268
2.682,4.202,166.901,1.858,2.236,2.862,3.557,3.837,403.673,22.993,5873.792,2.145
2.545,4.534,208.17,1.589,2.888,3.48,3.466,3.769,481.441,24.107,2556.582,1.072
3.084,3.448,201.245,2.027,3.061,4.28,2.045,3.271,642.768,26.918,11550.3,1.072
2.523,3.336,381.818,2.907,2.885,4.985,2.129,3.748,822.954,28.26,7747.626,0.0
4.386,4.143,293.466,3.268,2.864,3.554,1.534,3.105,1309.793,33.634,7693.229,0.536
4.108,4.27,57.737,3.88,4.659,2.899,3.385,3.784,205.121,17.955,1304.925,1.072
2.82,3.32,334.892,1.342,2.957,4.47,2.862,3.595,1257.512,32.086,14260.158,0.268
3.893,4.136,111.814,3.295,3.122,3.366,1.037,3.722,276.843,20.642,1898.32,0.536
4.828,4.367,371.459,2.346,3.864,2.936,3.466,3.04,744.872,26.711,5710.919,2.145
2.997,4.097,185.9,2.906,4.789,1.367,3.489,3.992,877.176,28.59,5013.475,1.072
3.68,3.65,156.71,3.952,3.411,4.397,4.786,3.653,471.723,23.926,2792.853,2.145
4.503,4.557,321.396,1.216,4.878,4.522,4.799,3.971,787.11,26.488,5279.119,1.072
3.557,4.909,258.459,1.404,4.704,1.162,3.211,3.747,652.235,25.518,8922.762,1.877
3.659,3.964,127.668,3.539,4.255,4.654,3.385,3.11,268.756,19.921,1234.608,0.0
2.368,4.706,160.308,1.555,4.221,3.014,4.608,3.348,606.296,24.944,5031.735,0.804
2.495,4.288,353.785,2.474,3.226,3.567,1.683,3.724,1777.561,38.482,11124.121,1.072
2.745,4.187,55.399,1.508,2.313,3.789,4.537,3.28,175.692,17.556,1635.573,2.413
4.87,4.839,239.294,3.436,3.874,1.91,2.444,3.375,657.385,26.552,7164.908,2.413
4.056,3.653,369.321,2.595,3.71,4.55,2.886,3.96,1511.759,35.711,19441.871,0.0
2.743,4.23,257.903,1.09,2.199,5.425,4.161,3.696,767.51,27.938,2762.576,0.804
2.145,4.873,101.199,1.387,3.885,3.592,1.15,3.562,384.318,22.649,2504.546,0.0
4.359,3.875,193.562,1.821,4.022,1.052,3.292,3.708,1222.284,31.846,10192.409,1.34
4.532,4.837,104.758,2.84,2.323,3.222,2.655,3.507,297.65,21.539,2077.809,2.145
2.401,4.851,180.82,1.211,2.994,4.613,1.869,3.77,403.303,22.713,2076.501,1.072
2.903,4.974,109.264,1.278,2.419,4.674,4.783,3.812,211.792,18.365,2621.991,3.217
4.946,4.959,229.816,2.688,3.177,5.897,4.237,3.869,283.083,19.985,1758.418,2.145
3.79,4.67,336.359,2.043,4.337,3.354,2.013,3.379,1012.224,31.195,7200.708,0.0
3.739,3.462,363.376,1.538,4.561,5.069,1.827,3.941,1510.802,36.88,59464.594,1.877
2.503,3.401,123.23,2.737,2.968,3.01,1.091,3.27,919.542,30.019,4093.354,0.0
4.059,4.881,274.442,1.091,3.668,5.315,2.545,3.444,967.432,30.177,6744.617,2.145
2.153,3.496,134.652,2.777,2.673,4.07,1.035,3.036,189.685,17.695,1127.491,1.609
3.934,4.37,140.042,2.345,4.417,3.513,3.671,3.647,691.642,26.52,5824.178,0.536
4.212,4.269,178.558,1.478,2.267,1.551,2.392,3.445,496.096,25.311,11133.082,3.485
3.748,4.359,365.325,2.953,4.549,4.709,3.297,3.597,2863.038,43.211,7814.397,0.0
4.264,4.212,101.722,3.549,3.234,4.924,1.062,3.177,480.6,24.032,1541.366,1.072
4.34,4.763,59.225,3.398,4.683,2.645,3.715,3.132,301.422,20.827,1020.986,1.072
3.92,3.765,29.359,2.638,2.17,5.44,1.405,3.6,67.214,13.418,689.565,0.536
3.654,4.806,120.688,3.927,4.305,2.271,1.193,3.209,429.331,23.834,4050.731,0.268
4.616,4.928,298.646,1.065,2.177,5.19,2.697,3.505,1211.033,31.501,8211.12,0.804
2.642,4.478,288.775,2.028,4.04,4.4,4.768,3.995,488.437,24.655,3216.888,2.145
3.614,3.807,390.274,3.316,2.911,3.285,1.739,3.006,1847.551,37.292,7033.975,1.609
4.014,3.586,239.735,3.57,2.133,3.43,1.585,3.822,583.448,25.832,5705.793,0.0
3.92,3.472,198.724,2.972,3.413,3.252,1.376,3.875,488.345,23.506,8037.608,1.609
2.36,4.77,58.85,2.299,3.584,4.162,2.771,3.481,183.261,17.945,1274.908,2.145
3.153,3.521,315.442,2.053,3.638,3.11,2.619,3.865,1423.455,34.893,16113.174,1.609
2.564,3.518,217.967,2.994,4.781,5.475,2.187,3.02,393.447,23.13,3433.766,0.0
2.018,4.929,164.404,2.514,2.54,1.528,4.146,3.834,379.877,21.507,2931.651,2.145
4.313,3.283,290.448,3.498,3.217,3.096,1.028,3.689,1558.238,35.824,10231.546,1.072
4.297,4.761,164.63,3.845,4.732,4.031,3.119,3.34,342.52,20.915,3782.592,1.072
2.365,4.299,381.999,1.192,4.717,3.525,3.335,3.125,1095.504,30.743,26597.337,2.145
2.695,3.078,267.09,2.278,3.371,2.509,1.496,3.724,1118.548,31.256,7444.774,0.804
4.532,3.934,166.456,3.188,2.937,2.818,4.526,3.313,340.835,20.943,5074.038,1.072
2.801,3.099,117.202,2.334,4.319,2.204,3.338,3.304,709.402,27.7,3451.589,0.536
2.317,3.698,246.793,1.34,4.482,1.765,3.931,3.097,956.113,29.651,12299.764,0.268
4.845,3.577,59.487,2.947,2.244,4.662,2.857,3.794,285.829,20.216,527.702,1.072
4.558,3.647,245.879,3.322,4.414,2.027,2.076,3.798,1302.904,33.664,18667.993,1.609
2.241,4.552,34.046,1.852,4.406,5.775,2.971,3.409,63.589,12.872,411.425,2.145
3.258,3.812,364.148,1.218,4.3,2.883,1.169,3.597,1215.139,32.128,29370.725,0.536
4.137,3.265,152.89,3.527,4.541,2.43,1.468,3.062,768.89,28.285,8182.273,1.877
4.922,4.341,13.956,1.101,2.702,3.028,1.868,3.718,89.99,14.747,673.848,2.145
3.472,3.267,222.903,3.435,2.738,3.915,2.628,3.861,764.75,28.391,14801.24,0.0
4.514,3.54,185.156,2.588,2.68,2.426,3.48,3.617,770.204,27.651,8333.174,0.0
4.934,3.682,220.574,3.843,3.25,3.618,4.12,3.467,938.13,29.418,3445.792,0.536
3.856,4.673,131.01,1.449,3.916,1.851,2.764,3.099,226.118,19.66,2353.192,2.681
4.294,4.955,274.541,3.088,3.178,3.156,2.944,3.902,732.377,26.45,7437.266,0.536
2.147,4.828,179.077,2.77,3.795,5.462,1.359,3.607,367.15,21.544,3311.773,1.609
4.336,4.21,263.689,3.264,2.283,1.493,4.9,3.951,1071.46,32.196,17559.484,2.145
2.928,4.452,166.688,1.96,2.605,3.922,3.779,3.309,412.609,22.785,2864.41,3.217
2.507,3.346,192.144,3.456,2.401,2.679,4.652,3.635,515.81,24.702,2639.963,0.0
4.926,4.868,109.264,3.744,2.466,5.797,2.507,3.175,261.112,19.859,2744.26,1.609
2.804,4.407,125.83,1.374,2.835,3.063,4.627,3.752,582.423,25.447,2136.963,0.804
3.619,3.911,54.874,1.82,2.388,4.943,2.941,3.044,262.49,20.305,833.001,0.0
4.513,3.672,282.36,3.525,4.041,2.575,2.208,3.635,1029.387,30.677,8645.412,0.536
4.77,3.098,131.208,2.708,2.345,4.841,2.209,3.119,577.707,25.901,2364.279,0.0
4.035,4.496,27.111,1.136,4.554,4.046,3.129,3.081,72.029,13.596,394.791,2.145
3.656,4.224,13.275,1.948,4.235,4.658,1.675,3.147,31.506,10.548,422.83,2.413
4.785,4.968,333.98,2.456,2.008,3.892,2.367,3.453,1860.664,37.413,4424.212,0.0
3.734,4.18,86.859,2.844,4.097,1.373,4.35,3.756,611.114,24.46,3637.41,2.145
2.956,3.403,252.588,2.263,2.506,3.428,1.958,3.49,2618.434,41.811,21290.424,0.0
3.736,4.278,133.334,2.536,3.176,2.47,4.515,3.889,424.035,22.909,2879.619,1.072
2.608,4.018,177.59,1.735,2.65,1.268,2.327,3.58,465.922,24.658,6092.808,2.413
3.841,3.029,275.898,2.256,3.982,2.879,2.676,3.348,2082.522,39.541,17085.014,2.145
4.88,4.717,26.341,3.595,3.055,4.619,4.973,3.686,142.416,16.298,233.39,0.536
2.453,3.135,316.904,1.101,2.683,3.865,3.461,3.1,1563.727,33.543,7041.195,0.268
2.295,4.438,115.717,2.099,4.903,5.235,4.504,3.326,481.573,23.533,1128.017,1.072
3.977,3.344,280.341,3.524,3.293,4.498,1.001,3.165,1168.685,32.343,4818.89,0.0
3.209,4.597,126.52,3.146,2.129,4.283,3.981,3.574,406.96,22.833,2121.936,0.0
2.695,3.066,163.632,3.93,2.243,5.198,2.879,3.025,803.424,28.052,1017.202,0.0
4.9,3.18,259.613,1.593,3.395,3.617,3.852,3.269,2255.768,38.818,12193.53,0.268
2.105,4.971,87.926,1.352,4.257,4.199,1.418,3.402,471.111,24.06,3586.817,0.536
2.028,3.889,110.238,1.016,2.013,2.116,2.379,3.571,445.431,23.812,1022.782,0.536
4.981,3.842,99.833,1.049,4.611,1.582,2.129,3.225,549.38,24.526,5916.255,0.268
2.098,4.82,117.878,2.361,3.596,5.293,4.68,3.896,296.938,20.55,1485.451,1.072
3.127,4.548,368.355,1.49,4.914,3.02,3.959,3.979,1036.033,29.976,10821.895,1.072
2.792,4.235,349.058,1.131,3.124,4.753,4.024,3.741,288.757,19.997,3504.134,1.072
4.287,4.429,388.301,2.892,3.415,2.201,3.778,3.909,708.924,26.837,16130.072,2.145
4.299,3.678,274.069,2.255,3.24,1.953,1.283,3.486,1242.63,33.177,21063.956,1.609
2.532,4.169,336.35,1.023,2.625,1.578,4.628,3.77,1413.49,34.265,10659.919,2.145
4.537,3.66,79.532,2.174,4.576,5.476,3.58,3.212,303.468,21.222,1115.174,1.609
2.369,4.445,278.312,3.002,4.981,5.675,3.831,3.111,341.457,21.245,3339.176,2.145
4.478,3.167,77.104,3.96,3.134,2.542,1.208,3.39,291.193,21.241,2540.937,1.877
3.981,4.761,163.172,3.678,3.974,2.078,4.204,3.044,254.731,19.195,2179.609,2.145
4.124,3.316,335.895,2.312,3.819,3.296,2.46,3.982,1892.728,35.895,18366.878,0.0
3.515,3.089,112.974,3.462,2.787,2.433,4.556,3.93,343.122,21.427,2358.545,0.0
4.318,4.969,181.469,3.323,2.688,4.073,4.608,3.723,696.756,26.198,2129.421,0.0
4.547,4.244,333.492,3.928,4.706,1.157,1.016,3.205,1406.841,32.722,17173.464,2.681
4.361,4.617,24.697,3.208,2.82,1.328,2.791,3.853,120.294,15.785,1022.353,3.485
3.807,4.097,145.64,2.288,3.398,3.247,1.529,3.579,1229.737,32.183,3669.726,0.536
4.989,3.62,91.318,3.727,2.558,1.066,4.506,3.826,255.36,19.987,3478.969,1.609
3.946,4.834,176.475,2.415,4.717,5.686,4.21,3.982,198.528,18.432,1963.098,1.609
3.486,3.402,231.508,1.099,4.225,3.046,1.247,3.64,1104.188,31.218,25394.415,0.268
2.394,4.791,260.324,3.773,3.568,3.489,1.621,3.642,924.156,31.186,13930.338,1.072
3.95,4.666,200.135,2.504,3.867,1.577,1.191,3.749,700.129,27.53,7556.913,2.681
2.651,3.114,109.605,2.085,4.378,3.0,3.501,3.015,689.695,27.981,6079.302,0.0
2.616,3.865,56.183,2.015,3.461,4.763,3.724,3.929,324.649,21.278,937.16,0.0
3.371,4.153,129.504,2.18,3.814,5.934,4.093,3.767,306.227,20.515,1326.302,0.0
2.222,3.064,356.321,1.213,3.531,5.9,4.482,3.099,884.216,28.593,9621.03,0.268
2.898,3.222,258.636,2.616,3.414,2.863,4.131,3.806,907.521,28.946,3667.031,1.072
4.806,4.031,311.057,3.133,2.815,4.289,1.96,3.162,451.607,24.064,7756.953,2.145
4.185,3.014,263.007,2.458,2.358,2.088,1.15,3.496,1234.441,31.822,12124.283,0.804
2.493,4.78,159.269,3.407,4.142,4.538,1.573,3.434,396.58,22.631,2916.695,1.609
4.667,4.422,140.049,3.914,2.313,4.993,4.922,3.45,259.659,20.302,712.631,1.072
3.888,4.998,158.13,2.028,3.348,5.072,3.159,3.301,148.493,16.495,1427.962,2.145
3.803,3.852,311.851,1.505,3.146,4.933,3.944,3.235,975.142,27.97,3527.47,0.268
2.653,4.145,133.453,1.279,3.515,2.538,1.595,3.39,786.613,28.108,4569.401,1.877
2.181,3.816,221.377,1.415,2.474,4.197,1.644,3.348,676.707,26.956,8692.712,1.877
3.189,3.476,372.104,2.891,4.201,5.24,4.347,3.167,813.615,27.594,6315.793,1.072
4.545,4.925,349.122,1.849,3.375,3.63,4.853,3.359,1587.526,34.895,8929.249,1.072
2.186,3.953,268.563,2.993,3.779,5.01,3.842,3.511,699.666,27.458,2192.377,0.0
4.996,4.893,215.536,2.887,4.893,5.519,1.62,3.626,333.955,21.132,7323.777,2.145
3.114,3.905,167.028,3.246,4.026,4.084,1.894,3.609,600.647,26.759,6711.068,0.0
