 ACAP, DOCU, FLEX, KLOC, PREC, SITE, TEAM, TIME, EFFORT-, MONTHS-, DEFECTS-, RISKS-
4.834,1.543,1.093,321.058,2.938,3.729,1.307,3.705,955.737,30.681,16826.637,0.0
4.766,3.736,3.165,302.866,1.922,4.049,3.536,3.52,1380.122,33.304,15400.685,0.0
4.603,3.863,1.278,126.755,4.725,5.301,4.187,3.342,270.628,19.707,1001.713,0.0
3.445,4.268,4.124,293.496,2.151,5.163,1.728,3.094,1575.307,35.768,7501.601,1.609
3.242,4.113,3.788,274.613,4.147,3.097,4.73,3.439,1373.403,31.147,5623.98,0.0
3.727,3.238,1.206,352.4,2.1,1.745,4.158,3.175,5333.958,49.981,30016.996,0.536
3.577,1.338,1.802,44.786,2.689,1.54,4.027,3.083,357.064,22.618,2453.817,0.0
3.081,4.295,4.773,159.539,3.493,5.252,1.429,3.682,823.125,28.134,6185.643,1.609
3.145,2.037,4.618,412.65,3.266,5.873,3.182,3.855,1387.525,32.164,9271.774,0.536
3.79,3.048,2.474,252.873,1.908,4.584,1.745,3.443,633.059,26.503,3003.63,0.268
3.895,1.629,2.653,192.487,1.894,4.063,3.039,3.735,493.715,24.91,3024.73,0.0
4.59,3.966,1.187,353.671,3.585,5.144,4.83,3.329,694.853,27.265,3008.695,0.0
4.444,3.414,3.692,178.767,1.791,2.775,3.977,3.66,1363.886,33.052,10443.412,0.0
4.025,4.562,1.764,161.177,4.453,4.086,3.99,3.938,502.0,23.803,609.008,0.0
3.133,3.186,4.683,312.613,3.337,2.799,1.938,3.272,1870.9,35.915,15283.87,0.268
4.206,1.888,3.534,73.069,4.437,3.216,1.912,3.901,198.152,18.342,2257.569,0.0
4.483,1.272,1.756,10.923,4.329,3.204,1.529,3.117,50.009,12.241,402.182,0.0
3.171,1.692,1.144,67.218,4.346,3.019,3.394,3.795,365.659,22.149,4051.196,0.0
3.617,4.452,2.322,16.467,1.054,3.629,4.68,3.138,100.312,15.095,301.414,0.268
4.257,2.192,2.617,407.308,3.361,2.638,2.611,3.978,1355.604,33.045,9695.819,0.0
3.909,1.926,3.845,155.264,4.205,5.08,3.035,3.29,531.089,24.296,4404.552,0.0
4.872,2.071,3.635,133.336,4.198,4.022,4.671,3.019,374.796,21.543,960.008,0.0
3.422,2.957,3.586,23.204,1.86,3.269,1.178,3.871,306.846,21.771,2823.226,0.268
4.905,3.919,4.086,397.539,4.443,2.216,4.738,3.341,1572.239,33.319,6457.338,0.0
4.313,4.923,1.544,83.565,2.707,2.624,2.651,3.583,500.571,24.37,1688.82,0.0
4.568,2.94,3.139,305.163,3.292,5.203,3.707,3.499,1246.619,32.651,4318.828,0.536
4.857,1.368,4.987,152.374,3.625,1.047,1.291,3.342,373.633,22.175,4576.651,0.536
3.113,1.368,3.219,144.691,3.544,5.394,1.493,3.846,1005.8,30.593,13758.105,1.877
3.15,3.308,1.531,98.732,4.026,1.93,1.562,3.182,1277.963,33.28,17669.694,0.536
4.231,2.931,3.383,257.349,2.465,4.274,2.531,3.536,701.57,27.713,4036.002,0.0
3.028,3.85,3.432,342.883,4.956,2.489,2.987,3.64,2056.759,36.198,19213.445,0.268
3.273,4.418,4.17,401.505,1.86,2.394,3.867,3.276,1799.52,34.72,11418.654,0.536
3.3,2.272,2.421,307.713,3.166,5.679,2.421,3.908,2612.658,42.41,12174.56,0.0
4.047,2.411,1.982,107.401,2.741,4.886,3.0,3.094,285.26,20.688,1550.804,0.0
4.298,2.707,4.619,326.813,1.803,3.673,2.848,3.76,1381.148,32.618,10972.819,0.0
3.088,2.782,2.14,110.278,1.637,3.021,2.142,3.117,561.545,26.046,3578.763,0.0
4.608,3.006,4.254,408.861,1.143,1.754,2.095,3.016,1659.932,36.437,14081.408,0.268
3.67,2.929,1.182,198.912,4.253,5.474,4.615,3.603,308.077,21.17,1095.345,0.0
3.628,4.54,4.244,289.992,2.213,1.277,1.26,3.089,2011.068,38.156,15137.905,0.536
4.903,3.096,4.272,166.656,3.935,5.792,1.448,3.967,788.411,27.361,6568.819,0.536
4.736,1.299,1.612,281.701,1.299,4.176,3.667,3.83,1004.432,30.302,9931.133,0.536
4.586,3.05,4.611,32.986,1.729,4.422,3.375,3.17,98.336,14.569,374.65,0.0
3.313,1.446,4.221,368.552,2.231,2.142,2.325,3.245,2263.631,39.435,81952.016,1.072
4.071,4.287,2.582,70.669,4.691,4.442,3.34,3.68,759.06,27.621,2921.402,0.268
3.367,2.656,4.479,273.674,3.321,2.083,2.202,3.438,2684.598,40.581,17331.426,1.072
4.661,2.253,1.359,397.771,2.773,5.704,2.057,3.528,1062.553,32.437,6381.986,0.0
3.635,4.013,3.14,105.898,4.063,4.095,1.564,3.241,646.325,26.141,2222.229,0.536
4.107,2.999,2.464,299.539,4.026,5.467,2.659,3.291,865.721,28.758,4094.878,0.0
3.351,3.022,2.945,388.922,1.398,5.203,1.283,3.883,2445.301,41.601,18107.711,0.0
4.997,4.62,2.37,373.577,1.19,3.698,3.56,3.91,1151.202,33.2,9061.542,0.536
3.87,2.019,2.007,362.644,4.469,2.713,2.326,3.365,3239.812,42.529,30805.833,0.0
4.02,4.093,3.864,415.331,1.181,2.319,1.662,3.044,2723.757,42.515,15031.68,0.268
4.802,2.385,4.079,255.589,3.329,2.205,4.801,3.336,952.841,28.846,7755.689,0.0
3.159,1.686,3.008,333.175,4.069,5.801,3.702,3.251,906.182,28.619,16001.973,0.0
4.337,1.829,4.536,256.611,1.195,5.921,3.01,3.507,850.563,28.924,5627.124,0.0
4.228,1.93,3.471,20.445,1.668,2.172,4.294,3.54,109.854,15.076,558.753,0.0
3.528,4.147,3.98,285.342,3.022,5.156,2.418,3.083,1554.105,35.131,18113.299,0.0
4.119,4.415,4.748,23.426,2.685,3.658,2.591,3.73,344.932,22.044,1310.316,0.268
4.294,2.522,3.858,183.641,3.452,5.514,3.824,3.791,344.155,21.174,3037.403,0.0
4.663,1.575,2.992,35.522,1.547,5.868,2.829,3.446,83.991,14.213,271.051,0.0
3.283,2.885,2.178,300.819,3.796,2.098,2.159,3.514,1456.217,34.906,15773.7,0.0
4.669,3.414,3.467,379.167,4.376,3.305,3.315,3.413,3243.528,42.897,37614.294,0.536
3.963,3.26,2.924,215.745,2.137,5.77,3.632,3.874,907.529,29.145,4237.725,0.0
3.11,4.64,1.352,14.275,2.702,4.617,2.926,3.403,114.513,15.544,445.385,0.0
4.979,4.128,3.038,113.185,1.198,2.196,1.775,3.767,736.007,28.897,3218.779,1.877
4.56,2.371,4.262,123.295,3.367,5.58,3.652,3.433,467.143,23.417,1421.716,0.268
3.986,4.896,1.847,7.929,2.379,5.336,4.645,3.854,62.931,13.24,293.122,0.0
4.459,2.845,3.508,335.298,3.735,4.019,3.086,3.455,1758.156,35.193,11572.199,0.804
4.107,1.683,2.804,316.624,1.755,4.766,2.765,3.486,627.729,25.864,4808.164,0.0
4.49,1.622,2.187,40.143,2.262,5.571,5.0,3.008,97.922,14.777,359.727,0.0
4.842,1.297,1.129,322.38,1.216,1.02,2.677,3.596,1284.88,33.741,10249.521,0.268
3.491,1.03,3.196,396.046,2.038,1.85,1.359,3.481,1561.977,35.898,6750.31,0.804
4.938,4.045,3.521,347.729,4.501,3.489,2.144,3.737,1590.917,33.364,10819.184,1.072
4.858,2.132,1.603,323.521,2.326,1.588,2.496,3.263,1213.713,33.104,17052.444,0.268
3.859,1.4,1.527,109.642,4.78,1.832,1.961,3.954,536.592,25.916,5664.404,0.536
4.375,4.137,2.105,325.099,1.445,4.718,1.996,3.219,1126.789,31.946,3509.228,0.0
4.074,4.568,1.129,178.282,4.294,1.453,4.215,3.662,1983.201,36.021,10655.973,0.0
4.51,2.44,1.227,124.633,3.132,4.344,2.412,3.679,661.478,28.052,3012.79,0.0
4.508,4.437,1.265,188.661,3.719,5.897,3.63,3.991,872.798,28.523,3558.515,0.0
4.773,1.692,2.235,165.82,4.619,1.491,4.307,3.571,1133.166,29.762,6757.921,0.536
3.676,1.853,3.357,313.291,1.066,1.929,4.339,3.555,1633.235,34.097,9254.642,0.268
4.969,2.078,4.038,217.736,3.699,4.175,4.482,3.417,464.45,22.931,1394.182,0.0
4.414,4.342,1.171,101.002,3.415,3.19,4.967,3.027,467.267,24.4,3291.269,0.0
4.418,2.276,2.91,251.182,2.676,1.43,1.348,3.006,1742.178,35.685,23356.656,0.536
4.634,2.647,1.863,251.71,2.618,3.137,1.805,3.753,1619.37,36.45,15338.657,0.0
4.096,1.233,3.422,170.295,1.737,4.043,2.243,3.262,1304.333,33.137,9009.414,1.072
3.357,2.076,3.664,385.685,4.191,3.511,2.697,3.841,2870.501,40.649,10282.655,0.268
4.799,3.369,3.029,372.639,3.457,2.903,2.758,3.31,1488.368,34.097,10271.153,0.0
3.203,2.729,2.18,355.707,3.371,2.952,1.392,3.491,1887.585,37.099,23803.697,0.268
4.312,2.975,3.985,340.606,3.621,5.072,1.991,3.333,1723.169,34.542,14813.494,0.0
3.361,1.374,1.057,241.599,1.749,2.222,3.375,3.352,1418.331,34.594,7615.919,0.0
3.249,1.225,1.676,315.09,4.342,4.787,2.123,3.019,930.282,29.755,15778.072,0.0
4.863,2.646,2.648,50.4,1.102,2.648,4.544,3.228,276.367,20.864,1297.853,0.536
4.465,2.067,2.985,243.078,1.625,5.112,1.907,3.009,771.705,28.514,7217.26,0.536
3.807,3.057,1.179,81.83,1.716,1.403,4.308,3.49,573.534,25.458,1915.236,0.0
3.575,3.803,4.773,121.631,1.217,4.786,4.339,3.469,691.005,25.696,2478.594,0.0
4.977,4.885,3.938,330.852,4.407,4.199,4.091,3.969,1617.186,33.733,5702.81,0.0
4.87,1.968,4.56,22.407,3.755,3.606,3.675,3.061,111.076,15.195,753.054,0.0
4.813,4.92,2.169,314.746,3.066,1.342,3.351,3.908,3682.473,46.459,17288.819,0.0
3.095,2.785,1.46,402.269,4.154,5.124,2.771,3.504,3362.661,43.526,11332.264,0.0
4.41,4.284,4.628,110.305,3.151,5.836,1.408,3.921,372.168,22.676,1559.378,0.536
4.351,3.448,1.598,92.225,2.865,4.383,3.289,3.892,1053.905,31.529,8719.547,0.536
4.24,1.866,2.696,77.458,1.793,2.496,3.289,3.467,323.197,21.689,3559.43,0.0
4.827,3.179,3.097,352.699,2.458,2.192,4.313,3.196,1783.798,35.176,12293.636,0.0
4.518,2.086,4.913,29.793,4.404,2.76,4.799,3.98,101.927,14.394,512.058,0.536
4.958,1.928,1.454,416.929,1.254,1.669,4.867,3.842,1933.523,36.571,9601.072,0.536
4.326,1.023,2.065,74.679,3.145,3.443,3.605,3.543,349.141,21.952,2086.205,0.0
4.973,1.337,4.333,101.186,2.306,3.527,4.377,3.482,321.84,20.829,2863.552,0.0
4.023,4.575,4.637,341.132,1.369,2.192,1.008,3.997,2676.569,41.312,15027.033,0.804
4.966,2.527,2.65,108.967,4.101,5.775,4.02,3.433,450.872,22.723,1690.816,0.804
4.549,4.333,3.703,362.497,4.215,4.481,4.509,3.536,1540.332,32.604,6622.809,0.536
4.545,4.722,1.898,240.466,3.883,5.046,4.895,3.372,724.589,26.616,2282.8,0.804
3.694,4.879,1.921,263.781,1.072,3.482,2.389,3.422,2118.443,40.104,5197.009,0.0
4.307,1.767,1.964,134.495,4.039,1.465,3.212,3.44,832.012,28.603,8508.376,0.0
3.553,2.353,2.907,300.382,1.11,1.429,4.714,3.783,1550.658,33.261,11274.185,0.0
4.926,1.552,4.677,218.48,1.097,2.9,1.393,3.851,744.441,27.368,5559.323,0.268
3.931,2.665,4.015,200.228,3.659,2.597,4.04,3.97,685.815,25.754,6134.985,0.0
4.184,1.265,1.876,199.165,2.031,2.087,3.27,3.55,737.117,27.893,8544.942,0.536
3.792,1.408,4.33,247.043,1.064,2.203,2.486,3.903,2335.993,40.187,27185.511,1.34
3.172,2.295,4.711,165.476,3.055,1.38,2.458,3.679,1530.523,33.988,10229.083,0.268
4.716,4.223,1.196,249.444,4.778,5.826,4.212,3.149,1649.916,35.426,6273.282,0.804
3.827,1.976,1.295,268.087,2.758,5.466,2.466,3.323,1651.629,36.599,22312.663,1.072
3.167,4.407,3.548,295.915,2.292,5.916,4.317,3.09,1607.583,34.043,4570.199,0.536
4.806,3.362,1.571,189.79,2.06,4.265,3.857,3.247,722.059,27.08,6462.35,0.0
3.301,1.472,1.083,344.672,4.905,5.799,2.27,3.547,1111.862,32.382,10431.177,0.0
3.884,4.285,4.077,79.65,3.479,5.034,3.246,3.624,333.099,21.509,1342.984,0.0
3.713,3.811,1.817,212.871,4.594,1.247,2.765,3.605,969.35,29.617,4258.895,0.268
3.217,1.778,3.305,323.021,3.307,5.078,4.987,3.198,709.351,27.298,7038.827,0.0
3.814,3.272,2.158,160.445,1.475,2.085,4.142,3.423,1700.681,35.928,10269.47,0.0
4.12,2.336,1.114,90.707,3.776,2.705,4.654,3.131,614.944,25.507,2633.644,0.0
4.832,2.637,4.095,157.606,4.536,5.393,4.131,3.589,654.51,25.103,2089.289,0.536
4.564,2.088,2.112,378.34,3.957,5.966,2.047,3.625,1956.746,38.052,21980.543,1.072
4.927,3.355,2.261,134.416,3.466,3.984,2.691,3.92,1305.156,32.394,6642.826,1.072
3.031,1.11,1.31,44.937,4.343,2.472,3.905,3.88,294.827,20.685,2840.005,0.536
4.435,2.315,4.335,39.361,4.969,2.209,3.175,3.518,313.512,21.034,4749.598,0.268
4.651,1.605,1.869,342.233,3.647,5.803,4.717,3.749,2579.917,41.596,8492.543,0.536
3.149,1.244,1.089,255.033,3.827,3.785,1.349,3.941,1472.495,35.462,13966.951,0.0
3.388,3.408,3.269,202.318,4.116,1.829,2.948,3.672,1824.585,36.129,14917.556,1.34
4.652,1.067,3.267,43.031,2.255,2.882,4.69,3.376,127.448,15.876,868.618,0.0
4.32,3.143,4.426,73.766,1.186,2.13,4.536,3.242,307.195,21.121,1097.068,0.0
4.597,1.022,4.06,262.575,2.28,4.972,1.516,3.899,934.291,30.88,15162.486,0.536
4.124,4.462,1.598,337.239,3.487,1.038,2.236,3.453,3034.696,43.621,20963.614,0.268
3.631,4.97,4.259,300.61,2.169,4.256,4.291,3.957,2578.566,40.003,8850.519,0.804
3.637,3.328,3.26,186.266,1.795,3.887,3.315,3.237,1317.375,33.12,4658.073,0.0
3.751,2.247,3.688,374.674,1.489,1.438,4.284,3.472,2578.164,39.562,13045.406,0.804
4.691,4.42,4.285,90.486,1.94,1.941,4.679,3.496,636.355,26.722,3525.045,0.268
3.939,3.58,4.214,143.321,2.341,5.423,3.972,3.327,587.673,25.393,2074.735,0.0
4.698,1.194,4.439,95.126,3.405,4.208,2.991,3.347,515.86,25.007,3330.222,0.0
3.071,1.788,1.162,189.641,4.17,5.012,4.953,3.992,690.746,26.827,1948.207,0.0
3.798,1.875,2.841,73.543,2.068,2.661,4.029,3.566,403.721,23.357,2751.565,0.268
3.475,4.749,4.827,335.288,3.913,2.613,4.568,3.162,4651.292,45.395,19087.254,0.0
4.624,2.424,4.399,224.541,3.904,4.516,2.585,3.292,840.193,28.215,6513.905,0.0
3.509,1.384,4.732,378.764,1.778,2.756,3.691,3.003,1377.237,32.902,16827.573,0.536
3.077,4.549,3.43,133.257,2.059,4.462,2.616,3.769,973.605,30.245,2357.48,0.0
4.141,1.268,4.623,17.27,4.857,2.145,4.313,3.689,224.727,18.555,1577.628,0.0
3.62,3.568,1.657,261.674,4.151,4.016,2.977,3.948,1388.289,33.17,7630.868,0.0
4.682,4.493,4.928,9.873,3.869,5.633,2.184,3.698,58.073,12.424,234.874,1.072
4.329,1.177,4.998,118.843,4.493,5.594,1.188,3.134,318.381,20.996,1337.472,0.268
3.884,1.528,2.605,372.662,4.63,1.194,3.782,3.091,2119.124,36.143,21011.194,0.0
3.097,3.299,1.48,206.885,1.176,4.65,4.97,3.893,1287.131,33.109,7341.998,0.0
4.108,1.952,2.69,37.292,3.639,4.935,1.33,3.214,325.088,21.853,3255.736,0.536
3.186,4.245,2.434,326.961,2.231,2.064,1.511,3.777,4124.449,49.665,16903.253,1.877
3.997,2.622,2.31,377.192,3.528,4.321,2.015,3.952,2064.468,38.244,37223.623,1.072
4.617,1.106,1.226,280.524,2.947,3.703,1.947,3.118,2304.353,40.686,18613.868,0.804
4.712,4.678,2.682,9.857,1.916,1.819,2.934,3.293,66.104,13.28,191.747,1.609
3.157,1.556,1.119,178.989,4.965,1.774,3.26,3.433,710.47,27.315,8846.551,0.0
3.474,2.843,4.337,314.063,2.425,2.388,4.221,3.112,1088.339,29.235,3844.619,0.804
3.999,3.508,3.073,139.361,3.048,3.247,3.126,3.918,1097.833,30.409,13293.213,0.0
4.744,1.072,2.585,142.326,4.506,3.398,3.373,3.798,585.084,25.27,3163.978,0.0
4.742,4.112,2.953,344.651,1.364,1.949,2.462,3.88,2369.381,40.582,13460.753,0.268
3.469,2.668,1.067,118.795,1.282,5.905,2.528,3.292,314.622,22.553,1668.573,0.0
3.088,3.971,1.645,80.26,2.013,3.165,4.581,3.129,366.974,22.496,1252.726,0.0
3.755,1.389,2.489,95.42,2.833,1.616,4.237,3.879,565.869,25.968,6969.58,0.0
4.674,1.9,2.978,78.384,2.768,5.971,3.441,3.912,290.029,20.505,1627.628,0.0
4.847,2.421,3.479,209.401,1.773,1.994,1.449,3.86,1832.57,36.033,22508.729,2.145
3.978,2.754,2.972,323.932,1.21,4.703,2.543,3.062,2415.746,40.903,17307.811,0.0
4.122,1.564,1.474,219.633,2.009,4.382,4.988,3.772,1086.432,30.686,14992.837,0.0
3.709,4.767,4.078,277.531,3.705,4.291,3.626,3.283,2315.062,38.64,6512.286,0.268
4.334,2.805,2.118,139.165,1.611,2.707,2.942,3.359,1177.497,32.987,8863.66,0.0
4.915,2.478,4.564,220.481,2.294,5.601,3.592,3.443,1084.822,30.209,12598.177,0.268
3.503,2.314,2.533,240.149,4.101,1.061,3.819,3.454,1215.952,30.847,15645.036,0.536
4.521,3.694,1.45,272.136,3.989,2.905,1.586,3.29,1091.177,31.554,3585.318,1.877
4.835,4.601,3.939,342.942,1.02,1.15,3.825,3.123,4809.797,48.978,54582.729,0.804
3.854,1.516,2.665,254.978,4.117,4.633,4.719,3.629,919.491,28.818,3830.838,0.0
4.276,1.304,2.154,368.701,3.905,2.405,1.053,3.22,2056.888,39.576,25027.969,0.804
4.445,3.755,3.658,10.289,1.534,1.564,2.158,3.06,111.64,15.466,594.44,0.268
3.969,4.438,1.08,48.795,1.605,3.786,2.588,3.072,512.977,25.915,2905.531,0.0
4.873,1.158,1.338,173.287,1.31,3.744,4.927,3.907,629.479,26.917,7591.29,0.536
4.021,3.519,1.721,18.632,1.677,3.508,3.501,3.151,113.938,15.872,532.364,0.536
4.913,2.171,2.383,58.604,1.135,4.356,3.927,3.323,215.924,19.346,1685.107,0.536
3.552,3.53,1.11,262.309,2.375,3.671,4.684,3.212,1441.623,33.31,6399.223,0.536
3.669,1.262,1.348,212.07,3.229,5.075,4.626,3.001,795.204,28.74,3843.731,0.0
3.768,2.39,4.963,30.453,4.43,3.529,3.113,3.272,109.154,14.958,1282.081,0.0
3.797,2.857,4.656,131.501,3.364,1.595,3.362,3.924,1495.763,33.542,12290.008,0.0
3.781,4.007,2.488,283.337,4.969,1.892,4.795,3.123,1515.577,32.978,7571.585,0.0
3.475,2.718,1.263,361.967,3.232,1.644,1.446,3.739,3588.978,46.692,32367.829,1.072
3.466,1.297,4.617,262.113,2.211,5.727,4.062,3.325,622.153,25.912,3210.343,0.0
4.274,2.657,4.043,76.311,2.573,4.121,2.638,3.688,334.075,21.46,2595.365,0.0
3.493,2.149,4.008,408.376,4.743,4.246,1.103,3.961,1648.211,35.289,11598.045,1.609
3.488,1.488,1.679,239.525,3.23,1.145,2.986,3.112,736.615,27.169,8026.515,0.268
4.217,2.18,2.516,116.319,4.342,5.883,4.291,3.531,259.244,19.417,1188.311,0.0
4.618,1.193,3.955,19.052,2.05,2.762,2.829,3.897,53.968,12.596,901.035,0.268
4.153,1.512,4.259,7.441,1.448,1.559,1.684,3.158,55.036,12.33,612.59,0.536
4.669,4.276,2.052,337.027,1.296,3.109,3.513,3.679,2092.007,37.861,6084.009,0.0
4.874,1.151,2.296,321.378,3.147,3.762,1.783,3.729,1316.912,32.743,11622.793,0.0
4.183,2.158,4.581,190.245,2.474,1.852,3.567,3.964,689.732,26.76,7631.885,0.0
4.044,3.694,1.94,226.861,3.109,2.075,2.611,3.924,1743.757,37.083,11411.222,0.0
3.738,3.545,3.833,218.393,4.764,3.499,4.561,3.111,952.644,28.348,4027.405,0.536
3.776,2.826,1.32,96.601,1.578,1.056,1.785,3.886,628.861,26.927,3676.931,2.145
3.427,1.49,2.201,134.303,4.564,2.938,1.553,3.177,530.295,24.795,9641.098,0.268
3.533,1.459,3.304,70.058,4.882,3.652,3.782,3.11,297.48,20.225,1751.311,0.268
4.067,4.942,4.174,63.88,3.781,4.601,1.826,3.433,281.784,20.22,1558.372,0.536
3.709,4.875,2.301,391.655,1.358,2.817,2.699,3.759,2217.569,40.465,9159.891,0.0
3.878,3.094,2.99,371.404,3.206,1.351,2.583,3.128,908.589,28.652,6503.882,0.268
3.53,1.462,3.611,29.217,1.483,4.948,3.879,3.216,57.286,12.774,361.022,0.0
4.001,2.315,2.299,197.698,2.972,1.499,4.026,3.812,1428.764,33.453,20596.477,0.536
4.36,4.65,1.872,180.496,1.658,4.533,2.854,3.011,1573.178,36.378,13343.802,1.072
3.574,2.57,2.34,375.712,4.89,4.512,1.617,3.375,1368.191,32.971,17168.049,0.804
3.252,1.108,2.35,381.336,2.036,2.368,4.761,3.021,2442.807,39.366,7948.117,0.0
3.391,2.104,4.798,254.986,1.624,2.983,3.217,3.164,3593.898,43.439,32690.394,0.536
3.074,1.13,4.86,13.95,4.714,1.241,3.346,3.516,175.63,17.311,1372.322,0.0
4.089,3.458,2.231,39.643,2.334,1.343,4.105,3.214,432.181,23.81,3451.832,0.536
4.713,3.059,2.841,109.525,3.705,1.698,2.87,3.615,522.7,24.224,2885.237,0.268
3.317,3.881,3.342,364.093,1.333,4.942,4.397,3.227,1351.134,33.205,2590.884,0.536
4.173,2.964,3.041,393.092,1.169,1.883,3.134,3.861,3154.219,44.287,33458.897,0.0
3.35,1.236,4.601,162.609,2.126,1.227,4.112,3.395,1402.677,33.132,9055.606,0.536
4.587,2.323,4.321,396.087,2.597,3.624,2.166,3.314,2029.689,37.342,16455.38,0.0
3.613,3.253,2.205,237.298,3.969,1.313,2.791,3.225,1754.788,35.304,15630.205,0.536
4.148,1.531,3.503,133.781,4.403,4.561,3.36,3.618,335.36,21.169,3806.203,0.0
3.51,2.092,3.443,161.916,4.859,1.005,4.106,3.133,1579.106,33.234,9525.59,0.0
3.799,3.259,3.534,54.8,3.518,4.614,3.215,3.623,277.9,19.784,925.602,0.0
3.262,1.0,3.895,9.462,4.524,3.976,4.965,3.055,71.56,13.188,280.472,0.0
4.092,3.022,1.943,124.206,1.721,3.984,2.917,3.578,719.172,27.528,2466.79,0.0
4.419,3.916,3.648,46.118,3.76,1.611,2.207,3.682,424.955,23.02,1655.769,0.536
4.088,4.184,4.512,264.92,2.062,1.488,2.568,3.905,1283.528,32.326,13049.439,0.268
3.635,4.285,4.572,212.166,4.726,4.561,3.444,3.778,2321.162,38.852,8291.231,0.536
3.968,1.193,4.633,339.509,3.157,3.975,1.779,3.66,1497.555,34.774,7932.776,0.0
4.62,1.46,2.022,95.312,3.745,4.444,4.291,3.302,540.515,24.971,2863.824,0.0
4.248,1.063,2.16,362.336,3.338,2.397,3.775,3.892,731.069,27.322,13660.466,0.0
4.931,2.395,3.433,413.468,3.011,1.264,2.087,3.625,3190.608,43.188,34080.701,1.609
4.724,1.492,2.904,213.573,1.902,5.351,2.891,3.481,912.872,29.696,12998.447,0.268
4.594,4.985,3.718,179.604,3.306,2.982,4.245,3.279,569.498,24.386,1457.981,0.268
3.329,1.124,4.811,85.679,2.329,1.655,1.669,3.188,1120.13,30.907,12528.438,2.145
4.008,1.876,4.218,163.32,1.233,4.098,2.991,3.114,814.215,28.362,4124.965,0.0
3.432,4.81,4.893,386.619,1.604,2.66,1.556,3.171,2592.147,40.217,33974.703,2.145
4.648,4.914,4.213,220.817,2.241,4.01,1.315,3.917,869.225,28.727,3297.665,0.536
3.208,1.193,3.627,276.796,2.001,3.527,4.501,3.423,1285.376,32.277,9174.928,0.536
4.168,1.253,3.345,361.283,3.746,1.887,1.072,3.089,1850.067,36.815,18052.92,1.072
4.103,2.527,1.81,405.103,2.645,2.395,4.676,3.691,2119.521,37.29,7799.854,0.0
4.471,3.783,4.188,218.769,1.692,2.793,1.686,3.899,1555.945,35.71,17107.473,0.268
4.856,4.063,1.727,120.381,1.473,3.849,3.122,3.019,752.393,28.224,3825.123,0.0
3.221,3.858,2.566,337.843,1.989,5.585,2.488,3.849,679.708,27.676,1653.429,0.0
4.889,4.841,3.958,149.398,4.304,5.227,4.169,3.807,806.925,27.285,3068.516,0.0
3.629,2.608,3.317,250.877,3.398,1.295,3.104,3.096,3084.835,43.121,31282.912,0.0
4.461,3.45,3.138,400.885,2.413,1.637,4.022,3.799,3026.383,42.863,27752.091,0.268
4.755,3.415,4.453,129.38,3.835,1.278,2.392,3.657,811.226,28.162,4002.51,0.536
3.218,1.579,1.58,226.642,1.143,5.273,2.975,3.939,1307.049,33.341,11493.499,0.0
3.993,2.944,3.414,393.648,4.279,1.395,4.157,3.873,1374.277,32.117,6630.84,0.0
4.29,1.883,4.577,250.654,1.724,4.488,1.434,3.391,865.028,28.683,15706.491,0.536
3.079,3.119,1.645,66.468,3.144,2.534,2.457,3.834,282.555,20.654,3461.926,0.0
3.04,3.871,1.041,112.078,4.62,2.838,2.701,3.766,606.663,26.35,2557.098,0.0
3.952,4.216,1.688,135.765,1.847,2.242,3.787,3.226,2029.068,37.592,12562.0,0.268
4.968,2.258,3.567,72.123,3.692,3.798,1.843,3.717,427.513,22.792,2939.134,0.0
3.047,1.495,3.059,102.889,2.194,1.067,1.177,3.329,1352.033,33.675,6918.639,2.145
3.536,4.981,2.499,49.432,3.1,2.906,1.638,3.487,333.503,21.875,708.927,0.804
4.983,4.511,1.193,86.872,4.933,1.141,2.284,3.873,656.627,27.029,3953.152,0.268
3.937,1.432,4.15,163.028,1.072,2.563,1.441,3.032,1406.414,34.968,19713.501,1.877
3.99,2.494,4.02,298.384,1.424,3.029,3.937,3.576,1245.502,32.361,25594.457,0.0
3.58,2.893,4.137,174.523,4.795,1.801,3.808,3.429,899.293,28.758,8016.56,0.0
3.195,4.703,2.312,243.292,1.978,1.132,3.173,3.005,1646.682,35.926,5563.275,0.0
3.947,4.215,1.582,114.917,1.542,5.953,2.65,3.875,416.103,23.868,922.766,0.0
3.358,3.803,3.234,220.695,1.223,3.356,1.645,3.546,1835.416,38.325,9442.366,0.0
4.715,1.166,4.303,134.761,4.2,3.359,4.215,3.186,380.551,21.363,2043.64,0.0
3.019,1.146,3.162,190.026,4.511,3.045,1.136,3.718,942.448,28.811,3794.739,0.0
4.35,3.823,3.916,7.132,3.635,2.292,2.561,3.442,49.888,11.964,199.008,0.268
3.967,4.405,3.854,245.184,4.083,1.645,3.904,3.113,1230.837,30.76,4687.335,0.0
4.036,2.669,2.398,265.841,3.841,5.411,1.887,3.959,883.662,29.953,5320.741,0.536
4.354,2.261,4.286,23.007,1.451,5.263,3.541,3.798,45.829,11.895,83.201,0.268
3.308,3.495,4.829,208.157,4.892,5.91,2.207,3.833,748.333,26.592,6261.297,0.0
4.275,3.205,2.052,115.565,3.734,1.49,3.162,3.878,776.57,27.369,6407.894,0.0
3.787,1.681,3.673,105.48,1.317,2.296,1.106,3.592,442.75,24.063,7771.19,1.877
4.66,3.988,2.782,397.088,1.12,3.767,3.89,3.056,2691.106,41.783,19752.615,0.536
