delayedInnodbLogFlush,delayedInnodbLogWrite,innodbFlushMethod,fsyncFlush,dsyncFlush,directFlush,binaryLog,innodbDoubleWrite,TempTableSize,InnodbBufferPoolSize,InnodbLogBufferSize,Performance-,Cpu-
1,1,1,0,1,0,1,1,256,8,8,66.11302,1.744768
1,1,1,0,1,0,1,1,4096,8,8,71.888,1.481899
1,1,1,0,1,0,1,1,65536,8,8,65.82812,1.567721
1,1,1,0,1,0,1,1,256,64,8,62.48588,1.397253
1,1,1,0,1,0,1,1,4096,64,8,60.93196,1.347716
1,1,1,0,1,0,1,1,65536,64,8,66.17652,1.47941
1,1,1,0,1,0,1,1,256,512,8,68.72824,1.281253
1,1,1,0,1,0,1,1,4096,512,8,59.9968,1.365632
1,1,1,0,1,0,1,1,65536,512,8,65.63716,1.306907
1,1,1,0,1,0,1,1,256,8,64,70.43174,1.461252
1,1,1,0,1,0,1,1,4096,8,64,68.70078,1.52434
1,1,1,0,1,0,1,1,65536,8,64,71.66022,1.460566
1,1,1,0,1,0,1,1,256,64,64,64.83686,1.293708
1,1,1,0,1,0,1,1,4096,64,64,66.32098,1.330688
1,1,1,0,1,0,1,1,65536,64,64,58.91148,1.428419
1,1,1,0,1,0,1,1,256,512,64,64.81348,1.284143
1,1,1,0,1,0,1,1,4096,512,64,66.59162,1.368432
1,1,1,0,1,0,1,1,65536,512,64,59.6571,1.324225
1,1,1,1,0,0,0,0,256,8,1,67.06866,1.769089
1,1,1,1,0,0,0,0,4096,8,1,66.13916,1.951205
1,1,1,1,0,0,0,0,65536,8,1,58.62206,1.886453
1,1,1,1,0,0,0,0,256,64,1,61.75838,1.526696
1,1,1,1,0,0,0,0,4096,64,1,59.25988,1.606628
1,1,1,1,0,0,0,0,65536,64,1,58.3118,1.53144
1,1,1,1,0,0,0,0,256,512,1,64.94572,1.415786
1,1,1,1,0,0,0,0,4096,512,1,61.43082,1.595258
1,1,1,1,0,0,0,0,65536,512,1,61.214,1.584244
1,1,1,1,0,0,0,0,256,8,8,65.49966,1.71875
1,1,1,1,0,0,0,0,4096,8,8,61.83992,1.777277
1,1,1,1,0,0,0,0,65536,8,8,62.90274,1.798307
1,1,1,1,0,0,0,0,256,64,8,60.54812,1.528208
1,1,1,1,0,0,0,0,4096,64,8,57.1306,1.701659
1,1,1,1,0,0,0,0,65536,64,8,64.29004,1.570353
1,1,1,1,0,0,0,0,256,512,8,63.08254,1.5008
1,1,1,1,0,0,0,0,4096,512,8,66.91638,1.399781
1,1,1,1,0,0,0,0,65536,512,8,59.57054,1.718633
1,1,1,1,0,0,0,0,256,8,64,62.19566,1.678297
1,1,1,1,0,0,0,0,4096,8,64,62.05254,1.730168
1,1,1,1,0,0,0,0,65536,8,64,66.92344,1.546782
1,1,1,1,0,0,0,0,256,64,64,64.41914,1.549123
1,1,1,1,0,0,0,0,4096,64,64,59.1289,1.474133
1,1,1,1,0,0,0,0,65536,64,64,59.57274,1.54881
1,1,1,1,0,0,0,0,256,512,64,61.66848,1.506475
1,1,1,1,0,0,0,0,4096,512,64,63.79578,1.44329
1,1,1,1,0,0,0,0,65536,512,64,56.86404,1.598387
1,1,1,1,0,0,0,1,256,8,1,70.83682,1.661267
1,1,1,1,0,0,0,1,4096,8,1,68.50526,1.702528
1,1,1,1,0,0,0,1,65536,8,1,77.2579,1.697971
1,1,1,1,0,0,0,1,256,64,1,60.9395,1.664765
1,1,1,1,0,0,0,1,4096,64,1,59.97714,1.777213
1,1,1,1,0,0,0,1,65536,64,1,64.05842,1.564277
1,1,1,1,0,0,0,1,256,512,1,65.44836,1.621734
1,1,1,1,0,0,0,1,4096,512,1,59.95304,1.503445
1,1,1,1,0,0,0,1,65536,512,1,64.78384,1.572658
1,1,1,1,0,0,0,1,256,8,8,67.53714,1.608574
1,1,1,1,0,0,0,1,4096,8,8,67.7269,1.547211
1,1,1,1,0,0,0,1,65536,8,8,65.845,1.85362
1,1,1,1,0,0,0,1,256,64,8,63.55902,1.723039
1,1,1,1,0,0,0,1,4096,64,8,59.79324,1.938732
1,1,1,1,0,0,0,1,65536,64,8,68.14102,1.349145
1,1,1,1,0,0,0,1,256,512,8,63.65528,1.762409
1,1,1,1,0,0,0,1,4096,512,8,60.62338,1.637993
1,1,1,1,0,0,0,1,65536,512,8,62.49724,1.595527
1,1,1,1,0,0,0,1,256,8,64,64.89536,1.774282
1,1,1,1,0,0,0,1,4096,8,64,70.32512,1.660768
1,1,1,1,0,0,0,1,65536,8,64,69.66532,1.605759
1,1,1,1,0,0,0,1,256,64,64,65.14018,1.88854
1,1,1,1,0,0,0,1,4096,64,64,64.5457,1.739924
1,1,1,1,0,0,0,1,65536,64,64,60.58388,1.653469
1,1,1,1,0,0,0,1,256,512,64,62.92092,1.722195
1,1,1,1,0,0,0,1,4096,512,64,68.27636,1.648149
1,1,1,1,0,0,0,1,65536,512,64,55.97176,1.487827
1,1,1,1,0,0,1,0,256,8,1,69.80794,1.703751
1,1,1,1,0,0,1,0,4096,8,1,64.74988,1.879224
1,1,1,1,0,0,1,0,65536,8,1,68.59372,1.683262
1,1,1,1,0,0,1,0,256,64,1,61.17042,1.668921
1,1,1,1,0,0,1,0,4096,64,1,67.16568,1.471058
1,1,1,1,0,0,1,0,65536,64,1,62.96128,1.583859
1,1,1,1,0,0,1,0,256,512,1,61.2544,1.725002
1,1,1,1,0,0,1,0,4096,512,1,63.05262,1.650772
1,1,1,1,0,0,1,0,65536,512,1,66.25614,1.568428
1,1,1,1,0,0,1,0,256,8,8,65.53782,1.97397
1,1,1,1,0,0,1,0,4096,8,8,63.21798,1.891999
1,1,1,1,0,0,1,0,65536,8,8,68.7299,1.771288
1,1,1,1,0,0,1,0,256,64,8,67.2632,1.524047
1,1,1,1,0,0,1,0,4096,64,8,59.17692,1.848938
1,1,1,1,0,0,1,0,65536,64,8,61.25384,1.650216
1,1,1,1,0,0,1,0,256,512,8,60.93332,1.624635
1,1,1,1,0,0,1,0,4096,512,8,59.04666,1.707262
1,1,1,1,0,0,1,0,65536,512,8,65.43214,1.543699
1,1,1,1,0,0,1,0,256,8,64,67.24874,1.724828
1,1,1,1,0,0,1,0,4096,8,64,67.85518,1.742327
1,1,1,1,0,0,1,0,65536,8,64,63.7821,1.990218
1,1,1,1,0,0,1,0,256,64,64,60.43082,1.622854
1,1,1,1,0,0,1,0,4096,64,64,65.24072,1.591317
1,1,1,1,0,0,1,0,65536,64,64,60.34452,1.65068
1,1,1,1,0,0,1,0,256,512,64,62.47854,1.468925
1,1,1,1,0,0,1,0,4096,512,64,66.18486,1.553761
1,1,1,1,0,0,1,0,65536,512,64,66.4672,1.60485
1,1,1,1,0,0,1,1,256,8,1,68.3669,1.77053
1,1,1,1,0,0,1,1,4096,8,1,68.18354,1.811248
1,1,1,1,0,0,1,1,65536,8,1,69.74142,1.607334
1,1,1,1,0,0,1,1,256,64,1,67.75092,1.789559
1,1,1,1,0,0,1,1,4096,64,1,64.90548,1.708586
1,1,1,1,0,0,1,1,65536,64,1,67.1805,1.584279
1,1,1,1,0,0,1,1,256,512,1,64.01602,1.635562
1,1,1,1,0,0,1,1,4096,512,1,73.22916,1.470933
1,1,1,1,0,0,1,1,65536,512,1,62.14976,1.807087
1,1,1,1,0,0,1,1,256,8,8,68.72462,1.68922
1,1,1,1,0,0,1,1,4096,8,8,73.30952,1.616814
1,1,1,1,0,0,1,1,65536,8,8,72.04282,1.651611
1,1,1,1,0,0,1,1,256,64,8,61.5966,1.676376
1,1,1,1,0,0,1,1,4096,64,8,65.23114,1.561895
1,1,1,1,0,0,1,1,65536,64,8,68.526,1.753643
1,1,1,1,0,0,1,1,256,512,8,63.79806,1.603769
1,1,1,1,0,0,1,1,4096,512,8,63.28466,1.608371
1,1,1,1,0,0,1,1,65536,512,8,65.57728,1.628176
1,1,1,1,0,0,1,1,256,8,64,72.3804,1.801677
1,1,1,1,0,0,1,1,4096,8,64,71.1382,1.659518
1,1,1,1,0,0,1,1,65536,8,64,76.07526,1.689776
1,1,1,1,0,0,1,1,256,64,64,63.8789,1.816007
1,1,1,1,0,0,1,1,4096,64,64,61.88074,1.591764
1,1,1,1,0,0,1,1,65536,64,64,64.80794,1.7331
1,1,1,1,0,0,1,1,256,512,64,68.89324,1.628043
1,1,1,1,0,0,1,1,4096,512,64,66.14376,1.529283
1,1,1,1,0,0,1,1,65536,512,64,60.98544,1.741663
