N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,PRED40+,MRE-,ACC+
60,poisson,4,1.0,12,0.0,121.89,-13.21
10,poisson,2,0.75,12,0.0,121.33,-13.01
180,squared_error,11,2.75,17,0.0,121.07,-12.91
100,absolute_error,15,2.0,18,0.0,101.0,-0.97
160,absolute_error,4,4.5,9,83.33333333,0.0,0.0
60,absolute_error,2,1.75,4,0.0,103.33,-3.03
110,poisson,6,0.0,13,0.0,120.39,-12.68
50,squared_error,11,5.5,14,0.0,123.07,-13.63
100,poisson,7,9.25,16,0.0,120.47,-12.68
150,squared_error,4,8.25,1,0.0,118.93,-12.07
120,squared_error,15,0.5,20,0.0,121.33,-13.01
170,absolute_error,3,2.25,19,0.0,101.76,-1.68
130,absolute_error,10,6.5,20,83.33333333,0.0,0.0
70,absolute_error,20,9.0,17,83.33333333,0.0,0.0
120,poisson,3,0.0,3,0.0,124.16,-14.16
70,poisson,15,1.0,20,0.0,120.0,-12.5
170,squared_error,12,4.0,19,0.0,119.53,-12.31
200,poisson,14,2.25,4,0.0,118.93,-12.07
80,absolute_error,4,3.5,1,83.33333333,0.0,0.0
130,poisson,9,3.5,1,0.0,119.79,-12.42
110,absolute_error,12,4.25,17,83.33333333,0.0,0.0
80,absolute_error,4,3.5,3,83.33333333,0.0,0.0
60,poisson,6,1.5,1,0.0,118.22,-11.78
20,squared_error,13,8.5,3,0.0,120.67,-12.76
160,absolute_error,5,7.0,16,83.33333333,0.0,0.0
70,poisson,5,0.5,13,0.0,119.05,-12.12
130,squared_error,12,1.5,9,0.0,121.85,-13.2
80,squared_error,6,1.75,13,0.0,121.5,-13.07
130,squared_error,9,2.5,15,0.0,120.56,-12.72
30,absolute_error,14,1.25,15,83.33333333,0.0,0.0
190,poisson,8,4.25,5,0.0,119.93,-12.47
170,absolute_error,1,3.5,12,0.0,101.18,-1.14
70,poisson,18,6.25,16,0.0,121.14,-12.94
100,poisson,14,9.0,16,0.0,120.6,-12.73
90,poisson,7,5.25,13,0.0,118.07,-11.72
170,poisson,12,1.75,2,0.0,120.59,-12.73
50,absolute_error,15,1.5,9,0.0,102.0,-1.89
130,squared_error,19,9.25,12,0.0,120.46,-12.68
40,poisson,5,10.0,9,0.0,120.33,-12.63
30,poisson,19,8.75,19,0.0,119.11,-12.15
110,absolute_error,4,8.5,15,83.33333333,0.0,0.0
70,squared_error,4,1.75,7,0.0,121.81,-13.18
120,absolute_error,11,3.5,12,83.33333333,0.0,0.0
130,poisson,6,4.0,9,0.0,118.67,-11.97
180,squared_error,20,2.75,7,0.0,121.56,-13.09
160,absolute_error,5,1.25,8,0.0,101.25,-1.2
170,absolute_error,4,3.25,11,83.33333333,0.0,0.0
150,absolute_error,10,4.25,13,83.33333333,0.0,0.0
10,absolute_error,5,3.0,15,0.0,110.0,-7.69
10,squared_error,18,1.0,11,0.0,118.67,-11.97
30,poisson,9,0.5,18,0.0,120.0,-12.5
170,absolute_error,5,6.0,1,0.0,101.76,-1.68
170,absolute_error,5,8.5,5,0.0,100.59,-0.58
20,absolute_error,2,5.75,3,83.33333333,0.0,0.0
110,poisson,1,6.0,9,0.0,120.73,-12.78
40,absolute_error,18,1.0,18,83.33333333,0.0,0.0
170,squared_error,13,1.0,10,0.0,120.2,-12.58
50,squared_error,7,2.5,3,0.0,119.2,-12.18
90,poisson,7,10.0,2,0.0,120.37,-12.64
170,poisson,3,10.0,10,0.0,120.55,-12.71
200,squared_error,5,8.25,19,0.0,120.77,-12.8
160,poisson,20,9.25,13,0.0,120.5,-12.69
190,squared_error,2,6.5,3,0.0,120.81,-12.81
30,poisson,3,7.75,14,0.0,119.33,-12.24
50,absolute_error,1,9.75,2,0.0,102.0,-1.89
50,absolute_error,11,1.0,19,83.33333333,0.0,0.0
80,squared_error,8,3.0,7,0.0,119.5,-12.3
90,absolute_error,11,7.75,5,83.33333333,0.0,0.0
150,poisson,6,8.0,7,0.0,119.02,-12.11
180,squared_error,7,6.5,9,0.0,119.07,-12.13
130,absolute_error,8,9.0,17,0.0,100.77,-0.75
50,poisson,3,0.75,17,0.0,121.2,-12.96
70,squared_error,11,5.5,13,0.0,120.19,-12.57
30,poisson,10,4.0,7,0.0,117.56,-11.5
10,poisson,19,2.0,18,0.0,118.67,-11.97
100,poisson,2,2.25,4,0.0,119.67,-12.37
110,poisson,18,9.75,11,0.0,119.15,-12.16
40,poisson,8,5.25,18,0.0,120.0,-12.5
130,squared_error,5,5.25,5,0.0,119.13,-12.15
10,poisson,3,9.75,9,0.0,122.0,-13.25
150,absolute_error,11,0.0,4,83.33333333,0.0,0.0
120,absolute_error,14,6.0,18,83.33333333,0.0,0.0
200,poisson,4,8.75,6,0.0,119.53,-12.32
190,absolute_error,8,5.75,8,83.33333333,0.0,0.0
90,poisson,4,5.0,7,0.0,120.67,-12.76
110,absolute_error,19,6.0,20,0.0,100.91,-0.88
20,absolute_error,4,6.25,11,83.33333333,0.0,0.0
120,squared_error,1,4.5,14,0.0,119.22,-12.19
110,poisson,19,8.75,20,0.0,120.3,-12.62
130,squared_error,5,3.75,19,0.0,119.33,-12.24
180,squared_error,16,5.25,19,0.0,118.81,-12.03
80,poisson,12,1.5,8,0.0,120.58,-12.73
30,absolute_error,4,7.0,9,83.33333333,0.0,0.0
10,absolute_error,6,6.5,17,83.33333333,0.0,0.0
40,squared_error,2,5.0,16,0.0,120.83,-12.82
170,absolute_error,13,8.75,8,83.33333333,0.0,0.0
20,poisson,2,5.5,17,0.0,117.0,-11.26
150,absolute_error,3,7.75,14,83.33333333,0.0,0.0
200,poisson,5,6.25,7,0.0,119.77,-12.41
100,absolute_error,6,7.25,20,0.0,101.0,-0.97
90,absolute_error,14,8.25,9,0.0,101.11,-1.08
140,poisson,16,7.0,20,0.0,119.24,-12.2
170,poisson,11,7.25,17,0.0,119.84,-12.44
130,poisson,2,2.5,19,0.0,120.0,-12.5
60,squared_error,2,2.25,17,0.0,119.11,-12.15
70,poisson,17,0.0,6,0.0,120.48,-12.68
150,poisson,5,5.0,16,0.0,120.76,-12.79
160,absolute_error,3,7.75,20,83.33333333,0.0,0.0
130,poisson,11,0.25,15,0.0,120.15,-12.56
20,squared_error,13,3.25,5,0.0,119.67,-12.37
150,poisson,18,7.75,6,0.0,119.16,-12.16
180,absolute_error,16,9.25,16,83.33333333,0.0,0.0
190,poisson,4,0.25,17,0.0,120.07,-12.53
130,squared_error,19,6.0,8,0.0,121.69,-13.14
140,poisson,5,0.25,10,0.0,121.19,-12.95
130,squared_error,15,8.75,3,0.0,119.59,-12.34
140,poisson,12,2.25,6,0.0,119.33,-12.24
40,poisson,16,9.25,2,0.0,118.67,-11.97
150,squared_error,13,7.25,7,0.0,119.6,-12.34
40,squared_error,4,1.5,9,0.0,117.5,-11.48
100,squared_error,11,0.75,9,0.0,120.73,-12.78
180,squared_error,18,3.5,3,0.0,120.41,-12.66
160,squared_error,20,4.0,17,0.0,122.5,-13.43
170,poisson,19,0.0,5,0.0,121.61,-13.11
130,poisson,12,6.25,2,0.0,119.59,-12.34
60,squared_error,9,6.75,11,0.0,120.67,-12.76
100,poisson,11,4.0,5,0.0,120.07,-12.53
70,absolute_error,12,7.75,6,0.0,101.43,-1.37
70,squared_error,1,4.0,10,0.0,119.43,-12.27
40,poisson,19,8.5,1,0.0,120.17,-12.56
20,poisson,20,4.5,9,0.0,120.0,-12.5
80,squared_error,6,0.5,18,0.0,118.75,-12.0
120,squared_error,11,8.25,20,0.0,117.83,-11.62
60,poisson,5,1.75,2,0.0,117.56,-11.5
180,absolute_error,18,7.5,5,0.0,101.67,-1.59
160,poisson,8,5.25,1,0.0,120.92,-12.85
20,absolute_error,17,3.5,11,83.33333333,0.0,0.0
50,absolute_error,6,6.25,8,83.33333333,0.0,0.0
100,poisson,3,6.25,19,0.0,121.07,-12.91
90,squared_error,14,6.5,13,0.0,117.93,-11.66
90,poisson,13,0.0,18,0.0,119.78,-12.41
80,absolute_error,8,0.0,7,83.33333333,0.0,0.0
100,squared_error,11,8.5,2,0.0,119.2,-12.18
70,absolute_error,5,4.5,20,83.33333333,0.0,0.0
190,absolute_error,3,9.75,7,83.33333333,0.0,0.0
160,squared_error,14,7.25,14,0.0,120.21,-12.58
110,absolute_error,4,4.25,15,0.0,100.91,-0.88
190,squared_error,20,8.5,3,0.0,120.32,-12.62
180,squared_error,10,0.0,7,0.0,119.78,-12.41
30,squared_error,6,9.5,16,0.0,122.44,-13.41
30,squared_error,6,8.5,14,0.0,119.33,-12.24
140,absolute_error,20,6.0,12,0.0,101.43,-1.37
40,squared_error,2,6.25,19,0.0,119.33,-12.24
70,poisson,7,5.25,5,0.0,120.48,-12.68
180,squared_error,1,9.0,18,0.0,118.59,-11.94
120,absolute_error,16,7.5,19,0.0,100.83,-0.81
120,absolute_error,2,5.25,19,0.0,100.83,-0.81
40,poisson,19,6.75,14,0.0,120.67,-12.76
170,absolute_error,10,1.0,3,0.0,100.59,-0.58
90,poisson,19,2.5,8,0.0,118.22,-11.78
80,poisson,13,5.0,9,0.0,122.08,-13.28
200,absolute_error,3,9.75,6,0.0,100.5,-0.49
50,squared_error,8,1.5,13,0.0,118.4,-11.86
170,poisson,13,7.5,10,0.0,120.98,-12.88
70,poisson,12,8.0,6,0.0,120.57,-12.72
40,squared_error,18,1.5,10,0.0,121.0,-12.88
80,absolute_error,6,3.75,10,0.0,101.25,-1.2
60,absolute_error,8,2.0,15,83.33333333,0.0,0.0
30,squared_error,1,3.75,16,0.0,118.0,-11.69
130,squared_error,20,4.75,11,0.0,119.9,-12.46
190,absolute_error,17,8.75,10,0.0,100.53,-0.52
80,squared_error,18,7.25,17,0.0,119.92,-12.47
40,poisson,3,1.5,16,0.0,121.5,-13.07
180,squared_error,14,8.0,18,0.0,119.33,-12.24
150,squared_error,11,9.0,2,0.0,122.76,-13.52
80,squared_error,3,7.25,15,0.0,119.92,-12.47
100,squared_error,19,1.5,9,0.0,119.33,-12.24
140,absolute_error,17,6.5,13,83.33333333,0.0,0.0
190,poisson,15,1.5,8,0.0,119.93,-12.47
160,absolute_error,6,6.5,17,83.33333333,0.0,0.0
110,poisson,16,4.0,13,0.0,120.12,-12.55
120,absolute_error,9,5.75,13,0.0,100.83,-0.81
130,squared_error,13,0.75,2,0.0,120.0,-12.5
30,poisson,13,5.25,19,0.0,120.0,-12.5
140,poisson,17,1.25,7,0.0,120.0,-12.5
170,poisson,10,7.25,13,0.0,119.41,-12.27
10,squared_error,18,9.5,16,0.0,124.67,-14.18
70,absolute_error,5,2.75,20,83.33333333,0.0,0.0
40,absolute_error,7,4.75,12,83.33333333,0.0,0.0
60,squared_error,8,3.5,8,0.0,120.44,-12.67
120,squared_error,11,4.0,18,0.0,121.89,-13.21
20,poisson,3,7.5,16,0.0,120.67,-12.76
130,squared_error,2,5.5,8,0.0,118.72,-11.99
140,squared_error,5,2.25,20,0.0,119.71,-12.39
180,squared_error,12,9.5,8,0.0,119.3,-12.22
100,squared_error,9,0.75,16,0.0,116.93,-11.23
110,squared_error,7,2.25,12,0.0,119.88,-12.45
20,squared_error,17,5.0,5,0.0,121.0,-12.88
30,poisson,5,9.25,14,0.0,117.33,-11.4
200,absolute_error,5,5.25,10,83.33333333,0.0,0.0
20,squared_error,4,4.25,6,0.0,120.67,-12.76
10,poisson,5,6.0,12,0.0,118.67,-11.97
70,squared_error,19,9.75,15,0.0,119.33,-12.24
180,squared_error,14,4.0,8,0.0,120.19,-12.57
10,poisson,4,9.75,4,0.0,124.67,-14.18
120,poisson,15,9.25,20,0.0,120.11,-12.54
20,squared_error,18,1.0,5,0.0,122.33,-13.37
190,poisson,5,2.75,1,0.0,120.53,-12.7
100,squared_error,11,10.0,8,0.0,120.73,-12.78
60,absolute_error,16,5.75,15,0.0,103.33,-3.03
20,absolute_error,16,3.75,11,83.33333333,0.0,0.0
190,poisson,18,3.0,20,0.0,120.0,-12.5
10,squared_error,18,8.5,19,0.0,120.67,-12.76
70,poisson,14,6.75,20,0.0,120.95,-12.87
80,absolute_error,3,4.25,5,83.33333333,0.0,0.0
100,squared_error,9,3.75,14,0.0,120.0,-12.5
190,absolute_error,1,6.75,11,83.33333333,0.0,0.0
130,absolute_error,3,9.5,15,83.33333333,0.0,0.0
70,absolute_error,13,0.25,6,83.33333333,0.0,0.0
20,absolute_error,5,7.75,19,83.33333333,0.0,0.0
140,poisson,19,4.25,6,0.0,118.86,-12.04
80,poisson,2,4.75,17,0.0,120.0,-12.5
170,absolute_error,20,7.5,14,0.0,100.59,-0.58
90,absolute_error,4,8.5,15,0.0,102.22,-2.08
180,absolute_error,5,9.0,10,83.33333333,0.0,0.0
30,absolute_error,2,4.25,7,83.33333333,0.0,0.0
170,squared_error,8,1.0,15,0.0,119.49,-12.3
200,squared_error,4,0.25,16,0.0,120.43,-12.67
160,squared_error,2,0.5,12,0.0,119.37,-12.25
10,squared_error,13,8.75,8,0.0,114.67,-10.19
160,poisson,20,6.25,7,0.0,119.92,-12.47
40,absolute_error,5,7.5,10,83.33333333,0.0,0.0
70,poisson,8,0.75,4,0.0,120.67,-12.76
110,squared_error,9,3.5,19,0.0,119.03,-12.11
90,squared_error,15,9.0,9,0.0,118.37,-11.84
20,squared_error,17,9.0,20,0.0,121.33,-13.01
20,squared_error,3,5.75,15,0.0,120.0,-12.5
170,squared_error,1,5.75,1,0.0,120.0,-12.5
60,absolute_error,12,6.25,7,83.33333333,0.0,0.0
10,squared_error,17,9.25,15,0.0,120.0,-12.5
50,squared_error,18,7.25,3,0.0,121.87,-13.2
10,absolute_error,4,2.5,13,83.33333333,0.0,0.0
90,squared_error,12,0.25,9,0.0,118.67,-11.97
130,absolute_error,14,7.5,3,0.0,100.77,-0.75
50,squared_error,2,4.75,18,0.0,119.07,-12.13
30,poisson,6,8.25,12,0.0,121.33,-13.01
70,poisson,7,9.5,1,0.0,118.19,-11.77
200,absolute_error,1,9.25,15,0.0,100.5,-0.49
90,squared_error,17,4.0,10,0.0,118.96,-12.09
150,poisson,9,9.0,6,0.0,118.36,-11.84
110,absolute_error,5,9.5,8,83.33333333,0.0,0.0
80,poisson,1,6.25,6,0.0,120.67,-12.76
10,squared_error,6,2.25,15,0.0,123.33,-13.73
80,absolute_error,19,4.75,13,83.33333333,0.0,0.0
30,absolute_error,12,6.75,8,83.33333333,0.0,0.0
170,poisson,13,6.5,11,0.0,120.67,-12.76
110,poisson,5,5.5,12,0.0,118.79,-12.02
30,absolute_error,4,0.5,14,83.33333333,0.0,0.0
90,squared_error,10,4.75,6,0.0,118.59,-11.94
120,poisson,7,3.25,7,0.0,120.17,-12.56
20,absolute_error,12,4.5,4,83.33333333,0.0,0.0
200,poisson,7,8.0,4,0.0,120.47,-12.68
190,absolute_error,12,8.0,9,83.33333333,0.0,0.0
50,absolute_error,1,8.0,2,83.33333333,0.0,0.0
130,absolute_error,18,6.75,11,83.33333333,0.0,0.0
60,poisson,13,9.75,16,0.0,120.33,-12.63
100,absolute_error,9,9.25,18,83.33333333,0.0,0.0
110,poisson,17,2.25,12,0.0,119.33,-12.24
180,poisson,20,7.5,18,0.0,120.74,-12.79
80,squared_error,5,9.5,7,0.0,120.58,-12.73
160,squared_error,14,7.75,10,0.0,119.58,-12.34
20,squared_error,14,2.5,7,0.0,119.67,-12.37
40,absolute_error,11,2.0,12,83.33333333,0.0,0.0
70,absolute_error,15,6.0,13,83.33333333,0.0,0.0
160,poisson,12,1.5,7,0.0,121.42,-13.04
10,poisson,7,1.25,3,0.0,121.33,-13.01
110,absolute_error,16,8.25,1,83.33333333,0.0,0.0
10,squared_error,12,1.75,18,0.0,118.67,-11.97
190,absolute_error,16,8.75,11,0.0,101.05,-1.02
60,poisson,6,0.5,20,0.0,119.67,-12.37
20,poisson,17,4.75,13,0.0,121.67,-13.13
190,poisson,18,3.75,12,0.0,119.82,-12.43
130,absolute_error,6,4.0,16,0.0,100.77,-0.75
190,squared_error,14,1.5,6,0.0,119.4,-12.26
50,absolute_error,9,6.25,8,0.0,102.0,-1.89
10,squared_error,9,7.5,17,0.0,124.0,-13.95
40,squared_error,17,2.0,16,0.0,122.17,-13.31
70,squared_error,13,9.0,7,0.0,120.86,-12.83
170,squared_error,13,4.0,18,0.0,119.8,-12.42
150,squared_error,19,9.5,10,0.0,120.76,-12.79
50,poisson,1,0.75,14,0.0,117.47,-11.46
70,absolute_error,18,8.75,16,83.33333333,0.0,0.0
130,poisson,4,2.75,20,0.0,118.46,-11.88
50,poisson,6,9.5,12,0.0,116.67,-11.11
120,poisson,10,8.25,16,0.0,119.94,-12.48
160,absolute_error,4,2.25,15,83.33333333,0.0,0.0
60,poisson,20,5.25,11,0.0,120.22,-12.59
10,poisson,1,6.0,11,0.0,119.33,-12.24
30,squared_error,8,6.0,4,0.0,120.89,-12.84
110,poisson,7,4.5,6,0.0,120.79,-12.8
150,squared_error,1,3.25,15,0.0,119.6,-12.34
170,absolute_error,7,8.25,14,0.0,101.18,-1.14
30,absolute_error,7,7.75,8,83.33333333,0.0,0.0
200,squared_error,14,0.5,5,0.0,120.1,-12.54
170,poisson,9,7.25,6,0.0,120.51,-12.7
30,squared_error,14,6.0,16,0.0,122.22,-13.33
200,poisson,8,4.0,6,0.0,119.67,-12.37
180,poisson,2,0.0,18,0.0,126.64,-15.28
170,poisson,13,0.75,18,0.0,120.39,-12.65
160,absolute_error,19,8.75,1,0.0,100.63,-0.61
70,poisson,14,10.0,14,0.0,117.81,-11.61
90,absolute_error,6,7.0,17,83.33333333,0.0,0.0
190,squared_error,7,6.0,17,0.0,119.79,-12.42
10,poisson,16,1.0,17,0.0,124.67,-14.18
180,squared_error,14,0.75,4,0.0,121.22,-12.97
30,absolute_error,18,2.0,17,83.33333333,0.0,0.0
150,squared_error,17,5.5,5,0.0,119.56,-12.32
200,squared_error,5,9.25,14,0.0,119.5,-12.3
130,poisson,18,3.5,17,0.0,120.31,-12.62
200,poisson,11,7.5,1,0.0,120.83,-12.82
200,poisson,6,7.25,12,0.0,120.43,-12.67
150,squared_error,3,3.5,11,0.0,120.36,-12.64
120,squared_error,9,6.0,17,0.0,120.33,-12.63
20,poisson,8,1.0,13,0.0,122.33,-13.37
190,poisson,7,2.5,5,0.0,119.44,-12.28
120,absolute_error,2,0.0,19,0.0,124.58,-6.82
120,poisson,18,3.0,7,0.0,118.5,-11.9
20,poisson,14,10.0,4,0.0,120.67,-12.76
140,poisson,10,7.5,15,0.0,119.48,-12.29
80,absolute_error,11,3.25,7,0.0,101.25,-1.2
190,squared_error,18,6.25,3,0.0,118.98,-12.09
130,absolute_error,4,9.5,1,0.0,102.31,-2.16
120,squared_error,11,9.0,13,0.0,119.94,-12.48
110,absolute_error,14,5.5,19,0.0,100.91,-0.88
190,poisson,18,1.25,20,0.0,120.32,-12.62
140,squared_error,8,2.0,15,0.0,118.19,-11.77
200,squared_error,1,6.5,7,0.0,120.5,-12.69
190,squared_error,18,9.5,2,0.0,120.14,-12.55
80,poisson,10,2.0,19,0.0,121.83,-13.19
180,poisson,8,0.0,5,0.0,119.7,-12.38
150,absolute_error,18,2.75,18,83.33333333,0.0,0.0
200,poisson,18,9.25,12,0.0,121.57,-13.09
50,poisson,2,6.5,3,0.0,119.6,-12.34
120,absolute_error,16,3.5,6,83.33333333,0.0,0.0
120,poisson,16,2.0,13,0.0,121.06,-12.9
60,poisson,3,5.0,14,0.0,120.22,-12.59
160,absolute_error,12,8.25,4,0.0,100.63,-0.61
160,poisson,14,9.0,13,0.0,119.29,-12.22
60,poisson,8,8.0,3,0.0,121.0,-12.88
160,absolute_error,17,0.0,11,83.33333333,0.0,0.0
150,squared_error,5,0.0,17,0.0,123.31,-13.15
190,squared_error,6,5.5,11,0.0,121.4,-13.03
120,absolute_error,2,6.5,11,0.0,102.5,-2.33
30,poisson,9,3.25,12,0.0,118.67,-11.97
90,poisson,7,6.0,20,0.0,120.3,-12.62
130,absolute_error,3,1.75,3,0.0,101.54,-1.47
80,poisson,9,3.0,17,0.0,120.0,-12.5
200,poisson,4,7.75,15,0.0,118.6,-11.94
30,squared_error,10,5.75,3,0.0,119.78,-12.41
40,squared_error,5,6.75,15,0.0,120.83,-12.82
90,squared_error,5,2.25,15,0.0,120.59,-12.73
200,absolute_error,9,8.5,14,0.0,100.5,-0.49
190,poisson,18,2.25,5,0.0,118.18,-11.76
30,squared_error,1,1.5,13,0.0,119.56,-12.32
100,absolute_error,17,0.75,8,83.33333333,0.0,0.0
80,poisson,12,2.5,14,0.0,119.33,-12.24
80,squared_error,8,4.75,10,0.0,119.67,-12.37
130,squared_error,8,0.5,13,0.0,119.64,-12.36
180,absolute_error,12,3.5,8,83.33333333,0.0,0.0
120,absolute_error,19,8.25,17,83.33333333,0.0,0.0
110,absolute_error,3,6.5,16,0.0,100.91,-0.88
200,absolute_error,6,6.0,6,83.33333333,0.0,0.0
30,poisson,20,5.75,7,0.0,118.44,-11.87
100,absolute_error,19,9.5,12,83.33333333,0.0,0.0
200,absolute_error,10,0.5,12,83.33333333,0.0,0.0
190,poisson,4,7.0,18,0.0,120.11,-12.54
90,squared_error,12,3.0,3,0.0,119.85,-12.44
160,squared_error,9,7.75,17,0.0,118.62,-11.95
60,poisson,3,1.0,18,0.0,120.0,-12.5
120,absolute_error,19,7.5,17,0.0,100.83,-0.81
70,poisson,9,2.5,2,0.0,120.38,-12.65
70,poisson,6,4.75,16,0.0,122.1,-13.29
130,squared_error,18,2.0,8,0.0,119.59,-12.34
170,poisson,15,8.75,2,0.0,120.24,-12.59
20,absolute_error,2,9.25,6,83.33333333,0.0,0.0
110,poisson,18,5.75,15,0.0,118.36,-11.84
20,poisson,15,6.75,20,0.0,121.67,-13.13
20,squared_error,10,6.75,14,0.0,120.0,-12.5
10,squared_error,7,2.75,13,0.0,122.0,-13.25
20,absolute_error,7,4.75,6,83.33333333,0.0,0.0
150,squared_error,9,0.25,15,0.0,119.64,-12.36
30,absolute_error,7,0.0,16,83.33333333,0.0,0.0
60,poisson,17,0.25,17,0.0,120.0,-12.5
200,squared_error,7,4.0,7,0.0,119.87,-12.45
60,absolute_error,13,8.75,4,0.0,101.67,-1.59
120,absolute_error,3,6.5,5,0.0,102.5,-2.33
90,squared_error,17,0.5,13,0.0,119.85,-12.44
50,absolute_error,3,8.75,11,83.33333333,0.0,0.0
200,poisson,14,1.75,19,0.0,119.27,-12.21
140,absolute_error,14,9.25,18,0.0,100.71,-0.7
150,squared_error,18,8.5,5,0.0,119.24,-12.2
100,absolute_error,1,7.0,12,83.33333333,0.0,0.0
120,squared_error,4,4.25,8,0.0,119.67,-12.37
110,poisson,14,1.75,12,0.0,121.82,-13.19
140,poisson,11,7.5,11,0.0,118.38,-11.85
80,squared_error,1,7.25,19,0.0,118.25,-11.79
170,poisson,10,1.25,1,0.0,120.71,-12.77
70,squared_error,15,7.25,4,0.0,119.71,-12.39
180,squared_error,10,3.25,1,0.0,120.0,-12.5
160,squared_error,5,3.75,9,0.0,118.92,-12.07
30,poisson,10,2.0,9,0.0,118.89,-12.06
110,absolute_error,10,7.5,16,83.33333333,0.0,0.0
140,squared_error,12,0.0,13,0.0,120.48,-12.68
10,poisson,8,9.0,13,0.0,121.33,-13.01
160,squared_error,13,5.25,12,0.0,120.42,-12.66
100,squared_error,10,7.5,4,0.0,119.47,-12.29
80,absolute_error,5,2.75,6,83.33333333,0.0,0.0
20,absolute_error,12,2.75,8,83.33333333,0.0,0.0
130,squared_error,13,5.75,17,0.0,119.49,-12.3
60,absolute_error,10,6.5,4,0.0,103.33,-3.03
160,squared_error,7,9.75,13,0.0,119.87,-12.45
170,squared_error,5,3.75,15,0.0,119.88,-12.45
90,absolute_error,2,9.0,15,83.33333333,0.0,0.0
150,absolute_error,10,8.25,20,83.33333333,0.0,0.0
60,poisson,19,6.5,16,0.0,120.22,-12.59
200,squared_error,20,7.75,18,0.0,120.73,-12.78
140,squared_error,5,9.0,5,0.0,119.19,-12.18
50,poisson,17,2.75,14,0.0,117.73,-11.58
60,absolute_error,5,4.5,6,83.33333333,0.0,0.0
60,poisson,8,3.75,12,0.0,121.56,-13.09
20,poisson,6,5.5,10,0.0,118.67,-11.97
100,squared_error,14,5.5,8,0.0,122.07,-13.28
20,poisson,6,4.75,17,0.0,123.33,-13.73
50,absolute_error,9,5.5,5,83.33333333,0.0,0.0
100,absolute_error,1,0.25,7,0.0,102.0,-1.42
170,poisson,1,7.25,3,0.0,121.22,-12.96
140,squared_error,12,5.5,9,0.0,118.95,-12.08
190,poisson,19,0.75,16,0.0,119.54,-12.32
120,absolute_error,9,4.75,15,0.0,100.83,-0.81
110,poisson,5,0.75,15,0.0,120.3,-12.62
40,absolute_error,18,0.25,18,83.33333333,0.0,0.0
100,squared_error,16,8.25,4,0.0,119.87,-12.45
80,poisson,14,3.0,11,0.0,119.92,-12.47
160,poisson,18,6.25,4,0.0,119.83,-12.43
10,poisson,9,8.5,16,0.0,119.33,-12.24
200,absolute_error,7,4.75,14,83.33333333,0.0,0.0
100,absolute_error,7,4.75,10,83.33333333,0.0,0.0
60,absolute_error,6,6.75,16,83.33333333,0.0,0.0
170,absolute_error,12,8.5,3,83.33333333,0.0,0.0
70,squared_error,5,3.75,15,0.0,122.0,-13.25
10,absolute_error,16,9.5,1,83.33333333,0.0,0.0
170,absolute_error,4,5.5,17,0.0,101.76,-1.68
20,absolute_error,17,9.0,7,83.33333333,0.0,0.0
50,absolute_error,10,4.5,6,0.0,102.0,-1.89
120,absolute_error,1,3.5,13,83.33333333,0.0,0.0
10,poisson,8,3.25,14,0.0,120.0,-12.5
70,squared_error,17,3.25,1,0.0,118.48,-11.89
30,poisson,9,1.75,2,0.0,118.22,-11.78
170,squared_error,7,1.25,19,0.0,120.94,-12.86
180,squared_error,20,0.0,3,0.0,119.74,-12.4
10,poisson,15,8.25,9,0.0,114.67,-10.19
120,absolute_error,5,6.5,1,83.33333333,0.0,0.0
90,squared_error,5,6.75,7,0.0,121.7,-13.14
30,squared_error,3,8.75,1,0.0,122.0,-13.25
160,poisson,4,4.0,10,0.0,119.79,-12.42
150,poisson,10,6.25,13,0.0,119.24,-12.2
190,absolute_error,9,9.75,6,83.33333333,0.0,0.0
180,poisson,1,3.25,2,0.0,120.04,-12.51
20,squared_error,9,2.0,16,0.0,120.33,-12.63
20,absolute_error,17,7.5,3,83.33333333,0.0,0.0
50,poisson,6,6.5,9,0.0,119.07,-12.13
40,poisson,7,8.25,5,0.0,122.0,-13.25
90,squared_error,20,10.0,3,0.0,119.11,-12.15
110,squared_error,15,2.25,11,0.0,120.06,-12.52
120,poisson,18,2.75,18,0.0,118.5,-11.9
20,squared_error,20,4.5,8,0.0,115.67,-10.66
70,squared_error,14,1.75,1,0.0,122.48,-13.42
120,squared_error,4,3.0,4,0.0,119.22,-12.19
90,absolute_error,3,10.0,2,0.0,101.11,-1.08
110,poisson,11,7.5,10,0.0,120.36,-12.64
90,squared_error,16,5.75,8,0.0,118.67,-11.97
170,squared_error,2,3.5,11,0.0,119.92,-12.47
20,poisson,17,2.75,12,0.0,120.67,-12.76
40,absolute_error,5,2.25,13,83.33333333,0.0,0.0
110,squared_error,13,5.75,14,0.0,119.88,-12.45
70,poisson,6,2.5,7,0.0,119.81,-12.43
200,squared_error,8,3.75,11,0.0,120.0,-12.5
120,absolute_error,3,5.75,20,0.0,100.83,-0.81
130,absolute_error,12,0.25,11,83.33333333,0.0,0.0
70,squared_error,2,8.0,9,0.0,118.57,-11.93
130,absolute_error,12,9.0,4,83.33333333,0.0,0.0
20,absolute_error,16,1.25,18,83.33333333,0.0,0.0
180,absolute_error,11,3.75,15,0.0,100.56,-0.55
90,poisson,9,10.0,2,0.0,119.26,-12.21
40,absolute_error,15,8.25,19,0.0,102.5,-2.33
