N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,PRED40+,MRE-,ACC+
130,squared_error,9,8.75,10,25.0,74.07,7.43
130,squared_error,16,5.25,16,25.0,73.62,7.57
50,poisson,11,0.0,20,0.0,78.51,6.08
200,absolute_error,4,3.25,9,37.5,100.0,0.0
170,squared_error,10,7.5,2,25.0,74.07,7.43
10,squared_error,1,1.25,6,0.0,83.93,4.48
130,poisson,14,9.5,20,25.0,70.73,8.47
90,absolute_error,14,8.25,19,37.5,100.0,0.0
120,absolute_error,3,4.25,13,37.5,100.0,0.0
30,absolute_error,10,0.0,9,37.5,100.0,0.0
170,squared_error,3,0.25,17,25.0,67.31,8.68
40,squared_error,5,4.5,19,25.0,72.86,7.8
80,absolute_error,18,8.25,16,37.5,100.0,0.0
200,poisson,3,6.5,3,25.0,72.45,7.93
10,poisson,4,0.25,7,25.0,72.72,13.16
10,poisson,6,3.25,2,25.0,62.72,11.04
200,absolute_error,11,2.5,10,0.0,99.58,0.11
160,squared_error,17,3.0,2,25.0,72.42,7.94
200,poisson,1,4.5,6,0.0,75.93,6.86
20,squared_error,5,5.75,2,0.0,81.36,5.23
20,absolute_error,9,2.0,10,37.5,100.0,0.0
200,poisson,14,7.25,1,25.0,71.56,8.21
150,poisson,20,3.5,3,25.0,71.65,8.18
110,absolute_error,3,6.25,18,37.5,100.0,0.0
80,poisson,16,8.5,15,25.0,69.57,8.83
160,squared_error,15,5.5,6,25.0,73.6,7.57
120,absolute_error,5,3.75,9,37.5,100.0,0.0
130,absolute_error,19,3.75,13,37.5,100.0,0.0
60,poisson,6,0.5,3,25.0,73.26,6.84
70,squared_error,8,2.25,20,25.0,75.0,7.14
60,poisson,14,1.0,15,25.0,74.42,7.32
80,poisson,16,7.25,9,0.0,75.08,7.12
160,squared_error,12,0.75,5,25.0,73.29,7.67
30,poisson,9,6.75,4,25.0,70.03,8.69
30,absolute_error,2,0.0,8,12.5,82.22,-4.86
190,absolute_error,20,2.0,17,37.5,100.0,0.0
10,poisson,16,5.5,11,25.0,69.08,8.99
110,absolute_error,20,3.0,9,0.0,99.62,0.1
110,squared_error,14,1.0,2,25.0,71.03,8.37
50,absolute_error,14,2.25,5,0.0,99.17,0.22
60,poisson,6,1.25,1,0.0,79.24,5.86
150,squared_error,1,3.75,8,0.0,76.34,10.26
160,squared_error,7,2.25,14,0.0,75.33,7.04
80,absolute_error,19,0.5,5,37.5,100.0,0.0
160,poisson,10,2.75,15,25.0,73.71,7.54
40,absolute_error,20,4.0,20,37.5,100.0,0.0
20,squared_error,7,7.5,16,25.0,71.49,8.23
160,squared_error,19,6.75,11,25.0,72.85,7.81
10,squared_error,13,6.0,7,25.0,69.96,8.71
130,squared_error,11,1.75,20,0.0,75.67,6.94
130,poisson,6,8.75,7,25.0,74.24,7.38
200,absolute_error,3,1.75,20,12.5,100.0,-0.67
30,squared_error,17,4.75,12,0.0,77.05,6.52
200,poisson,11,6.25,16,0.0,75.05,7.13
140,poisson,1,1.75,18,25.0,74.39,7.33
120,squared_error,8,4.25,15,0.0,76.43,6.71
70,absolute_error,13,8.25,9,37.5,100.0,0.0
130,squared_error,3,6.75,20,0.0,76.82,6.59
130,squared_error,5,0.75,3,25.0,67.01,8.03
10,squared_error,18,7.75,12,0.0,78.95,5.95
170,absolute_error,3,9.5,13,37.5,100.0,0.0
170,absolute_error,3,10.0,3,37.5,100.0,0.0
160,absolute_error,8,6.0,10,0.0,99.74,0.07
30,poisson,13,9.25,8,0.0,76.24,6.76
100,poisson,13,7.75,13,25.0,73.93,7.47
70,squared_error,13,5.5,18,25.0,74.06,7.43
150,absolute_error,8,8.25,18,37.5,100.0,0.0
140,absolute_error,13,9.25,20,37.5,100.0,0.0
150,squared_error,15,8.5,8,25.0,74.44,7.31
120,squared_error,1,2.0,1,25.0,71.11,13.73
100,poisson,4,5.5,8,25.0,74.04,7.44
60,poisson,13,9.75,19,25.0,74.6,7.27
60,poisson,6,1.25,7,25.0,72.99,7.76
120,absolute_error,18,3.0,3,37.5,100.0,0.0
170,squared_error,7,7.0,7,25.0,72.01,8.07
90,poisson,20,4.25,20,25.0,73.2,7.7
60,squared_error,4,9.25,10,25.0,74.2,7.39
200,absolute_error,14,9.75,18,0.0,99.58,0.11
20,absolute_error,1,7.0,3,37.5,100.0,0.0
160,absolute_error,19,9.5,16,37.5,100.0,0.0
10,squared_error,11,0.75,2,0.0,77.85,6.28
40,poisson,16,1.5,8,0.0,76.81,6.59
180,squared_error,4,2.0,19,25.0,74.07,7.64
130,poisson,12,3.75,19,0.0,75.62,6.95
90,squared_error,7,4.0,7,25.0,74.0,7.45
200,squared_error,20,9.75,15,25.0,74.34,7.34
190,absolute_error,14,7.0,10,37.5,100.0,0.0
30,squared_error,11,8.5,15,25.0,69.3,8.92
30,squared_error,20,4.75,18,25.0,75.0,7.14
150,squared_error,19,1.75,2,25.0,74.74,7.22
170,absolute_error,6,5.0,3,0.0,99.75,0.07
170,squared_error,6,7.5,14,25.0,74.72,7.23
190,absolute_error,18,8.0,5,0.0,99.78,0.06
90,absolute_error,12,0.25,19,37.5,100.0,0.0
90,poisson,7,1.75,5,25.0,73.44,7.62
160,absolute_error,2,4.75,8,37.5,100.0,0.0
110,absolute_error,5,6.0,2,37.5,100.0,0.0
40,squared_error,16,6.75,15,25.0,68.97,9.02
70,absolute_error,1,2.5,4,37.5,100.0,0.0
150,absolute_error,1,2.25,13,0.0,99.72,0.07
110,squared_error,8,4.5,3,25.0,73.27,7.68
40,squared_error,13,8.0,8,0.0,75.55,6.98
200,poisson,15,10.0,19,25.0,74.01,7.45
90,squared_error,8,1.25,6,25.0,73.64,7.56
10,absolute_error,20,5.0,4,37.5,100.0,0.0
10,squared_error,1,2.75,2,0.0,76.67,6.63
60,absolute_error,16,2.25,6,37.5,100.0,0.0
90,squared_error,2,5.75,16,0.0,75.27,7.06
180,absolute_error,14,2.75,3,37.5,100.0,0.0
170,squared_error,17,0.0,18,25.0,73.27,7.67
180,squared_error,14,7.0,1,25.0,71.02,8.38
20,absolute_error,20,0.5,4,37.5,100.0,0.0
80,squared_error,2,8.25,8,25.0,72.12,8.03
80,absolute_error,4,7.25,2,37.5,100.0,0.0
40,absolute_error,12,4.25,20,37.5,100.0,0.0
150,absolute_error,8,9.0,8,37.5,100.0,0.0
200,poisson,6,6.25,13,25.0,74.57,7.27
90,squared_error,3,3.5,7,0.0,76.0,7.42
30,absolute_error,14,6.5,11,37.5,100.0,0.0
190,absolute_error,15,3.0,16,37.5,100.0,0.0
200,absolute_error,10,2.75,16,0.0,99.58,0.11
180,absolute_error,15,1.25,6,37.5,100.0,0.0
170,poisson,20,5.75,6,25.0,74.47,7.31
110,poisson,16,6.5,10,25.0,74.7,7.23
180,poisson,14,7.25,13,25.0,72.38,7.95
60,poisson,7,5.75,9,0.0,75.29,7.05
140,poisson,9,8.75,17,25.0,72.51,7.91
60,absolute_error,14,7.75,10,0.0,99.31,0.19
150,squared_error,14,4.5,11,25.0,74.01,7.45
30,squared_error,2,4.5,1,0.0,76.32,6.74
10,absolute_error,8,4.25,8,37.5,100.0,0.0
90,poisson,8,8.5,2,25.0,72.9,7.79
100,poisson,19,3.25,14,25.0,73.84,7.5
60,poisson,9,6.25,18,25.0,74.45,7.31
200,squared_error,19,7.75,1,25.0,74.62,7.26
50,absolute_error,1,8.5,8,37.5,100.0,0.0
60,absolute_error,7,1.0,17,0.0,99.31,0.19
180,absolute_error,7,5.75,17,37.5,100.0,0.0
10,poisson,20,3.0,19,25.0,73.25,7.68
70,squared_error,20,5.25,6,0.0,75.78,6.9
80,poisson,6,7.75,9,25.0,73.74,7.53
170,absolute_error,18,3.0,19,0.0,99.75,0.07
140,absolute_error,8,2.5,2,0.0,99.7,0.08
170,squared_error,3,4.0,4,25.0,72.99,8.42
130,poisson,15,9.0,16,0.0,75.51,6.99
70,poisson,14,2.75,11,25.0,70.27,8.61
130,squared_error,11,6.75,13,0.0,75.49,6.99
130,squared_error,14,9.0,16,25.0,73.23,7.69
70,poisson,12,7.75,15,25.0,71.71,8.16
160,poisson,14,5.5,11,25.0,72.92,7.78
40,poisson,10,4.75,12,25.0,72.59,7.89
10,absolute_error,9,2.75,14,37.5,100.0,0.0
120,poisson,5,5.5,1,0.0,75.04,7.13
170,poisson,1,1.25,8,0.0,76.47,9.03
110,poisson,13,3.5,9,0.0,75.32,7.05
190,squared_error,9,8.5,18,25.0,73.72,7.54
160,absolute_error,18,6.75,2,0.0,99.74,0.07
170,absolute_error,1,1.25,6,37.5,97.65,1.05
180,absolute_error,12,5.5,18,37.5,100.0,0.0
200,poisson,4,7.5,9,25.0,74.74,7.22
170,poisson,1,9.5,20,25.0,73.45,7.62
90,poisson,18,0.0,19,25.0,74.49,7.3
20,squared_error,11,9.5,9,0.0,78.4,6.11
40,absolute_error,11,9.75,20,37.5,100.0,0.0
90,poisson,9,7.25,6,25.0,73.81,7.51
150,absolute_error,14,7.5,15,37.5,100.0,0.0
150,squared_error,15,4.5,20,0.0,75.6,6.96
150,squared_error,7,3.5,18,25.0,73.08,7.73
40,poisson,8,6.25,18,25.0,73.74,7.53
130,squared_error,10,9.5,6,25.0,74.22,7.38
30,poisson,3,0.75,13,25.0,72.5,13.6
60,squared_error,20,4.25,7,25.0,73.94,7.47
150,poisson,14,10.0,14,25.0,73.22,7.69
160,absolute_error,3,2.0,5,0.0,99.74,0.07
140,squared_error,19,7.0,18,25.0,74.66,7.25
20,poisson,11,4.25,4,25.0,74.67,7.24
140,poisson,15,8.0,2,0.0,76.71,6.62
30,squared_error,4,9.25,10,25.0,73.39,7.64
50,poisson,17,2.5,8,25.0,72.72,7.85
100,absolute_error,18,0.25,1,37.5,100.0,0.0
110,poisson,16,1.25,5,25.0,69.72,8.78
70,poisson,17,1.0,10,0.0,75.81,6.89
110,absolute_error,15,2.0,10,37.5,100.0,0.0
80,squared_error,8,8.5,7,25.0,70.48,8.55
10,poisson,4,2.5,5,25.0,75.0,7.14
110,absolute_error,7,3.25,19,0.0,99.24,0.2
40,squared_error,19,3.75,12,25.0,70.45,8.55
50,absolute_error,14,10.0,17,37.5,100.0,0.0
100,absolute_error,9,3.25,10,37.5,100.0,0.0
110,poisson,13,7.75,18,25.0,74.28,7.36
190,squared_error,7,9.0,15,25.0,71.18,8.33
160,absolute_error,12,5.0,14,37.5,100.0,0.0
170,poisson,1,4.0,6,25.0,74.48,7.3
180,squared_error,2,3.0,18,25.0,75.0,9.55
100,absolute_error,3,5.25,11,37.5,100.0,0.0
160,poisson,16,10.0,6,0.0,75.95,6.85
160,poisson,17,2.0,1,25.0,72.94,7.78
60,absolute_error,8,1.25,8,37.5,100.0,0.0
10,squared_error,16,3.75,7,0.0,75.66,6.94
20,squared_error,6,2.5,20,25.0,75.0,7.14
100,absolute_error,4,6.25,11,0.0,99.58,0.11
110,absolute_error,19,0.75,14,37.5,100.0,0.0
50,squared_error,7,4.25,3,0.0,77.15,6.49
140,absolute_error,20,1.25,16,37.5,100.0,0.0
200,absolute_error,16,9.75,12,0.0,99.58,0.11
160,absolute_error,1,4.5,8,37.5,100.0,0.0
70,poisson,19,2.25,14,25.0,74.44,7.32
150,squared_error,12,6.0,5,25.0,73.26,7.68
80,absolute_error,3,8.25,20,37.5,100.0,0.0
110,absolute_error,2,1.25,13,25.0,94.55,1.63
30,poisson,5,6.0,14,25.0,73.83,7.5
110,squared_error,9,8.25,20,25.0,73.48,7.61
130,poisson,1,8.25,15,25.0,69.43,8.87
180,absolute_error,16,1.5,17,0.0,99.77,0.06
150,absolute_error,10,8.25,1,37.5,100.0,0.0
40,absolute_error,20,8.25,13,37.5,100.0,0.0
160,absolute_error,6,4.0,19,37.5,100.0,0.0
20,poisson,3,6.0,17,25.0,70.83,8.43
70,poisson,17,6.5,6,25.0,71.62,8.19
130,absolute_error,12,2.5,9,0.0,99.68,0.09
10,poisson,10,10.0,3,25.0,74.78,7.21
150,absolute_error,3,0.75,16,0.0,99.72,0.07
100,absolute_error,17,6.5,1,37.5,100.0,0.0
140,poisson,20,3.5,9,0.0,75.34,7.04
150,squared_error,14,5.75,9,25.0,74.96,7.16
160,squared_error,3,5.25,2,25.0,74.68,7.62
30,poisson,13,0.75,17,25.0,71.64,8.18
120,squared_error,3,5.5,10,25.0,74.52,7.29
130,absolute_error,4,0.25,11,0.0,97.82,2.78
60,squared_error,7,4.75,14,25.0,74.93,7.17
110,absolute_error,10,7.5,12,37.5,100.0,0.0
130,poisson,12,7.0,9,0.0,76.16,6.79
170,absolute_error,18,9.0,6,37.5,100.0,0.0
160,squared_error,3,4.0,15,0.0,77.64,7.6
130,absolute_error,15,0.25,13,37.5,100.0,0.0
60,squared_error,5,4.25,7,25.0,74.96,7.15
60,absolute_error,18,2.25,2,0.0,99.31,0.19
30,poisson,6,6.0,11,25.0,71.42,8.25
30,squared_error,19,7.75,1,25.0,74.93,7.17
20,poisson,7,3.25,9,25.0,74.34,7.34
60,absolute_error,13,6.75,10,37.5,100.0,0.0
110,absolute_error,1,3.0,8,37.5,100.0,0.0
110,poisson,20,8.5,19,25.0,73.76,7.52
80,absolute_error,7,1.0,9,37.5,100.0,0.0
120,absolute_error,9,9.0,8,37.5,100.0,0.0
70,poisson,10,2.25,10,25.0,72.65,7.87
20,poisson,14,1.25,11,25.0,69.3,8.92
60,poisson,10,3.25,16,25.0,69.7,8.79
200,squared_error,13,9.5,6,25.0,74.51,7.29
160,absolute_error,2,6.75,2,0.0,99.74,0.07
110,absolute_error,2,4.75,2,37.5,100.0,0.0
140,absolute_error,2,4.25,17,37.5,100.0,0.0
70,squared_error,13,8.5,17,25.0,68.98,9.02
80,poisson,10,8.25,20,25.0,73.57,7.58
130,poisson,14,5.25,17,25.0,72.91,7.79
190,squared_error,10,4.25,2,25.0,74.23,7.38
140,squared_error,2,4.5,19,0.0,77.67,7.31
190,poisson,4,1.25,20,25.0,74.91,6.92
160,poisson,18,8.25,8,0.0,75.12,7.11
130,absolute_error,6,2.25,19,37.5,100.0,0.0
90,absolute_error,16,6.75,17,0.0,99.54,0.12
60,absolute_error,17,9.75,14,37.5,100.0,0.0
50,absolute_error,2,0.75,12,25.0,88.0,3.62
160,absolute_error,18,1.5,6,37.5,100.0,0.0
140,absolute_error,10,1.25,18,37.5,100.0,0.0
130,absolute_error,17,8.75,13,0.0,99.68,0.09
50,poisson,4,7.0,14,0.0,75.04,7.13
200,absolute_error,6,5.25,20,0.0,99.79,0.06
140,poisson,6,1.5,12,25.0,72.78,7.83
30,squared_error,14,3.25,20,0.0,75.37,7.03
90,absolute_error,11,2.75,3,37.5,100.0,0.0
30,poisson,10,2.5,5,0.0,77.49,6.39
70,squared_error,11,8.75,10,0.0,76.41,6.71
160,absolute_error,8,6.25,19,37.5,100.0,0.0
40,absolute_error,17,8.0,13,37.5,100.0,0.0
120,absolute_error,12,1.0,2,37.5,100.0,0.0
20,squared_error,18,6.0,10,0.0,77.08,6.51
170,squared_error,15,5.5,16,25.0,74.34,7.34
120,absolute_error,7,2.75,5,0.0,99.31,0.19
10,squared_error,20,6.25,10,25.0,69.52,8.85
40,squared_error,5,5.75,10,0.0,76.64,6.64
100,absolute_error,4,5.0,12,37.5,100.0,0.0
30,poisson,4,0.5,18,25.0,71.88,7.81
150,poisson,15,9.75,20,25.0,73.63,7.57
50,squared_error,1,4.25,19,0.0,73.19,8.41
40,absolute_error,9,3.5,13,37.5,100.0,0.0
140,absolute_error,14,2.75,18,37.5,100.0,0.0
50,poisson,12,6.0,8,25.0,72.63,7.87
100,absolute_error,16,7.75,10,37.5,100.0,0.0
100,absolute_error,15,2.75,10,37.5,100.0,0.0
150,poisson,8,6.0,3,25.0,72.91,7.79
70,poisson,20,6.25,1,25.0,72.96,7.77
30,poisson,2,3.0,8,25.0,75.0,7.14
80,squared_error,8,1.25,19,25.0,72.26,7.99
60,squared_error,15,8.75,10,25.0,72.15,8.02
60,squared_error,1,2.5,3,25.0,69.35,20.15
150,poisson,12,9.75,16,0.0,75.76,6.91
60,squared_error,16,6.75,16,0.0,75.26,7.06
150,poisson,10,1.0,12,0.0,75.88,6.88
180,poisson,4,1.0,5,25.0,72.26,7.69
90,absolute_error,7,6.0,4,0.0,99.54,0.12
170,poisson,7,1.75,14,0.0,75.03,7.13
20,poisson,1,6.25,15,0.0,76.75,6.61
60,absolute_error,13,0.5,6,37.5,100.0,0.0
160,squared_error,5,3.5,11,25.0,73.83,7.5
120,poisson,19,4.25,3,25.0,73.03,7.75
60,squared_error,2,7.75,5,0.0,76.68,6.63
60,poisson,11,10.0,19,0.0,76.21,6.77
170,absolute_error,16,5.5,12,37.5,100.0,0.0
80,poisson,7,9.75,2,25.0,73.55,7.59
70,absolute_error,19,0.75,15,37.5,100.0,0.0
160,absolute_error,4,3.25,15,37.5,100.0,0.0
190,poisson,11,3.5,14,0.0,75.22,7.08
40,poisson,16,8.5,17,25.0,74.56,7.28
140,poisson,7,4.75,4,25.0,73.15,7.71
130,poisson,6,3.5,11,25.0,72.5,7.91
30,squared_error,14,6.0,8,25.0,72.44,7.93
30,squared_error,18,6.75,20,25.0,72.73,7.84
130,poisson,4,6.75,6,0.0,75.51,6.99
130,absolute_error,10,6.25,9,37.5,100.0,0.0
160,absolute_error,13,4.25,18,37.5,100.0,0.0
60,absolute_error,6,1.5,4,0.0,99.31,0.19
140,poisson,9,1.5,16,25.0,73.81,7.51
40,poisson,18,9.75,11,25.0,70.45,8.55
100,poisson,5,0.25,20,0.0,75.54,3.93
30,absolute_error,9,8.0,19,37.5,100.0,0.0
130,squared_error,1,8.25,7,25.0,74.76,7.22
120,absolute_error,13,0.25,9,37.5,100.0,0.0
200,absolute_error,11,7.5,1,37.5,100.0,0.0
180,poisson,9,9.75,14,25.0,72.33,7.97
40,absolute_error,10,2.25,6,0.0,98.96,0.28
130,squared_error,16,9.25,8,25.0,74.75,7.22
180,squared_error,5,5.75,2,25.0,70.69,8.48
20,poisson,16,5.0,2,25.0,74.34,7.34
160,poisson,9,2.25,19,25.0,74.19,7.39
130,absolute_error,6,5.5,3,37.5,100.0,0.0
120,absolute_error,2,2.75,9,37.5,100.0,0.0
40,squared_error,2,1.5,4,25.0,71.13,13.52
80,poisson,9,9.75,5,25.0,74.45,7.31
130,poisson,14,3.25,5,25.0,73.67,7.55
80,absolute_error,18,0.25,15,37.5,100.0,0.0
140,absolute_error,15,3.75,15,0.0,99.7,0.08
160,poisson,9,8.25,10,25.0,74.44,7.32
60,squared_error,19,9.25,18,25.0,71.89,8.1
50,poisson,5,5.25,6,25.0,72.32,7.97
120,absolute_error,5,8.0,17,37.5,100.0,0.0
10,poisson,11,3.75,6,0.0,76.75,6.61
60,absolute_error,19,4.0,18,37.5,100.0,0.0
110,squared_error,7,5.25,18,25.0,73.25,7.68
100,squared_error,18,5.5,1,25.0,71.07,8.36
90,squared_error,2,3.0,17,25.0,71.64,7.92
170,poisson,2,4.5,15,25.0,72.83,7.81
30,absolute_error,10,4.75,18,37.5,100.0,0.0
180,poisson,19,2.5,16,25.0,72.56,7.89
80,absolute_error,14,5.75,18,37.5,100.0,0.0
190,absolute_error,7,0.0,10,0.0,99.45,-0.07
200,poisson,5,4.25,20,25.0,73.73,7.53
120,absolute_error,6,6.75,6,37.5,100.0,0.0
130,squared_error,13,3.0,16,25.0,72.01,8.06
120,absolute_error,20,3.75,13,37.5,100.0,0.0
150,poisson,6,6.75,15,25.0,74.36,7.34
190,squared_error,13,1.25,10,25.0,72.35,7.96
180,absolute_error,11,3.5,19,37.5,100.0,0.0
100,absolute_error,13,6.25,13,37.5,100.0,0.0
100,squared_error,7,5.25,13,25.0,72.13,8.03
90,poisson,1,8.0,2,25.0,67.47,9.5
150,poisson,12,4.5,12,25.0,74.96,7.16
160,squared_error,13,6.25,17,25.0,74.73,7.23
30,poisson,19,6.25,7,0.0,77.41,6.41
70,squared_error,16,2.75,19,0.0,78.23,6.16
30,absolute_error,2,5.75,20,37.5,100.0,0.0
70,absolute_error,3,1.25,12,37.5,100.0,0.0
160,absolute_error,11,4.5,19,37.5,100.0,0.0
10,poisson,18,5.0,20,25.0,69.52,8.85
40,squared_error,19,3.0,13,0.0,77.25,6.46
140,absolute_error,7,7.25,17,37.5,100.0,0.0
190,poisson,9,8.5,7,25.0,74.2,7.39
110,poisson,2,4.5,17,25.0,74.04,7.44
170,poisson,6,1.75,7,25.0,73.79,7.52
200,poisson,14,8.25,4,25.0,71.68,8.17
160,poisson,18,7.5,9,25.0,73.09,7.73
200,squared_error,14,1.0,9,25.0,72.32,7.97
20,absolute_error,6,0.0,8,0.0,94.58,0.0
50,absolute_error,15,10.0,11,37.5,100.0,0.0
20,squared_error,3,9.5,9,25.0,73.9,7.48
200,squared_error,19,3.5,6,25.0,72.51,7.91
50,squared_error,7,1.25,14,25.0,72.94,7.78
130,poisson,1,4.0,2,0.0,76.89,6.57
50,absolute_error,12,4.5,6,37.5,100.0,0.0
190,squared_error,4,7.75,4,25.0,72.46,7.93
130,absolute_error,15,8.75,15,0.0,99.68,0.09
70,absolute_error,5,10.0,10,37.5,100.0,0.0
130,poisson,7,0.0,12,12.5,75.67,7.15
20,absolute_error,2,6.0,5,37.5,100.0,0.0
20,poisson,8,0.75,11,0.0,77.74,6.31
90,absolute_error,14,6.0,16,37.5,100.0,0.0
120,absolute_error,6,9.25,8,37.5,100.0,0.0
70,poisson,13,6.25,5,25.0,67.04,9.64
170,squared_error,15,0.5,12,25.0,73.27,7.67
90,squared_error,17,8.75,10,25.0,70.49,8.54
20,absolute_error,9,4.25,10,37.5,100.0,0.0
10,absolute_error,5,8.75,6,37.5,100.0,0.0
30,poisson,12,6.25,1,25.0,74.42,7.32
90,poisson,13,5.75,9,25.0,74.17,7.4
20,squared_error,7,1.0,12,0.0,76.54,6.67
200,absolute_error,4,9.0,9,37.5,100.0,0.0
20,absolute_error,13,7.0,5,37.5,100.0,0.0
10,squared_error,17,3.0,13,25.0,64.69,10.39
160,poisson,4,5.25,14,25.0,74.07,7.43
160,poisson,19,7.25,1,0.0,75.25,7.07
170,squared_error,7,3.75,3,25.0,74.21,7.38
40,absolute_error,15,4.25,12,37.5,100.0,0.0
200,poisson,15,9.5,9,0.0,75.66,6.94
140,squared_error,3,0.25,9,25.0,71.29,12.37
80,squared_error,13,2.0,7,25.0,74.18,7.4
40,absolute_error,10,9.75,3,37.5,100.0,0.0
130,squared_error,18,6.5,2,25.0,72.3,7.98
60,squared_error,13,0.75,16,25.0,70.87,8.42
120,absolute_error,9,5.75,1,37.5,100.0,0.0
160,squared_error,1,9.0,19,25.0,73.37,7.65
90,squared_error,16,1.75,2,25.0,73.46,7.61
30,absolute_error,20,6.75,6,37.5,100.0,0.0
100,poisson,13,4.5,17,25.0,73.4,7.64
180,poisson,3,5.75,8,25.0,73.77,7.52
100,absolute_error,4,4.75,14,37.5,100.0,0.0
90,absolute_error,10,2.75,3,37.5,100.0,0.0
110,poisson,3,2.0,18,25.0,73.66,7.55
150,poisson,19,0.75,16,25.0,70.95,8.4
70,squared_error,9,0.25,10,25.0,70.14,8.65
50,absolute_error,13,5.75,7,0.0,99.17,0.22
50,absolute_error,13,9.25,6,37.5,100.0,0.0
10,poisson,18,7.25,14,25.0,73.9,7.48
140,absolute_error,6,3.0,16,37.5,100.0,0.0
70,absolute_error,9,3.25,12,37.5,100.0,0.0
180,squared_error,6,0.25,20,25.0,71.77,4.7
150,absolute_error,18,2.5,4,37.5,100.0,0.0
30,poisson,8,7.75,11,0.0,75.29,7.05
150,absolute_error,14,3.0,9,37.5,100.0,0.0
50,poisson,1,8.25,11,25.0,72.19,8.01
100,absolute_error,5,1.75,13,37.5,100.0,0.0
150,poisson,14,6.25,11,25.0,73.98,7.46
10,poisson,10,0.5,13,25.0,70.18,8.64
50,absolute_error,16,7.0,16,37.5,100.0,0.0
120,poisson,4,6.75,2,25.0,72.24,7.99
130,poisson,12,9.75,17,25.0,71.49,8.23
10,poisson,20,1.25,10,0.0,80.7,5.43
180,absolute_error,2,5.75,17,0.0,99.77,0.06
110,absolute_error,13,2.0,19,37.5,100.0,0.0
120,poisson,3,3.25,11,0.0,76.15,6.79
140,squared_error,2,4.75,3,0.0,76.42,7.74
120,poisson,8,8.25,3,25.0,73.3,7.67
190,poisson,9,1.75,3,25.0,73.64,7.56
170,poisson,17,7.25,4,25.0,72.97,7.77
60,poisson,10,2.25,7,25.0,72.88,7.8
180,absolute_error,4,2.0,13,37.5,100.0,0.0
140,squared_error,10,8.75,13,25.0,73.59,7.58
200,absolute_error,7,9.5,9,0.0,99.79,0.06
180,absolute_error,19,8.5,14,0.0,99.77,0.06
20,squared_error,17,3.5,18,25.0,68.86,9.06
60,poisson,10,6.25,1,25.0,74.05,7.43
10,absolute_error,13,7.25,1,37.5,100.0,0.0
200,squared_error,12,7.75,15,25.0,74.79,7.21
40,absolute_error,19,9.25,7,37.5,100.0,0.0
170,poisson,3,2.75,3,25.0,74.99,7.15
100,squared_error,18,9.5,4,0.0,75.02,7.14
80,squared_error,15,4.0,19,0.0,76.51,6.68
110,squared_error,13,2.25,11,25.0,74.6,7.27
30,absolute_error,13,4.0,17,37.5,100.0,0.0
90,squared_error,19,9.75,7,25.0,73.17,7.71
120,squared_error,2,9.75,13,25.0,74.82,7.2
120,absolute_error,6,0.25,6,0.0,99.65,0.09
90,absolute_error,12,5.75,20,37.5,100.0,0.0
130,absolute_error,15,7.5,11,37.5,100.0,0.0
130,absolute_error,2,7.0,11,37.5,100.0,0.0
140,squared_error,1,5.75,9,25.0,73.16,8.5
170,squared_error,1,2.5,1,0.0,75.81,12.6
20,poisson,19,1.25,2,0.0,75.77,6.91
40,poisson,19,0.75,2,0.0,75.71,6.93
30,absolute_error,12,9.75,2,37.5,100.0,0.0
150,absolute_error,18,5.75,13,37.5,100.0,0.0
10,poisson,5,0.25,19,0.0,84.32,9.39
70,absolute_error,6,2.25,3,37.5,100.0,0.0
160,poisson,19,9.0,2,25.0,71.71,8.16
160,squared_error,5,4.25,14,25.0,74.33,7.35
140,poisson,8,0.0,12,25.0,73.63,7.57
180,absolute_error,13,2.75,16,37.5,100.0,0.0
110,poisson,2,4.25,3,25.0,74.16,7.4
10,squared_error,4,9.5,11,25.0,64.91,10.32
60,absolute_error,9,5.25,11,37.5,100.0,0.0
50,squared_error,7,1.5,12,25.0,71.1,8.35
170,poisson,3,4.75,10,0.0,75.37,7.03
30,poisson,19,5.75,3,25.0,74.05,7.43
180,squared_error,16,8.75,12,25.0,74.1,7.42
40,squared_error,7,4.5,16,25.0,72.86,7.8
200,poisson,6,8.0,11,25.0,73.34,7.65
200,squared_error,20,0.75,6,25.0,74.86,7.19
100,poisson,14,0.75,6,25.0,74.45,7.31
60,poisson,7,4.25,6,25.0,74.38,7.33
110,absolute_error,2,1.75,20,37.5,100.0,0.0
190,squared_error,16,8.0,14,25.0,72.73,7.84
180,absolute_error,18,10.0,15,37.5,100.0,0.0
30,poisson,5,2.0,1,0.0,78.58,6.06
20,squared_error,10,4.5,9,25.0,73.46,7.61
40,poisson,7,9.0,2,25.0,71.33,8.28
150,poisson,19,1.0,1,25.0,74.59,7.27
80,squared_error,3,0.5,16,25.0,59.93,16.08
120,poisson,13,1.0,11,25.0,74.8,7.2
80,squared_error,2,0.25,1,25.0,65.33,13.5
200,absolute_error,18,2.75,9,0.0,99.58,0.11
110,absolute_error,10,6.75,7,37.5,100.0,0.0
150,squared_error,8,6.25,3,25.0,74.58,7.27
90,poisson,3,4.25,13,25.0,72.93,7.78
160,poisson,2,0.75,14,25.0,70.35,16.1
60,squared_error,18,0.5,8,25.0,70.47,8.55
130,squared_error,11,7.75,19,25.0,74.17,7.4
